KRAS_1uMGDP_G12D_GDP_D_4002 - 1_X	KRAS_1uMGDP_G12D_GDP_D_4002 - 1_Y	KRAS_1uMGDP__G12D_GDP_D_400 - 1_X	KRAS_1uMGDP__G12D_GDP_D_400 - 1_Y
8004.07	-28.747	3048.72	-17.698
8004.54	-28.75	3049.2	-17.704
8005.03	-28.75	3049.68	-17.712
8005.51	-28.747	3050.16	-17.718
8006	-28.745	3050.64	-17.724
8006.64	-28.745	3051.12	-17.726
8007.1	-28.745	3051.76	-17.725
8007.59	-28.745	3052.24	-17.73
8008.07	-28.745	3052.72	-17.731
8008.54	-28.745	3053.2	-17.734
8009.03	-28.742	3053.68	-17.737
8009.67	-28.738	3054.32	-17.743
8010.15	-28.732	3054.8	-17.747
8010.63	-28.719	3055.28	-17.742
8011.1	-28.716	3055.76	-17.743
8011.59	-28.718	3056.24	-17.746
8012.07	-28.725	3056.72	-17.751
8012.71	-28.729	3057.36	-17.754
8013.18	-28.734	3057.84	-17.758
8013.67	-28.737	3058.32	-17.762
8014.15	-28.747	3058.8	-17.767
8014.63	-28.751	3059.28	-17.77
8015.1	-28.746	3059.76	-17.772
8015.74	-28.747	3060.4	-17.77
8016.23	-28.741	3060.88	-17.773
8016.71	-28.74	3061.36	-17.775
8017.2	-28.743	3061.84	-17.775
8017.66	-28.747	3062.32	-17.778
8018.15	-28.746	3062.8	-17.783
8018.79	-28.749	3063.44	-17.782
8019.27	-28.749	3063.92	-17.781
8019.74	-28.751	3064.4	-17.782
8020.23	-28.759	3064.88	-17.778
8020.71	-28.766	3065.36	-17.78
8021.35	-28.762	3065.84	-17.773
8021.83	-28.758	3066.32	-17.768
8022.3	-28.758	3066.96	-17.765
8022.79	-28.752	3067.44	-17.767
8023.27	-28.748	3067.92	-17.766
8023.91	-28.742	3068.4	-17.767
8024.38	-28.741	3068.88	-17.77
8024.87	-28.736	3069.52	-17.776
8025.35	-28.741	3070	-17.782
8025.83	-28.75	3070.48	-17.785
8026.48	-28.754	3070.96	-17.785
8026.94	-28.76	3071.44	-17.791
8027.43	-28.761	3071.92	-17.798
8027.91	-28.761	3072.4	-17.802
8028.4	-28.763	3073.04	-17.801
8028.87	-28.767	3073.52	-17.802
8029.35	-28.766	3074	-17.802
8029.99	-28.768	3074.48	-17.799
8030.47	-28.769	3074.96	-17.798
8030.94	-28.76	3075.44	-17.796
8031.43	-28.753	3075.92	-17.797
8031.91	-28.743	3076.56	-17.799
8032.55	-28.73	3077.04	-17.801
8033.04	-28.724	3077.52	-17.808
8033.5	-28.723	3078	-17.804
8033.99	-28.72	3078.48	-17.805
8034.47	-28.71	3078.96	-17.802
8035.11	-28.707	3079.6	-17.804
8035.58	-28.705	3080.08	-17.81
8036.07	-28.708	3080.56	-17.811
8036.55	-28.719	3081.04	-17.812
8037.04	-28.725	3081.52	-17.816
8037.67	-28.734	3082	-17.819
8038.14	-28.743	3082.64	-17.816
8038.63	-28.75	3083.12	-17.816
8039.11	-28.752	3083.6	-17.815
8039.6	-28.75	3084.08	-17.814
8040.06	-28.756	3084.56	-17.819
8040.55	-28.754	3085.2	-17.825
8041.19	-28.749	3085.68	-17.834
8041.67	-28.745	3086.16	-17.844
8042.14	-28.745	3086.64	-17.851
8042.63	-28.74	3087.12	-17.862
8043.11	-28.737	3087.6	-17.866
8043.75	-28.73	3088.24	-17.867
8044.24	-28.728	3088.72	-17.868
8044.71	-28.728	3089.2	-17.87
8045.19	-28.735	3089.68	-17.864
8045.67	-28.739	3090.16	-17.86
8046.14	-28.746	3090.64	-17.849
8046.78	-28.75	3091.12	-17.841
8047.27	-28.756	3091.76	-17.834
8047.75	-28.76	3092.24	-17.83
8048.23	-28.759	3092.72	-17.831
8048.7	-28.768	3093.2	-17.839
8049.19	-28.768	3093.68	-17.847
8049.83	-28.77	3094.32	-17.848
8050.31	-28.771	3094.8	-17.849
8050.8	-28.766	3095.28	-17.855
8051.27	-28.762	3095.76	-17.858
8051.75	-28.761	3096.24	-17.855
8052.23	-28.759	3096.72	-17.854
8052.88	-28.754	3097.2	-17.848
8053.34	-28.75	3097.84	-17.845
8053.83	-28.742	3098.32	-17.845
8054.31	-28.736	3098.8	-17.851
8054.8	-28.735	3099.28	-17.857
8055.44	-28.728	3099.76	-17.858
8055.91	-28.726	3100.4	-17.863
8056.39	-28.723	3100.88	-17.869
8056.87	-28.718	3101.36	-17.874
8057.34	-28.713	3101.84	-17.889
8057.83	-28.705	3102.32	-17.901
8058.47	-28.697	3102.8	-17.914
8058.95	-28.7	3103.44	-17.927
8059.44	-28.695	3103.92	-17.937
8059.9	-28.695	3104.4	-17.942
8060.54	-28.691	3104.88	-17.95
8061.03	-28.681	3105.36	-17.952
8061.51	-28.673	3105.84	-17.964
8061.98	-28.668	3106.48	-17.969
8062.47	-28.671	3106.96	-17.971
8062.95	-28.679	3107.44	-17.982
8063.59	-28.686	3107.92	-17.979
8064.08	-28.689	3108.4	-17.981
8064.54	-28.692	3108.88	-17.981
8065.03	-28.693	3109.52	-17.982
8065.51	-28.697	3110	-17.986
8066.15	-28.708	3110.48	-17.992
8066.64	-28.711	3110.96	-18.001
8067.11	-28.707	3111.44	-17.997
8067.59	-28.705	3111.92	-18.003
8068.08	-28.703	3112.56	-18.01
8068.54	-28.698	3113.04	-18.011
8069.03	-28.698	3113.52	-18.014
8069.67	-28.701	3114	-18.014
8070.15	-28.698	3114.48	-18.017
8070.64	-28.697	3114.96	-18.013
8071.1	-28.699	3115.6	-18.01
8071.59	-28.699	3116.08	-18.018
8072.23	-28.705	3116.56	-18.021
8072.71	-28.709	3117.04	-18.023
8073.18	-28.711	3117.52	-18.026
8073.67	-28.711	3118.16	-18.035
8074.15	-28.704	3118.64	-18.036
8074.63	-28.705	3119.12	-18.031
8075.28	-28.702	3119.6	-18.026
8075.75	-28.705	3120.08	-18.015
8076.23	-28.702	3120.56	-18.005
8076.71	-28.707	3121.2	-17.991
8077.2	-28.708	3121.68	-17.983
8077.84	-28.709	3122.16	-17.986
8078.31	-28.702	3122.64	-17.986
8078.79	-28.698	3123.12	-17.991
8079.27	-28.698	3123.76	-17.996
8079.74	-28.697	3124.24	-18.003
8080.38	-28.696	3124.72	-18.011
8080.87	-28.699	3125.2	-18.018
8081.35	-28.702	3125.68	-18.022
8081.84	-28.701	3126.16	-18.028
8082.31	-28.7	3126.8	-18.03
8082.95	-28.699	3127.28	-18.031
8083.43	-28.698	3127.76	-18.028
8083.92	-28.696	3128.24	-18.031
8084.38	-28.694	3128.72	-18.031
8084.87	-28.696	3129.2	-18.037
8085.35	-28.69	3129.68	-18.045
8085.99	-28.684	3130.32	-18.049
8086.48	-28.684	3130.8	-18.047
8086.94	-28.684	3131.28	-18.051
8087.43	-28.684	3131.76	-18.048
8087.91	-28.689	3132.24	-18.047
8088.55	-28.689	3132.72	-18.039
8089.02	-28.696	3133.36	-18.029
8089.51	-28.69	3133.84	-18.025
8089.99	-28.691	3134.32	-18.012
8090.48	-28.693	3134.8	-18.001
8090.94	-28.693	3135.28	-17.983
8091.58	-28.694	3135.76	-17.965
8092.07	-28.704	3136.4	-17.94
8092.55	-28.707	3136.88	-17.917
8093.04	-28.709	3137.36	-17.903
8093.51	-28.708	3137.84	-17.889
8094.15	-28.707	3138.32	-17.874
8094.63	-28.714	3138.96	-17.858
8095.12	-28.717	3139.44	-17.838
8095.58	-28.716	3139.92	-17.822
8096.07	-28.712	3140.4	-17.811
8096.55	-28.708	3140.88	-17.795
8097.19	-28.712	3141.36	-17.781
8097.68	-28.717	3141.84	-17.763
8098.15	-28.727	3142.48	-17.73
8098.63	-28.731	3142.96	-17.703
8099.11	-28.731	3143.44	-17.68
8099.75	-28.728	3143.92	-17.669
8100.22	-28.723	3144.4	-17.666
8100.71	-28.718	3144.88	-17.671
8101.19	-28.715	3145.52	-17.689
8101.68	-28.71	3146	-17.709
8102.15	-28.704	3146.48	-17.728
8102.79	-28.696	3146.96	-17.758
8103.27	-28.689	3147.44	-17.793
8103.75	-28.68	3147.92	-17.833
8104.24	-28.665	3148.56	-17.892
8104.88	-28.649	3149.04	-17.953
8105.35	-28.631	3149.52	-18.018
8105.83	-28.614	3150	-18.089
8106.32	-28.598	3150.48	-18.166
8106.78	-28.577	3150.96	-18.244
8107.42	-28.553	3151.6	-18.357
8107.91	-28.528	3152.08	-18.454
8108.39	-28.503	3152.56	-18.553
8108.88	-28.49	3153.04	-18.656
8109.35	-28.458	3153.52	-18.767
8109.83	-28.444	3154.16	-18.902
8110.47	-28.437	3154.64	-19.014
8110.96	-28.435	3155.12	-19.121
8111.42	-28.437	3155.6	-19.223
8111.91	-28.44	3156.08	-19.326
8112.39	-28.443	3156.56	-19.426
8112.88	-28.445	3157.04	-19.526
8113.52	-28.463	3157.68	-19.655
8113.99	-28.475	3158.16	-19.758
8114.47	-28.494	3158.64	-19.861
8114.95	-28.528	3159.12	-19.957
8115.44	-28.567	3159.6	-20.053
8116.06	-28.636	3160.08	-20.131
8116.55	-28.707	3160.72	-20.244
8117.03	-28.782	3161.2	-20.353
8117.52	-28.865	3161.68	-20.486
8117.98	-28.952	3162.16	-20.628
8118.47	-29.047	3162.64	-20.79
8119.11	-29.18	3163.12	-20.959
8119.59	-29.289	3163.76	-21.191
8120.08	-29.386	3164.24	-21.379
8120.55	-29.486	3164.72	-21.556
8121.03	-29.583	3165.2	-21.727
8121.52	-29.684	3165.68	-21.884
8122.16	-29.813	3166.16	-22.029
8122.62	-29.913	3166.8	-22.205
8123.11	-30.007	3167.28	-22.331
8123.59	-30.095	3167.76	-22.439
8124.08	-30.192	3168.24	-22.536
8124.55	-30.285	3168.72	-22.624
8125.19	-30.396	3169.2	-22.696
8125.67	-30.477	3169.84	-22.793
8126.15	-30.557	3170.32	-22.862
8126.64	-30.663	3170.8	-22.926
8127.11	-30.789	3171.28	-22.984
8127.75	-30.985	3171.76	-23.041
8128.23	-31.158	3172.24	-23.091
8128.72	-31.335	3172.88	-23.143
8129.19	-31.517	3173.36	-23.18
8129.67	-31.696	3173.84	-23.22
8130.15	-31.876	3174.32	-23.251
8130.79	-32.094	3174.8	-23.283
8131.28	-32.253	3175.28	-23.311
8131.75	-32.393	3175.76	-23.365
8132.23	-32.517	3176.4	-23.541
8132.72	-32.637	3176.88	-23.738
8133.18	-32.753	3177.36	-23.966
8133.83	-32.888	3177.84	-24.212
8134.31	-32.983	3178.32	-24.46
8134.79	-33.077	3178.8	-24.701
8135.28	-33.153	3179.44	-24.989
8135.75	-33.22	3179.92	-25.197
8136.23	-33.286	3180.4	-25.359
8136.87	-33.359	3180.88	-25.495
8137.35	-33.41	3181.36	-25.612
8137.82	-33.464	3181.84	-25.705
8138.31	-33.507	3182.32	-25.783
8138.79	-33.545	3182.96	-25.849
8139.28	-33.581	3183.44	-25.881
8139.92	-33.624	3183.92	-25.9
8140.39	-33.653	3184.4	-25.906
8140.87	-33.672	3184.88	-25.91
8141.35	-33.728	3185.52	-25.904
8142	-33.908	3186	-25.888
8142.48	-34.108	3186.48	-25.872
8142.95	-34.327	3186.96	-25.84
8143.43	-34.571	3187.44	-25.815
8143.92	-34.817	3187.92	-25.79
8144.38	-35.049	3188.4	-25.769
8145.02	-35.339	3189.04	-25.734
8145.51	-35.539	3189.52	-25.704
8145.99	-35.702	3190	-25.669
8146.48	-35.829	3190.48	-25.631
8146.95	-35.943	3190.96	-25.651
8147.59	-36.051	3191.44	-25.753
8148.07	-36.106	3192.08	-25.872
8148.56	-36.148	3192.56	-25.958
8149.02	-36.171	3193.04	-26.013
8149.51	-36.186	3193.52	-26.029
8150.15	-36.197	3194	-26.015
8150.63	-36.193	3194.48	-25.974
8151.12	-36.178	3195.12	-25.872
8151.59	-36.165	3195.6	-25.742
8152.07	-36.141	3196.08	-25.597
8152.56	-36.116	3196.56	-25.441
8153.19	-36.077	3197.04	-25.277
8153.68	-36.048	3197.52	-25.122
8154.15	-36.018	3198.16	-24.921
8154.63	-35.986	3198.64	-24.765
8155.12	-35.956	3199.12	-24.62
8155.76	-35.911	3199.6	-24.474
8156.23	-35.882	3200.08	-24.334
8156.71	-35.973	3200.56	-24.206
8157.19	-36.104	3201.2	-24.05
8157.68	-36.217	3201.68	-23.931
8158.32	-36.339	3202.16	-23.821
8158.79	-36.397	3202.64	-23.718
8159.27	-36.4	3203.12	-23.617
8159.76	-36.367	3203.6	-23.522
8160.23	-36.303	3204.24	-23.406
8160.87	-36.161	3204.72	-23.324
8161.35	-36.007	3205.2	-23.251
8161.83	-35.854	3205.68	-23.184
8162.32	-35.686	3206.16	-23.131
8162.79	-35.518	3206.64	-23.048
8163.27	-35.343	3207.12	-22.903
8163.91	-35.127	3207.76	-22.68
8164.4	-34.956	3208.24	-22.468
8164.88	-34.801	3208.72	-22.238
8165.35	-34.648	3209.2	-22.009
8165.83	-34.507	3209.68	-21.778
8166.47	-34.34	3210.32	-21.46
8166.96	-34.212	3210.8	-21.147
8167.43	-34.088	3211.28	-20.822
8167.91	-33.976	3211.76	-20.484
8168.4	-33.868	3212.24	-20.137
8169.04	-33.74	3212.88	-19.695
8169.52	-33.649	3213.36	-19.344
8169.99	-33.563	3213.84	-19.019
8170.47	-33.476	3214.32	-18.706
8170.96	-33.396	3214.8	-18.419
8171.42	-33.317	3215.28	-18.157
8172.07	-33.198	3215.76	-17.916
8172.55	-33.028	3216.4	-17.64
8173.03	-32.843	3216.88	-17.46
8173.52	-32.633	3217.36	-17.316
8173.99	-32.402	3217.84	-17.183
8174.47	-32.16	3218.32	-17.041
8175.11	-31.855	3218.8	-16.9
8175.6	-31.61	3219.44	-16.707
8176.06	-31.317	3219.92	-16.56
8176.55	-30.98	3220.4	-16.42
8177.03	-30.631	3220.88	-16.286
8177.52	-30.272	3221.36	-16.164
8178.16	-29.806	3221.84	-16.058
8178.63	-29.443	3222.48	-15.93
8179.11	-29.1	3222.96	-15.836
8179.6	-28.773	3223.44	-15.756
8180.08	-28.469	3223.92	-15.684
8180.72	-28.12	3224.4	-15.617
8181.19	-27.88	3224.88	-15.551
8181.67	-27.675	3225.52	-15.47
8182.16	-27.496	3226	-15.411
8182.63	-27.345	3226.48	-15.355
8183.11	-27.219	3226.96	-15.304
8183.75	-27.075	3227.44	-15.255
8184.23	-26.954	3228.08	-15.208
8184.72	-26.84	3228.56	-15.172
8185.19	-26.734	3229.04	-15.151
8185.67	-26.623	3229.52	-15.132
8186.31	-26.484	3230	-15.12
8186.8	-26.369	3230.48	-15.108
8187.27	-26.276	3231.12	-15.089
8187.75	-26.182	3231.6	-15.072
8188.39	-26.063	3232.08	-15.063
8188.87	-25.982	3232.56	-15.059
8189.36	-25.909	3233.04	-15.043
8189.83	-25.838	3233.68	-15.025
8190.31	-25.774	3234.16	-15.005
8190.95	-25.707	3234.64	-14.987
8191.44	-25.665	3235.12	-14.97
8191.92	-25.631	3235.6	-14.955
8192.39	-25.6	3236.08	-14.984
8192.87	-25.564	3236.72	-15.105
8193.51	-25.523	3237.2	-15.234
8194	-25.491	3237.68	-15.37
8194.47	-25.465	3238.16	-15.52
8194.95	-25.445	3238.64	-15.669
8195.43	-25.425	3239.13	-15.818
8196.08	-25.393	3239.6	-15.964
8196.56	-25.367	3240.24	-16.139
8197.03	-25.347	3240.72	-16.256
8197.51	-25.322	3241.2	-16.31
8198	-25.299	3241.68	-16.289
8198.47	-25.271	3242.16	-16.232
8199.11	-25.236	3242.64	-16.142
8199.59	-25.211	3243.28	-16
8200.08	-25.188	3243.76	-15.867
8200.56	-25.161	3244.24	-15.738
8201.03	-25.142	3244.73	-15.601
8201.51	-25.127	3245.21	-15.473
8202	-25.116	3245.68	-15.36
8202.64	-25.116	3246.32	-15.237
8203.12	-25.186	3246.8	-15.153
8203.59	-25.275	3247.28	-15.076
8204.07	-25.383	3247.76	-15.015
8204.56	-25.501	3248.25	-14.957
8205.2	-25.652	3248.72	-14.911
8205.67	-25.768	3249.36	-14.853
8206.15	-25.882	3249.84	-14.812
8206.64	-25.986	3250.32	-14.786
8207.12	-26.078	3250.8	-14.76
8207.76	-26.17	3251.28	-14.739
8208.23	-26.167	3251.76	-14.715
8208.71	-26.134	3252.41	-14.698
8209.2	-26.071	3252.88	-14.678
8209.67	-25.987	3253.36	-14.654
8210.15	-25.891	3253.84	-14.634
8210.79	-25.756	3254.32	-14.607
8211.28	-25.642	3254.8	-14.585
8211.76	-25.537	3255.44	-14.554
8212.23	-25.435	3255.93	-14.53
8212.71	-25.349	3256.4	-14.515
8213.2	-25.272	3256.89	-14.495
8213.84	-25.181	3257.36	-14.48
8214.31	-25.118	3257.84	-14.466
8214.79	-25.062	3258.49	-14.445
8215.27	-25.014	3258.96	-14.431
8215.76	-24.971	3259.44	-14.423
8216.4	-24.932	3259.93	-14.413
8216.87	-24.907	3260.41	-14.4
8217.35	-24.881	3260.89	-14.394
8217.84	-24.86	3261.36	-14.386
8218.32	-24.837	3262	-14.382
8218.96	-24.81	3262.49	-14.372
8219.43	-24.785	3262.97	-14.366
8219.91	-24.76	3263.44	-14.359
8220.4	-24.732	3263.93	-14.355
8220.87	-24.706	3264.56	-14.35
8221.35	-24.678	3265.04	-14.344
8221.99	-24.654	3265.52	-14.332
8222.48	-24.632	3266	-14.317
8222.96	-24.612	3266.49	-14.304
8223.43	-24.599	3266.97	-14.292
8223.91	-24.59	3267.6	-14.28
8224.4	-24.582	3268.08	-14.273
8225.04	-24.572	3268.56	-14.262
8225.51	-24.565	3269.04	-14.247
8225.99	-24.557	3269.52	-14.228
8226.47	-24.543	3270	-14.212
8226.96	-24.528	3270.49	-14.194
8227.6	-24.516	3271.12	-14.165
8228.07	-24.499	3271.6	-14.142
8228.55	-24.49	3272.08	-14.115
8229.04	-24.475	3272.56	-14.088
8229.68	-24.461	3273.04	-14.064
8230.16	-24.453	3273.52	-14.04
8230.63	-24.441	3274.17	-13.996
8231.12	-24.429	3274.64	-13.963
8231.6	-24.414	3275.13	-13.93
8232.07	-24.394	3275.6	-13.904
8232.55	-24.37	3276.08	-13.876
8233.19	-24.338	3276.56	-13.86
8233.68	-24.304	3277.21	-13.845
8234.16	-24.276	3277.69	-13.828
8234.63	-24.252	3278.17	-13.82
8235.11	-24.223	3278.65	-13.812
8235.75	-24.177	3279.13	-13.81
8236.24	-24.155	3279.6	-13.809
8236.71	-24.132	3280.25	-13.814
8237.19	-24.103	3280.73	-13.813
8237.67	-24.085	3281.21	-13.808
8238.32	-24.058	3281.69	-13.813
8238.8	-24.027	3282.17	-13.819
8239.27	-23.998	3282.65	-13.826
8239.75	-23.974	3283.28	-13.833
8240.39	-23.932	3283.76	-13.834
8240.88	-23.894	3284.25	-13.84
8241.36	-23.858	3284.73	-13.852
8241.83	-23.826	3285.21	-13.864
8242.32	-23.794	3285.69	-13.87
8242.96	-23.766	3286.32	-13.882
8243.44	-23.764	3286.8	-13.896
8243.91	-23.778	3287.28	-13.912
8244.39	-23.791	3287.77	-13.92
8245.03	-23.808	3288.25	-13.937
8245.52	-23.82	3288.73	-13.941
8246	-23.828	3289.36	-13.942
8246.47	-23.837	3289.84	-13.95
8246.96	-23.85	3290.32	-13.959
8247.59	-23.866	3290.8	-13.965
8248.08	-23.87	3291.28	-13.971
8248.55	-23.878	3291.76	-13.975
8249.03	-23.884	3292.41	-13.99
8249.52	-23.883	3292.89	-14.001
8250	-23.891	3293.36	-14.01
8250.64	-23.898	3293.85	-14.02
8251.11	-23.912	3294.33	-14.03
8251.59	-23.923	3294.81	-14.041
8252.08	-23.933	3295.45	-14.04
8252.56	-23.941	3295.93	-14.047
8253.19	-23.957	3296.41	-14.043
8253.67	-23.969	3296.89	-14.037
8254.16	-23.985	3297.37	-14.035
8254.64	-23.987	3297.85	-14.03
8255.11	-23.99	3298.49	-14.03
8255.75	-23.994	3298.97	-14.031
8256.23	-23.995	3299.45	-14.032
8256.72	-24	3299.93	-14.035
8257.2	-24.007	3300.41	-14.032
8257.67	-24.01	3300.89	-14.031
8258.16	-24.015	3301.53	-14.024
8258.8	-24.022	3302.01	-14.022
8259.28	-24.03	3302.49	-14.021
8259.75	-24.037	3302.97	-14.018
8260.23	-24.039	3303.45	-14.012
8260.72	-24.044	3303.93	-14.003
8261.36	-24.039	3304.41	-14.001
8261.84	-24.036	3305.04	-13.996
8262.31	-24.03	3305.53	-13.984
8262.79	-24.023	3306.01	-13.981
8263.28	-24.024	3306.49	-13.978
8263.75	-24.022	3306.97	-13.963
8264.39	-24.022	3307.45	-13.959
8264.87	-24.018	3308.09	-13.953
8265.36	-24.02	3308.57	-13.949
8265.84	-24.019	3309.05	-13.95
8266.48	-24.018	3309.52	-13.947
8266.95	-24.021	3310.01	-13.946
8267.43	-24.022	3310.49	-13.94
8267.92	-24.017	3310.97	-13.935
8268.4	-24.019	3311.61	-13.931
8269.03	-24.017	3312.09	-13.932
8269.51	-24.018	3312.56	-13.937
8270	-24.018	3313.05	-13.94
8270.48	-24.02	3313.52	-13.941
8271.12	-24.017	3314.01	-13.938
8271.59	-24.015	3314.65	-13.937
8272.07	-24.012	3315.13	-13.937
8272.56	-24.012	3315.61	-13.939
8273.04	-24.019	3316.09	-13.945
8273.68	-24.017	3316.57	-13.943
8274.15	-24.012	3317.05	-13.943
8274.64	-24.006	3317.69	-13.946
8275.12	-24.002	3318.17	-13.942
8275.59	-24.001	3318.65	-13.935
8276.07	-24.001	3319.13	-13.94
8276.71	-23.996	3319.61	-13.942
8277.2	-23.994	3320.09	-13.939
8277.68	-23.99	3320.73	-13.937
8278.15	-23.983	3321.21	-13.937
8278.63	-23.975	3321.69	-13.939
8279.27	-23.969	3322.17	-13.942
8279.76	-23.965	3322.65	-13.945
8280.24	-23.963	3323.13	-13.95
8280.71	-23.958	3323.61	-13.955
8281.2	-23.96	3324.25	-14.08
8281.83	-23.957	3324.73	-14.235
8282.32	-23.951	3325.21	-14.393
8282.79	-23.948	3325.69	-14.578
8283.27	-23.948	3326.17	-14.762
8283.76	-23.939	3326.65	-14.957
8284.4	-23.937	3327.29	-15.216
8284.88	-23.934	3327.77	-15.42
8285.35	-23.936	3328.25	-15.607
8285.83	-23.925	3328.73	-15.794
8286.32	-23.934	3329.21	-15.968
8286.96	-23.93	3329.69	-16.139
8287.44	-23.926	3330.33	-16.351
8287.91	-23.927	3330.81	-16.519
8288.4	-23.923	3331.29	-16.669
8288.88	-23.924	3331.77	-16.803
8289.52	-23.917	3332.25	-16.938
8289.99	-23.91	3332.73	-17.065
8290.47	-23.907	3333.37	-17.225
8290.96	-23.897	3333.85	-17.35
8291.6	-23.884	3334.33	-17.475
8292.08	-23.891	3334.81	-17.597
8292.55	-23.973	3335.29	-17.709
8293.04	-24.078	3335.93	-17.846
8293.52	-24.202	3336.41	-17.941
8294.16	-24.387	3336.89	-18.033
8294.63	-24.552	3337.37	-18.115
8295.11	-24.716	3337.85	-18.186
8295.6	-24.882	3338.33	-18.254
8296.08	-25.057	3338.81	-18.312
8296.72	-25.267	3339.45	-18.378
8297.19	-25.424	3339.93	-18.426
8297.67	-25.573	3340.41	-18.463
8298.16	-25.713	3340.89	-18.489
8298.63	-25.857	3341.37	-18.512
8299.27	-26.029	3342.01	-18.542
8299.75	-26.156	3342.49	-18.556
8300.24	-26.276	3342.97	-18.566
8300.72	-26.395	3343.45	-18.574
8301.36	-26.546	3343.93	-18.58
8301.83	-26.666	3344.57	-18.589
8302.32	-26.79	3345.05	-18.588
8302.8	-26.908	3345.53	-18.585
8303.28	-27.024	3346.01	-18.573
8303.92	-27.17	3346.49	-18.561
8304.39	-27.275	3346.97	-18.553
8304.88	-27.365	3347.45	-18.538
8305.36	-27.445	3348.09	-18.52
8305.83	-27.519	3348.57	-18.507
8306.47	-27.604	3349.05	-18.49
8306.95	-27.662	3349.53	-18.473
8307.44	-27.709	3350.01	-18.46
8307.92	-27.748	3350.65	-18.441
8308.39	-27.777	3351.13	-18.431
8309.03	-27.809	3351.61	-18.42
8309.52	-27.833	3352.09	-18.409
8310	-27.852	3352.57	-18.394
8310.47	-27.87	3353.05	-18.382
8310.95	-27.88	3353.69	-18.372
8311.44	-27.891	3354.17	-18.355
8312.08	-27.898	3354.65	-18.345
8312.56	-27.9	3355.13	-18.33
8313.03	-27.896	3355.61	-18.319
8313.51	-27.889	3356.09	-18.308
8314.16	-27.872	3356.57	-18.294
8314.64	-27.856	3357.21	-18.282
8315.11	-27.844	3357.69	-18.269
8315.59	-27.836	3358.17	-18.253
8316.08	-27.818	3358.65	-18.245
8316.72	-27.797	3359.13	-18.238
8317.2	-27.789	3359.61	-18.228
8317.67	-27.773	3360.25	-18.215
8318.16	-27.759	3360.73	-18.205
8318.79	-27.746	3361.21	-18.197
8319.28	-27.732	3361.69	-18.189
8319.76	-27.722	3362.17	-18.185
8320.23	-27.713	3362.65	-18.182
8320.72	-27.7	3363.29	-18.166
8321.36	-27.686	3363.77	-18.152
8321.84	-27.68	3364.25	-18.148
8322.31	-27.672	3364.73	-18.141
8322.79	-27.66	3365.21	-18.14
8323.28	-27.65	3365.69	-18.133
8323.92	-27.633	3366.33	-18.117
8324.4	-27.616	3366.81	-18.112
8324.87	-27.599	3367.29	-18.104
8325.36	-27.582	3367.77	-18.098
8326	-27.565	3368.25	-18.09
8326.48	-27.548	3368.73	-18.086
8326.95	-27.537	3369.37	-18.08
8327.43	-27.525	3369.85	-18.081
8327.92	-27.519	3370.33	-18.075
8328.56	-27.509	3370.81	-18.068
8329.04	-27.498	3371.29	-18.067
8329.51	-27.486	3371.77	-18.06
8330	-27.479	3372.25	-18.053
8330.64	-27.472	3372.89	-18.05
8331.12	-27.466	3373.37	-18.05
8331.59	-27.459	3373.85	-18.05
8332.07	-27.443	3374.33	-18.05
8332.56	-27.441	3374.81	-18.052
8333.2	-27.435	3375.29	-18.052
8333.68	-27.426	3375.93	-18.047
8334.15	-27.42	3376.41	-18.043
8334.63	-27.413	3376.89	-18.037
8335.12	-27.4	3377.37	-18.033
8335.76	-27.388	3377.85	-18.039
8336.24	-27.38	3378.33	-18.038
8336.71	-27.376	3378.97	-18.035
8337.2	-27.368	3379.45	-18.037
8337.68	-27.369	3379.93	-18.043
8338.15	-27.368	3380.41	-18.04
8338.79	-27.368	3380.89	-18.044
8339.28	-27.364	3381.37	-18.052
8339.76	-27.359	3382.01	-18.054
8340.24	-27.352	3382.49	-18.045
8340.88	-27.351	3382.97	-18.042
8341.35	-27.35	3383.45	-18.035
8341.84	-27.347	3383.93	-18.029
8342.32	-27.339	3384.41	-18.024
8342.79	-27.331	3385.05	-18.019
8343.43	-27.315	3385.53	-18.023
8343.91	-27.306	3386.01	-18.02
8344.4	-27.301	3386.49	-18.014
8344.88	-27.3	3386.97	-18.013
8345.52	-27.287	3387.45	-18.019
8345.99	-27.276	3387.93	-18.018
8346.48	-27.268	3388.57	-18.015
8346.96	-27.264	3389.05	-18.016
8347.45	-27.259	3389.53	-18.02
8348.07	-27.255	3390.01	-18.023
8348.55	-27.257	3390.49	-18.03
8349.04	-27.25	3391.13	-18.105
8349.52	-27.247	3391.61	-18.264
8349.99	-27.246	3392.09	-18.413
8350.63	-27.241	3392.57	-18.483
8351.12	-27.243	3393.05	-18.549
8351.6	-27.24	3393.53	-18.761
8352.08	-27.238	3394.17	-18.752
8352.72	-27.244	3394.65	-18.547
8353.19	-27.243	3395.13	-18.567
8353.68	-27.242	3395.61	-18.529
8354.16	-27.24	3396.09	-18.473
8354.63	-27.244	3396.57	-18.413
8355.27	-27.255	3397.21	-18.341
8355.75	-27.268	3397.69	-18.284
8356.24	-27.277	3398.17	-18.227
8356.72	-27.283	3398.65	-18.176
8357.36	-27.289	3399.13	-18.142
8357.83	-27.296	3399.61	-18.102
8358.32	-27.3	3400.25	-18.064
8358.8	-27.312	3400.73	-18.038
