KRAS_1uMGDP_G12D_GDP_D_4002 - 1_X	KRAS_1uMGDP_G12D_GDP_D_4002 - 1_Y	KRAS_1uMGDP__G12D_GDP_D_400 - 1_X	KRAS_1uMGDP__G12D_GDP_D_400 - 1_Y
9900.28	-22.443	4925.73	-23.116
9900.75	-22.45	4926.37	-23.12
9901.23	-22.454	4926.85	-23.122
9901.72	-22.456	4927.33	-23.125
9902.2	-22.464	4927.81	-23.128
9902.67	-22.472	4928.29	-23.124
9903.31	-22.476	4928.77	-23.123
9903.8	-22.484	4929.41	-23.12
9904.28	-22.488	4929.89	-23.117
9904.76	-22.492	4930.37	-23.11
9905.23	-22.5	4930.85	-23.105
9905.87	-22.506	4931.33	-23.101
9906.36	-22.514	4931.81	-23.099
9906.84	-22.516	4932.45	-23.106
9907.31	-22.516	4932.93	-23.109
9907.79	-22.52	4933.41	-23.119
9908.43	-22.516	4933.89	-23.127
9908.92	-22.513	4934.37	-23.134
9909.4	-22.51	4934.85	-23.147
9909.87	-22.507	4935.49	-23.164
9910.36	-22.507	4935.97	-23.174
9911	-22.503	4936.45	-23.186
9911.48	-22.501	4936.93	-23.189
9911.95	-22.503	4937.41	-23.192
9912.43	-22.504	4937.89	-23.194
9912.92	-22.507	4938.53	-23.189
9913.4	-22.514	4939.01	-23.184
9914.04	-22.518	4939.49	-23.179
9914.51	-22.522	4939.97	-23.179
9915	-22.524	4940.45	-23.185
9915.48	-22.527	4941.09	-23.185
9915.96	-22.532	4941.57	-23.183
9916.61	-22.531	4942.05	-23.186
9917.07	-22.526	4942.53	-23.19
9917.56	-22.523	4943.01	-23.185
9918.04	-22.526	4943.49	-23.185
9918.68	-22.525	4944.13	-23.183
9919.15	-22.528	4944.61	-23.174
9919.64	-22.536	4945.09	-23.167
9920.12	-22.547	4945.57	-23.157
9920.6	-22.556	4946.05	-23.158
9921.25	-22.555	4946.53	-23.157
9921.71	-22.561	4947.17	-23.156
9922.2	-22.57	4947.65	-23.162
9922.68	-22.573	4948.13	-23.159
9923.15	-22.576	4948.61	-23.167
9923.79	-22.583	4949.09	-23.167
9924.28	-22.59	4949.73	-23.173
9924.76	-22.588	4950.21	-23.178
9925.24	-22.586	4950.69	-23.179
9925.88	-22.578	4951.17	-23.175
9926.35	-22.57	4951.65	-23.181
9926.84	-22.562	4952.13	-23.184
9927.32	-22.558	4952.77	-23.197
9927.79	-22.56	4953.25	-23.211
9928.27	-22.56	4953.73	-23.219
9928.92	-22.556	4954.21	-23.224
9929.4	-22.561	4954.69	-23.232
9929.88	-22.568	4955.17	-23.242
9930.35	-22.576	4955.81	-23.258
9930.84	-22.584	4956.29	-23.272
9931.32	-22.587	4956.77	-23.28
9931.96	-22.586	4957.25	-23.287
9932.45	-22.588	4957.73	-23.294
9932.91	-22.583	4958.21	-23.295
9933.4	-22.583	4958.85	-23.302
9933.88	-22.585	4959.33	-23.302
9934.52	-22.583	4959.81	-23.302
9934.99	-22.587	4960.29	-23.306
9935.48	-22.584	4960.77	-23.306
9935.96	-22.58	4961.25	-23.315
9936.44	-22.581	4961.89	-23.323
9936.91	-22.587	4962.37	-23.328
9937.55	-22.591	4962.85	-23.332
9938.04	-22.589	4963.33	-23.333
9938.52	-22.591	4963.81	-23.34
9938.99	-22.589	4964.29	-23.348
9939.47	-22.595	4964.93	-23.355
9939.96	-22.597	4965.41	-23.363
9940.6	-22.604	4965.89	-23.373
9941.08	-22.608	4966.37	-23.38
9941.55	-22.603	4966.85	-23.389
9942.04	-22.606	4967.33	-23.397
9942.52	-22.604	4967.97	-23.401
9943.16	-22.602	4968.45	-23.402
9943.65	-22.605	4968.93	-23.401
9944.11	-22.608	4969.41	-23.4
9944.6	-22.613	4969.89	-23.396
9945.08	-22.611	4970.37	-23.392
9945.72	-22.618	4971.01	-23.39
9946.19	-22.625	4971.49	-23.384
9946.68	-22.627	4971.97	-23.383
9947.16	-22.628	4972.45	-23.376
9947.64	-22.637	4972.93	-23.376
9948.11	-22.644	4973.41	-23.376
9948.75	-22.645	4974.05	-23.375
9949.24	-22.642	4974.53	-23.379
9949.72	-22.639	4975.01	-23.377
9950.19	-22.638	4975.49	-23.373
9950.67	-22.638	4975.97	-23.373
9951.16	-22.634	4976.45	-23.376
9951.8	-22.638	4976.93	-23.381
9952.28	-22.642	4977.57	-23.39
9952.75	-22.642	4978.05	-23.397
9953.24	-22.637	4978.53	-23.4
9953.72	-22.637	4979.01	-23.396
9954.36	-22.641	4979.49	-23.4
9954.85	-22.643	4979.97	-23.401
9955.32	-22.648	4980.61	-23.41
9955.8	-22.648	4981.09	-23.414
9956.28	-22.652	4981.57	-23.417
9956.75	-22.649	4982.05	-23.418
9957.39	-22.645	4982.53	-23.42
9957.88	-22.642	4983.01	-23.425
9958.36	-22.643	4983.65	-23.428
9958.84	-22.644	4984.13	-23.428
9959.31	-22.646	4984.61	-23.43
9959.95	-22.653	4985.09	-23.426
9960.44	-22.655	4985.57	-23.426
9960.92	-22.657	4986.05	-23.427
9961.39	-22.668	4986.69	-23.428
9962.03	-22.677	4987.17	-23.427
9962.52	-22.678	4987.65	-23.429
9963	-22.678	4988.13	-23.432
9963.49	-22.677	4988.61	-23.43
9963.95	-22.679	4989.09	-23.437
9964.44	-22.681	4989.57	-23.449
9965.08	-22.683	4990.21	-23.447
9965.56	-22.684	4990.69	-23.445
9966.03	-22.685	4991.17	-23.445
9966.51	-22.691	4991.65	-23.444
9967	-22.694	4992.13	-23.442
9967.64	-22.696	4992.77	-23.436
9968.12	-22.7	4993.25	-23.43
9968.59	-22.707	4993.73	-23.426
9969.08	-22.711	4994.21	-23.427
9969.56	-22.72	4994.69	-23.425
9970.2	-22.725	4995.17	-23.427
9970.69	-22.732	4995.65	-23.424
9971.16	-22.738	4996.29	-23.417
9971.64	-22.746	4996.77	-23.41
9972.12	-22.752	4997.25	-23.406
9972.76	-22.758	4997.73	-23.408
9973.23	-22.756	4998.21	-23.406
9973.72	-22.757	4998.69	-23.407
9974.2	-22.763	4999.33	-23.407
9974.68	-22.765	4999.81	-23.408
9975.33	-22.771	5000.29	-23.408
9975.79	-22.776	5000.77	-23.411
9976.28	-22.781	5001.25	-23.414
9976.76	-22.784	5001.73	-23.417
9977.23	-22.79	5002.37	-23.427
9977.72	-22.796	5002.85	-23.434
9978.2	-22.797	5003.33	-23.441
9978.84	-22.798	5003.81	-23.446
9979.33	-22.804	5004.29	-23.445
9979.79	-22.808	5004.77	-23.452
9980.28	-22.81	5005.41	-23.456
9980.76	-22.816	5005.89	-23.46
9981.4	-22.822	5006.37	-23.466
9981.89	-22.821	5006.85	-23.468
9982.36	-22.817	5007.33	-23.466
9982.84	-22.816	5007.81	-23.47
9983.32	-22.812	5008.45	-23.466
9983.79	-22.81	5008.93	-23.468
9984.43	-22.814	5009.41	-23.467
9984.92	-22.816	5009.89	-23.468
9985.4	-22.816	5010.37	-23.469
9985.89	-22.82	5010.85	-23.465
9986.36	-22.828	5011.49	-23.454
9986.84	-22.835	5011.97	-23.445
9987.48	-22.84	5012.45	-23.443
9987.96	-22.837	5012.93	-23.44
9988.43	-22.83	5013.41	-23.438
9988.92	-22.823	5013.89	-23.436
9989.4	-22.81	5014.53	-23.433
9990.04	-22.805	5015.01	-23.435
9990.53	-22.804	5015.49	-23.437
9990.99	-22.794	5015.97	-23.44
9991.48	-22.793	5016.45	-23.446
9991.96	-22.798	5016.93	-23.441
9992.6	-22.803	5017.57	-23.436
9993.07	-22.807	5018.05	-23.43
9993.56	-22.814	5018.53	-23.434
9994.04	-22.818	5019.01	-23.432
9994.52	-22.82	5019.49	-23.432
9994.99	-22.824	5019.97	-23.435
9995.48	-22.83	5020.61	-23.433
9996.12	-22.83	5021.09	-23.433
9996.6	-22.835	5021.57	-23.436
9997.09	-22.838	5022.05	-23.432
9997.55	-22.838	5022.53	-23.432
9998.04	-22.841	5023.01	-23.429
9998.68	-22.837	5023.65	-23.426
9999.16	-22.834	5024.13	-23.42
9999.63	-22.831	5024.61	-23.416
10000.1	-22.83	5025.09	-23.415
10000.6	-22.828	5025.57	-23.413
10001.2	-22.83	5026.05	-23.415
10001.7	-22.83	5026.69	-23.415
10002.2	-22.832	5027.17	-23.416
10002.7	-22.836	5027.65	-23.415
10003.2	-22.834	5028.13	-23.419
10003.8	-22.839	5028.61	-23.425
10004.3	-22.843	5029.09	-23.434
10004.8	-22.846	5029.73	-23.446
10005.2	-22.849	5030.21	-23.454
10005.7	-22.861	5030.69	-23.46
10006.4	-22.869	5031.17	-23.459
10006.8	-22.876	5031.65	-23.463
10007.3	-22.884	5032.13	-23.467
10007.8	-22.884	5032.77	-23.474
10008.3	-22.887	5033.25	-23.466
10008.8	-22.883	5033.73	-23.468
10009.4	-22.876	5034.21	-23.466
10009.9	-22.877	5034.69	-23.465
10010.4	-22.876	5035.33	-23.471
10010.8	-22.873	5035.81	-23.477
10011.3	-22.877	5036.29	-23.482
10012	-22.883	5036.77	-23.491
10012.4	-22.875	5037.25	-23.495
10012.9	-22.871	5037.73	-23.501
10013.4	-22.873	5038.37	-23.503
10013.9	-22.874	5038.85	-23.505
10014.4	-22.872	5039.33	-23.505
10015	-22.88	5039.81	-23.504
10015.5	-22.877	5040.29	-23.509
10016	-22.874	5040.77	-23.501
10016.4	-22.868	5041.41	-23.497
10016.9	-22.872	5041.89	-23.497
10017.6	-22.878	5042.37	-23.503
10018	-22.885	5042.85	-23.503
10018.5	-22.88	5043.33	-23.508
10019	-22.881	5043.81	-23.513
10019.5	-22.884	5044.29	-23.514
10020	-22.882	5044.93	-23.52
10020.6	-22.887	5045.41	-23.521
10021.1	-22.886	5045.89	-23.517
10021.6	-22.887	5046.37	-23.514
10022	-22.889	5046.85	-23.509
10022.5	-22.898	5047.49	-23.505
10023.2	-22.903	5047.97	-23.511
10023.6	-22.907	5048.45	-23.513
10024.1	-22.904	5048.93	-23.51
10024.6	-22.902	5049.41	-23.512
10025.1	-22.896	5049.89	-23.52
10025.6	-22.898	5050.37	-23.522
10026.2	-22.893	5051.01	-23.523
10026.7	-22.886	5051.49	-23.528
10027.2	-22.877	5051.97	-23.536
10027.6	-22.868	5052.45	-23.542
10028.1	-22.863	5052.93	-23.55
10028.8	-22.855	5053.57	-23.558
10029.2	-22.852	5054.05	-23.554
10029.7	-22.851	5054.53	-23.553
10030.2	-22.857	5055.01	-23.56
10030.7	-22.864	5055.49	-23.561
10031.2	-22.87	5055.97	-23.558
10031.8	-22.882	5056.61	-23.556
10032.3	-22.887	5057.09	-23.557
10032.8	-22.888	5057.57	-23.562
10033.2	-22.889	5058.05	-23.57
10033.7	-22.889	5058.53	-23.579
10034.4	-22.885	5059.01	-23.59
10034.8	-22.888	5059.65	-23.59
10035.3	-22.891	5060.13	-23.591
10035.8	-22.896	5060.61	-23.591
10036.3	-22.901	5061.09	-23.593
10036.8	-22.899	5061.57	-23.595
10037.4	-22.903	5062.05	-23.599
10037.9	-22.909	5062.69	-23.601
10038.4	-22.914	5063.17	-23.598
10038.8	-22.911	5063.65	-23.597
10039.3	-22.912	5064.13	-23.596
10040	-22.911	5064.61	-23.591
10040.4	-22.918	5065.25	-23.581
10040.9	-22.926	5065.73	-23.57
10041.4	-22.929	5066.21	-23.566
10041.9	-22.932	5066.69	-23.563
10042.4	-22.933	5067.17	-23.562
10043	-22.932	5067.65	-23.562
10043.5	-22.934	5068.29	-23.562
10044	-22.945	5068.77	-23.565
10044.4	-22.956	5069.25	-23.566
10044.9	-22.956	5069.73	-23.574
10045.4	-22.963	5070.21	-23.577
10046	-22.968	5070.69	-23.586
10046.5	-22.972	5071.33	-23.588
10047	-22.977	5071.81	-23.592
10047.5	-22.983	5072.29	-23.595
10048	-22.992	5072.77	-23.602
10048.6	-23	5073.25	-23.612
10049.1	-23.001	5073.73	-23.611
10049.6	-23.005	5074.37	-23.609
10050	-23.011	5074.85	-23.604
10050.5	-23.008	5075.33	-23.595
10051	-23.004	5075.81	-23.599
10051.6	-23.002	5076.29	-23.604
10052.1	-22.996	5076.77	-23.602
10052.6	-22.994	5077.41	-23.599
10053.1	-22.996	5077.89	-23.598
10053.6	-22.999	5078.37	-23.591
10054.2	-23.003	5078.85	-23.592
10054.7	-23.007	5079.33	-23.597
10055.2	-23.012	5079.81	-23.609
10055.6	-23.017	5080.29	-23.619
10056.1	-23.019	5080.93	-23.627
10056.6	-23.025	5081.41	-23.631
10057.2	-23.028	5081.89	-23.639
10057.7	-23.033	5082.37	-23.647
10058.2	-23.034	5082.85	-23.646
10058.7	-23.04	5083.33	-23.648
10059.2	-23.042	5083.97	-23.643
10059.8	-23.044	5084.45	-23.635
10060.3	-23.047	5084.93	-23.635
10060.8	-23.047	5085.41	-23.636
10061.2	-23.047	5085.89	-23.634
10061.7	-23.048	5086.53	-23.632
10062.4	-23.041	5087.01	-23.632
10062.8	-23.038	5087.49	-23.632
10063.3	-23.033	5087.97	-23.634
10063.8	-23.024	5088.45	-23.635
10064.3	-23.026	5088.93	-23.639
10064.8	-23.027	5089.57	-23.634
10065.4	-23.032	5090.05	-23.63
10065.9	-23.045	5090.53	-23.63
10066.4	-23.055	5091.01	-23.629
10066.8	-23.06	5091.49	-23.627
10067.3	-23.071	5091.97	-23.632
10068	-23.076	5092.61	-23.637
10068.4	-23.081	5093.09	-23.643
10068.9	-23.084	5093.57	-23.643
10069.4	-23.082	5094.05	-23.648
10070	-23.081	5094.53	-23.649
10070.5	-23.075	5095.01	-23.648
10071	-23.072	5095.49	-23.648
10071.5	-23.068	5096.13	-23.641
10072	-23.06	5096.61	-23.634
10072.4	-23.056	5097.09	-23.634
10073.1	-23.052	5097.57	-23.631
10073.6	-23.055	5098.05	-23.628
10074	-23.057	5098.69	-23.634
10074.5	-23.056	5099.17	-23.635
10075	-23.056	5099.65	-23.633
10075.6	-23.05	5100.13	-23.638
10076.1	-23.04	5100.61	-23.643
10076.6	-23.039	5101.09	-23.641
10077.1	-23.043	5101.73	-23.637
10077.6	-23.043	5102.21	-23.635
10078.2	-23.047	5102.69	-23.635
10078.7	-23.055	5103.17	-23.635
10079.2	-23.064	5103.65	-23.631
10079.6	-23.083	5104.13	-23.633
10080.1	-23.099	5104.77	-23.637
10080.8	-23.127	5105.25	-23.645
10081.2	-23.144	5105.73	-23.656
10081.7	-23.149	5106.21	-23.668
10082.2	-23.152	5106.69	-23.676
10082.7	-23.153	5107.17	-23.69
10083.3	-23.144	5107.81	-23.698
10083.8	-23.132	5108.29	-23.707
10084.3	-23.119	5108.77	-23.715
10084.8	-23.103	5109.25	-23.722
10085.2	-23.085	5109.73	-23.731
10085.7	-23.064	5110.21	-23.741
10086.4	-23.04	5110.85	-23.75
10086.8	-23.019	5111.33	-23.748
10087.3	-22.999	5111.81	-23.751
10087.8	-22.981	5112.29	-23.753
10088.3	-22.96	5112.77	-23.751
10088.9	-22.934	5113.41	-23.752
10089.4	-22.919	5113.89	-23.75
10089.9	-22.905	5114.37	-23.748
10090.4	-22.89	5114.85	-23.742
10090.8	-22.871	5115.33	-23.737
10091.5	-22.818	5115.81	-23.733
10092	-22.767	5116.45	-23.736
10092.4	-22.736	5116.93	-23.74
10092.9	-22.72	5117.41	-23.749
10093.4	-22.706	5117.89	-23.756
10094	-22.708	5118.37	-23.761
10094.5	-22.719	5118.85	-23.768
10095	-22.735	5119.49	-23.778
10095.5	-22.756	5119.97	-23.786
10096	-22.784	5120.45	-23.794
10096.4	-22.823	5120.93	-23.804
10097.1	-22.878	5121.41	-23.809
10097.6	-22.931	5121.89	-23.814
10098	-22.995	5122.53	-23.824
10098.5	-23.063	5123.01	-23.825
10099	-23.142	5123.49	-23.818
10099.5	-23.223	5123.97	-23.812
10100.1	-23.341	5124.45	-23.809
10100.6	-23.432	5124.93	-23.799
10101.1	-23.53	5125.41	-23.789
10101.6	-23.627	5126.05	-23.778
10102	-23.727	5126.53	-23.766
10102.7	-23.871	5127.01	-23.756
10103.2	-23.983	5127.49	-23.748
10103.6	-24.087	5127.97	-23.741
10104.1	-24.195	5128.45	-23.731
10104.6	-24.303	5129.09	-23.725
10105.1	-24.407	5129.57	-23.708
10105.7	-24.542	5130.05	-23.701
10106.2	-24.642	5130.53	-23.683
10106.7	-24.735	5131.01	-23.662
10107.2	-24.835	5131.49	-23.64
10107.6	-24.927	5131.97	-23.615
10108.1	-25.016	5132.61	-23.562
10108.8	-25.111	5133.09	-23.546
10109.2	-25.19	5133.57	-23.538
10109.7	-25.294	5134.05	-23.529
10110.2	-25.42	5134.53	-23.531
10110.7	-25.572	5135.01	-23.54
10111.3	-25.781	5135.65	-23.551
10111.8	-25.96	5136.13	-23.568
10112.3	-26.14	5136.61	-23.602
10112.8	-26.325	5137.09	-23.63
10113.2	-26.509	5137.57	-23.666
10113.9	-26.74	5138.05	-23.72
10114.4	-26.91	5138.53	-23.771
10114.8	-27.058	5139.17	-23.861
10115.3	-27.194	5139.65	-23.943
10115.8	-27.32	5140.13	-24.034
10116.3	-27.433	5140.61	-24.127
10116.9	-27.572	5141.09	-24.227
10117.4	-27.672	5141.73	-24.361
10117.9	-27.756	5142.21	-24.468
10118.4	-27.833	5142.69	-24.573
10118.8	-27.91	5143.17	-24.684
10119.3	-27.973	5143.65	-24.794
10120	-28.043	5144.13	-24.905
10120.4	-28.094	5144.77	-25.05
10120.9	-28.144	5145.25	-25.165
10121.4	-28.191	5145.73	-25.273
10121.9	-28.228	5146.21	-25.372
10122.5	-28.269	5146.69	-25.473
10123	-28.299	5147.17	-25.568
10123.5	-28.323	5147.65	-25.653
10124	-28.369	5148.29	-25.766
10124.6	-28.527	5148.77	-25.842
10125.1	-28.716	5149.25	-25.922
10125.6	-28.93	5149.73	-26.01
10126	-29.169	5150.21	-26.124
10126.5	-29.416	5150.69	-26.264
10127	-29.651	5151.33	-26.468
10127.6	-29.943	5151.81	-26.641
10128.1	-30.153	5152.29	-26.816
10128.6	-30.332	5152.77	-26.995
10129.1	-30.486	5153.25	-27.168
10129.6	-30.609	5153.73	-27.339
10130.2	-30.739	5154.37	-27.549
10130.7	-30.818	5154.85	-27.705
10131.2	-30.876	5155.33	-27.848
10131.6	-30.92	5155.81	-27.982
10132.1	-30.948	5156.29	-28.108
10132.8	-30.967	5156.77	-28.217
10133.2	-30.972	5157.41	-28.346
10133.7	-30.968	5157.89	-28.433
10134.2	-30.954	5158.37	-28.516
10134.8	-30.929	5158.85	-28.595
10135.3	-30.909	5159.33	-28.658
10135.8	-30.886	5159.81	-28.72
10136.3	-30.862	5160.45	-28.79
10136.8	-30.836	5160.93	-28.84
10137.4	-30.795	5161.41	-28.881
10137.9	-30.761	5161.89	-28.929
10138.4	-30.727	5162.37	-28.966
10138.8	-30.688	5162.85	-28.998
10139.3	-30.733	5163.49	-29.041
10140	-30.879	5163.97	-29.063
10140.4	-30.988	5164.45	-29.117
10140.9	-31.079	5164.93	-29.242
10141.4	-31.135	5165.41	-29.419
10141.9	-31.158	5165.89	-29.628
10142.5	-31.146	5166.53	-29.928
10143	-31.087	5167.01	-30.179
10143.5	-31.003	5167.49	-30.412
10144	-30.882	5167.97	-30.635
10144.4	-30.739	5168.45	-30.837
10145.1	-30.532	5168.93	-31.013
10145.6	-30.353	5169.57	-31.204
10146.1	-30.178	5170.05	-31.326
10146.5	-30.008	5170.53	-31.415
10147	-29.836	5171.01	-31.483
10147.6	-29.627	5171.49	-31.529
10148.1	-29.467	5171.97	-31.563
10148.6	-29.319	5172.61	-31.597
10149.1	-29.181	5173.09	-31.611
10149.6	-29.053	5173.57	-31.616
10150	-28.938	5174.05	-31.615
10150.7	-28.802	5174.53	-31.609
10151.2	-28.705	5175.01	-31.593
10151.6	-28.617	5175.65	-31.573
10152.1	-28.533	5176.13	-31.547
10152.6	-28.447	5176.61	-31.523
10153.2	-28.35	5177.09	-31.492
10153.7	-28.267	5177.57	-31.454
10154.2	-28.197	5178.05	-31.416
10154.7	-28.118	5178.69	-31.364
10155.3	-27.937	5179.17	-31.32
10155.8	-27.746	5179.65	-31.304
10156.3	-27.538	5180.13	-31.406
10156.8	-27.307	5180.61	-31.502
10157.3	-27.066	5181.09	-31.591
10157.9	-26.756	5181.57	-31.668
10158.4	-26.51	5182.21	-31.704
10158.8	-26.266	5182.69	-31.686
10159.3	-25.966	5183.17	-31.641
10159.8	-25.636	5183.65	-31.573
10160.4	-25.19	5184.13	-31.466
10160.9	-24.814	5184.77	-31.293
10161.4	-24.461	5185.25	-31.131
10161.9	-24.116	5185.73	-30.968
10162.4	-23.78	5186.21	-30.8
10162.8	-23.459	5186.69	-30.644
10163.3	-23.172	5187.17	-30.486
10164	-22.831	5187.65	-30.33
10164.4	-22.597	5188.29	-30.14
10164.9	-22.398	5188.77	-29.995
10165.4	-22.23	5189.25	-29.86
10165.9	-22.088	5189.73	-29.738
10166.5	-21.924	5190.21	-29.623
10167	-21.778	5190.85	-29.484
10167.5	-21.651	5191.33	-29.381
10168	-21.527	5191.81	-29.277
10168.5	-21.403	5192.29	-29.184
10169.1	-21.243	5192.77	-29.096
10169.6	-21.129	5193.25	-29.01
10170	-21.019	5193.89	-28.908
10170.5	-20.916	5194.37	-28.837
10171	-20.821	5194.85	-28.771
10171.6	-20.717	5195.33	-28.695
10172.1	-20.639	5195.81	-28.58
10172.6	-20.568	5196.29	-28.41
10173.1	-20.504	5196.93	-28.149
10173.7	-20.43	5197.42	-27.913
10174.2	-20.369	5197.89	-27.673
10174.7	-20.319	5198.37	-27.434
10175.2	-20.268	5198.85	-27.201
10175.6	-20.224	5199.49	-26.881
10176.3	-20.166	5199.97	-26.573
10176.8	-20.13	5200.45	-26.252
10177.2	-20.093	5200.93	-25.92
10177.7	-20.051	5201.42	-25.569
10178.2	-20.023	5201.9	-25.222
10178.8	-19.99	5202.37	-24.876
10179.3	-19.971	5203.02	-24.447
10179.8	-19.953	5203.5	-24.133
10180.3	-19.935	5203.97	-23.855
10180.8	-19.923	5204.45	-23.597
10181.2	-19.914	5204.93	-23.366
10181.9	-19.91	5205.57	-23.092
10182.4	-19.903	5206.06	-22.919
10182.8	-19.895	5206.54	-22.779
10183.3	-19.895	5207.01	-22.661
10183.8	-19.886	5207.5	-22.526
10184.3	-19.874	5208.13	-22.354
10184.9	-19.861	5208.61	-22.223
10185.4	-19.859	5209.09	-22.1
10185.9	-19.953	5209.58	-21.98
10186.4	-20.062	5210.06	-21.856
10186.8	-20.188	5210.69	-21.705
10187.5	-20.374	5211.17	-21.591
10188	-20.531	5211.65	-21.484
10188.4	-20.67	5212.13	-21.393
10188.9	-20.811	5212.62	-21.305
10189.6	-20.982	5213.09	-21.218
10190	-21.082	5213.58	-21.142
10190.5	-21.119	5214.21	-21.06
10191	-21.095	5214.69	-21.003
10191.5	-21.041	5215.17	-20.948
10192.1	-20.932	5215.65	-20.899
10192.6	-20.815	5216.13	-20.855
10193.1	-20.703	5216.77	-20.799
10193.6	-20.586	5217.25	-20.753
10194	-20.466	5217.73	-20.712
10194.5	-20.348	5218.21	-20.673
10195.2	-20.211	5218.69	-20.641
10195.6	-20.117	5219.17	-20.607
10196.1	-20.032	5219.81	-20.573
10196.6	-19.957	5220.29	-20.546
10197.1	-19.89	5220.77	-20.519
10197.6	-19.834	5221.25	-20.496
10198.2	-19.768	5221.73	-20.48
10198.7	-19.722	5222.21	-20.462
10199.2	-19.68	5222.85	-20.448
10199.6	-19.642	5223.33	-20.436
10200.1	-19.604	5223.81	-20.43
10200.8	-19.564	5224.29	-20.427
10201.2	-19.527	5224.77	-20.42
10201.7	-19.493	5225.25	-20.418
10202.2	-19.465	5225.9	-20.534
10202.8	-19.433	5226.38	-20.663
10203.3	-19.418	5226.85	-20.803
10203.8	-19.403	5227.33	-20.958
10204.3	-19.384	5227.81	-21.113
10204.8	-19.369	5228.29	-21.268
10205.2	-19.348	5228.78	-21.416
10205.9	-19.325	5229.42	-21.602
10206.4	-19.308	5229.9	-21.734
10206.8	-19.298	5230.38	-21.839
10207.3	-19.276	5230.85	-21.859
10208	-19.262	5231.33	-21.83
10208.4	-19.253	5231.81	-21.772
10208.9	-19.236	5232.46	-21.661
10209.4	-19.229	5232.94	-21.537
10209.9	-19.216	5233.42	-21.412
10210.5	-19.206	5233.9	-21.283
10211	-19.194	5234.38	-21.153
10211.5	-19.185	5235.02	-20.998
10212	-19.181	5235.5	-20.886
10212.6	-19.171	5235.98	-20.79
10213.1	-19.163	5236.46	-20.705
10213.6	-19.154	5236.94	-20.628
10214	-19.145	5237.42	-20.555
10214.5	-19.126	5238.06	-20.476
10215.2	-19.099	5238.54	-20.422
10215.6	-19.074	5239.02	-20.367
10216.1	-19.052	5239.5	-20.327
10216.6	-19.024	5239.98	-20.292
10217.1	-18.999	5240.62	-20.247
10217.6	-18.98	5241.1	-20.219
10218.2	-18.948	5241.58	-20.192
10218.7	-18.925	5242.06	-20.17
10219.2	-18.9	5242.54	-20.157
10219.6	-18.87	5243.02	-20.142
10220.1	-18.839	5243.5	-20.126
10220.6	-18.807	5244.13	-20.112
10221.3	-18.768	5244.62	-20.097
10221.7	-18.733	5245.1	-20.087
10222.2	-18.701	5245.58	-20.071
10222.7	-18.668	5246.06	-20.066
10223.2	-18.627	5246.54	-20.055
10223.6	-18.587	5247.18	-20.04
10224.3	-18.545	5247.66	-20.024
10224.8	-18.504	5248.14	-20.009
10225.3	-18.467	5248.62	-19.997
10225.7	-18.452	5249.1	-19.985
10226.2	-18.449	5249.58	-19.973
10226.7	-18.455	5250.22	-19.967
10227.3	-18.466	5250.7	-19.961
10227.8	-18.476	5251.18	-19.951
10228.3	-18.485	5251.66	-19.939
10228.8	-18.492	5252.14	-19.928
10229.3	-18.505	5252.62	-19.914
10229.9	-18.519	5253.26	-19.9
10230.4	-18.528	5253.74	-19.885
10230.8	-18.544	5254.22	-19.863
10231.3	-18.558	5254.7	-19.843
10231.8	-18.575	5255.18	-19.827
10232.5	-18.592	5255.66	-19.804
10232.9	-18.602	5256.3	-19.771
10233.4	-18.614	5256.78	-19.75
10233.9	-18.622	5257.26	-19.72
10234.4	-18.632	5257.74	-19.692
10235	-18.645	5258.22	-19.665
10235.5	-18.656	5258.7	-19.642
10236	-18.661	5259.18	-19.609
10236.5	-18.669	5259.82	-19.568
10236.9	-18.674	5260.3	-19.537
10237.6	-18.676	5260.78	-19.512
10238	-18.685	5261.26	-19.48
10238.5	-18.687	5261.74	-19.446
10239	-18.688	5262.22	-19.414
10239.5	-18.697	5262.86	-19.365
10240.1	-18.706	5263.34	-19.326
10240.6	-18.711	5263.82	-19.29
10241.1	-18.719	5264.3	-19.257
10241.6	-18.732	5264.78	-19.218
10242	-18.743	5265.42	-19.197
10242.5	-18.761	5265.9	-19.209
10243.2	-18.78	5266.38	-19.217
10243.7	-18.798	5266.86	-19.228
10244.1	-18.807	5267.34	-19.244
10244.6	-18.817	5267.82	-19.26
10245.1	-18.828	5268.3	-19.276
10245.6	-18.828	5268.94	-19.3
10246.2	-18.832	5269.42	-19.311
10246.7	-18.828	5269.9	-19.32
10247.2	-18.828	5270.38	-19.338
10247.7	-18.82	5270.86	-19.349
10248.1	-18.815	5271.34	-19.366
10248.8	-18.811	5271.98	-19.387
10249.2	-18.801	5272.46	-19.398
10249.7	-18.796	5272.94	-19.399
10250.2	-18.794	5273.42	-19.397
10250.7	-18.798	5273.9	-19.402
10251.2	-18.793	5274.38	-19.406
10251.8	-18.78	5275.02	-19.413
10252.3	-18.769	5275.5	-19.417
10252.8	-18.762	5275.98	-19.421
10253.2	-18.757	5276.46	-19.425
10253.7	-18.748	5276.94	-19.433
10254.2	-18.733	5277.42	-19.442
10254.9	-18.72	5277.9	-19.451
10255.3	-18.715	5278.54	-19.471
10255.8	-18.715	5279.02	-19.488
10256.3	-18.707	5279.5	-19.498
