Column B vs. Column A_X	Column B vs. Column A_Y
2643.43	11.5688
2643.91	11.573
2644.39	11.5663
2644.86	11.5427
2645.35	11.5156
2645.99	11.4843
2646.47	11.456
2646.96	11.4268
2647.42	11.3984
2647.91	11.3833
2648.39	11.381
2649.03	11.3928
2649.5	11.4138
2649.99	11.4367
2650.47	11.4425
2650.96	11.4175
2651.42	11.3784
2652.06	11.3028
2652.55	11.2258
2653.03	11.1472
2653.52	11.0659
2653.99	10.9886
2654.63	10.8848
2655.11	10.816
2655.59	10.7602
2656.06	10.7132
2656.55	10.6679
2657.03	10.6253
2657.67	10.5682
2658.16	10.5202
2658.63	10.4521
2659.11	10.3923
2659.59	10.3413
2660.23	10.2883
2660.7	10.2718
2661.19	10.2611
2661.67	10.2207
2662.16	10.1669
2662.62	10.1223
2663.26	10.0518
2663.75	10.0053
2664.23	9.95725
2664.72	9.90946
2665.19	9.86417
2665.83	9.82478
2666.31	9.80532
2666.79	9.78339
2667.26	9.75469
2667.75	9.73223
2668.39	9.70867
2668.87	9.6818
2669.36	9.67044
2669.82	9.67859
2670.31	9.68643
2670.79	9.6968
2671.43	9.74217
2671.9	9.77088
2672.39	9.81545
2672.87	9.86951
2673.36	9.93041
2674	10.0069
2674.47	10.0369
2674.95	10.0687
2675.43	10.108
2676.07	10.1533
2676.54	10.1728
2677.03	10.2013
2677.51	10.2397
2678	10.2678
2678.46	10.279
2679.1	10.2948
2679.59	10.2961
2680.07	10.2954
2680.56	10.2977
2681.03	10.2895
2681.51	10.2847
2681.99	10.2776
2682.64	10.2854
2683.1	10.2908
2683.59	10.2991
2684.07	10.3041
2684.56	10.305
2685.2	10.3204
2685.67	10.3138
2686.15	10.3157
2686.63	10.3202
2687.1	10.3165
2687.74	10.3178
2688.23	10.3258
2688.71	10.3332
2689.2	10.3433
2689.66	10.3508
2690.15	10.3547
2690.79	10.3403
2691.27	10.3293
2691.76	10.3132
2692.23	10.3054
2692.71	10.2936
2693.2	10.2849
2693.83	10.2673
2694.3	10.2398
2694.79	10.2132
2695.27	10.1882
2695.76	10.1711
2696.23	10.1523
2696.87	10.1368
2697.35	10.1391
2697.83	10.1229
2698.3	10.1059
2698.79	10.0982
2699.43	10.0959
2699.91	10.0978
2700.4	10.0906
2700.86	10.0751
2701.35	10.0671
2701.83	10.0577
2702.47	10.0599
2702.96	10.0627
2703.43	10.05
2703.91	10.0329
2704.4	10.0272
2705.04	10.0325
2705.5	10.0128
2705.99	9.98322
2706.47	9.9573
2706.96	9.92898
2707.43	9.90031
2708.07	9.84978
2708.55	9.79329
2709.03	9.73641
2709.5	9.65626
2710.14	9.46977
2710.63	9.26339
2711.11	9.11072
2711.6	9.0048
2712.06	8.95555
2712.71	8.97688
2713.19	9.04176
2713.67	9.11128
2714.14	9.1987
2714.63	9.29406
2715.11	9.41769
2715.75	9.59136
2716.24	9.71673
2716.71	9.79936
2717.19	9.84686
2717.67	9.8491
2718.16	9.8331
2718.8	9.76536
2719.27	9.70558
2719.75	9.58587
2720.24	9.41735
2720.7	9.24752
2721.19	9.04774
2721.83	8.76406
2722.31	8.5753
2722.8	8.3952
2723.27	8.20184
2723.75	8.01736
2724.39	7.78769
2724.88	7.63059
2725.34	7.51061
2725.83	7.3876
2726.31	7.27216
2726.95	7.12874
2727.44	7.04197
2727.91	6.96928
2728.39	6.89731
2728.87	6.82817
2729.51	6.76131
2730	6.72047
2730.47	6.68718
2730.95	6.65104
2731.44	6.62073
2731.9	6.59827
2732.54	6.57378
2733.03	6.55185
2733.51	6.54792
2734	6.53972
2734.47	6.52083
2735.11	6.50979
2735.59	6.50536
2736.07	6.49552
2736.54	6.47933
2737.03	6.45765
2737.67	6.43662
2738.15	6.42738
2738.64	6.4053
2739.11	6.38858
2739.59	6.37475
2740.07	6.35709
2740.72	6.33668
2741.2	6.32663
2741.67	6.31024
2742.15	6.31472
2742.64	6.32388
2743.28	6.33965
2743.75	6.35678
2744.23	6.37144
2744.71	6.39118
2745.2	6.40856
2745.84	6.42672
2746.31	6.44178
2746.79	6.45222
2747.28	6.45707
2747.74	6.46064
2748.39	6.45878
2748.87	6.46213
2749.35	6.4615
2749.84	6.46157
2750.31	6.46723
2750.95	6.45977
2751.43	6.45733
2751.92	6.44574
2752.4	6.43783
2752.87	6.42433
2753.51	6.40778
2753.99	6.39723
2754.48	6.37162
2754.95	6.34822
2755.43	6.33262
2755.91	6.31659
2756.55	6.30002
2757.04	6.30398
2757.51	6.30556
2757.99	6.31423
2758.48	6.31639
2759.12	6.33238
2759.58	6.34678
2760.07	6.34492
2760.55	6.35607
2761.04	6.37591
2761.51	6.37604
2762.15	6.37979
2762.63	6.38033
2763.12	6.36272
2763.58	6.34193
2764.07	6.3179
2764.55	6.28217
2765.19	6.24822
2765.68	6.22313
2766.15	6.20912
2766.63	6.19728
2767.11	6.19997
2767.6	6.21127
2768.24	6.23038
2768.71	6.24778
2769.19	6.26113
2769.68	6.27136
2770.15	6.28293
2770.63	6.29519
2771.27	6.30392
2771.75	6.29704
2772.24	6.28978
2772.71	6.27526
2773.19	6.24897
2773.68	6.20508
2774.32	5.94138
2774.78	5.57079
2775.27	5.48681
2775.75	2.32962
2776.24	-79.339
2776.71	-63.6317
2777.35	19.9928
2777.83	71.0604
2778.31	59.7025
2778.8	32.087
2779.27	18.5922
2779.75	12.9344
2780.39	7.94785
2780.88	6.57547
2781.35	6.35385
2781.83	6.3051
2782.31	6.46475
2782.96	6.55712
2783.44	6.58574
2783.91	6.65054
2784.39	6.71832
2784.88	6.78585
2785.34	6.84802
2785.99	6.93386
2786.47	7.00944
2786.95	7.07735
2787.44	7.13875
2787.91	7.20584
2788.39	7.2726
2788.88	7.33963
2789.52	7.43145
2790	7.48208
2790.47	7.52817
2790.95	7.58575
2791.44	7.65184
2791.91	7.70925
2792.55	7.77878
2793.03	7.83574
2793.51	7.88646
2794	7.94223
2794.47	8.00605
2794.95	8.0633
2795.59	8.14091
2796.08	8.19075
2796.54	8.22989
2797.03	8.27242
2797.51	8.31517
2798	8.35555
2798.64	8.40398
2799.11	8.43478
2799.59	8.4701
2800.08	8.50675
2800.56	8.53985
2801.19	8.57481
2801.67	8.61178
2802.15	8.64991
2802.64	8.6942
2803.11	8.73825
2803.59	8.78065
2804.23	8.83511
2804.72	8.87197
2805.2	8.90785
2805.67	8.94586
2806.15	8.98658
2806.64	9.02832
2807.28	9.083
2807.75	9.1408
2808.23	9.18904
2808.71	9.23437
2809.2	9.26911
2809.67	9.30676
2810.31	9.35079
2810.79	9.37936
2811.28	9.39973
2811.76	9.424
2812.23	9.45498
2812.87	9.49179
2813.35	9.53046
2813.84	9.57484
2814.31	9.6143
2814.79	9.65557
2815.27	9.70178
2815.92	9.76728
2816.4	9.81329
2816.87	9.86692
2817.35	9.9196
2817.84	9.96498
2818.48	10.0181
2818.95	10.0548
2819.43	10.0884
2819.92	10.1191
2820.4	10.1506
2820.87	10.1857
2821.51	10.2418
2821.99	10.2844
2822.48	10.3288
2822.95	10.374
2823.43	10.425
2824.07	10.4922
2824.55	10.5372
2825.04	10.5903
2825.51	10.6493
2825.99	10.6871
2826.48	10.7309
2827.12	10.7979
2827.6	10.8319
2828.07	10.8763
2828.55	10.9195
2829.04	10.9602
2829.51	11.0072
2830.15	11.0868
2830.63	11.1571
2831.11	11.2149
2831.6	11.2876
2832.07	11.3586
2832.71	11.4318
2833.19	11.4951
2833.68	11.5519
2834.15	11.6069
2834.63	11.6699
2835.11	11.7399
2835.76	11.8153
2836.24	11.8782
2836.71	11.9464
2837.19	12.0124
2837.68	12.0753
2838.32	12.1552
2838.8	12.206
2839.27	12.2494
2839.75	12.3052
2840.24	12.3678
2840.88	12.4521
2841.35	12.5118
2841.83	12.5761
2842.32	12.6434
2842.8	12.7131
2843.44	12.7954
2843.91	12.8708
2844.39	12.9432
2844.88	13.0155
2845.35	13.094
2845.99	13.1968
2846.47	13.2711
2846.96	13.3337
2847.44	13.4062
2847.91	13.4726
2848.55	13.5568
2849.03	13.6291
2849.52	13.6954
2850	13.7573
2850.47	13.8245
2850.96	13.8879
2851.44	13.9394
2852.08	14.0263
2852.55	14.0958
2853.03	14.1527
2853.52	14.2188
2854	14.2917
2854.47	14.3539
2855.11	14.4318
2855.59	14.4862
2856.08	14.5268
2856.55	14.562
2857.03	14.599
2857.51	14.6289
2858.16	14.6723
2858.64	14.7085
2859.11	14.75
2859.59	14.7956
2860.08	14.8307
2860.56	14.879
2861.19	14.9458
2861.67	15.0068
2862.16	15.0592
2862.64	15.1109
2863.11	15.1571
2863.59	15.1958
2864.23	15.2549
2864.72	15.2958
2865.2	15.3476
2865.67	15.3942
2866.15	15.4354
2866.64	15.4817
2867.28	15.5347
2867.75	15.5728
2868.23	15.609
2868.72	15.6706
2869.2	15.7309
2869.84	15.8029
2870.31	15.8608
2870.79	15.9141
2871.28	15.9675
2871.76	16.0234
2872.23	16.073
2872.87	16.1428
2873.35	16.2024
2873.84	16.2665
2874.31	16.33
2874.79	16.3862
2875.43	16.4584
2875.92	16.5213
2876.4	16.5854
2876.87	16.6563
2877.35	16.722
2878	16.8171
2878.48	16.88
2878.95	16.9361
2879.43	16.9805
2879.92	17.0328
2880.56	17.1083
2881.04	17.1671
2881.51	17.2186
2881.99	17.272
2882.48	17.3246
2882.95	17.3792
2883.59	17.4578
2884.07	17.5133
2884.56	17.5672
2885.04	17.6296
2885.51	17.691
2885.99	17.745
2886.63	17.8124
2887.12	17.8603
2887.6	17.8956
2888.07	17.9313
2888.71	17.9848
2889.2	18.0163
2889.68	18.0586
2890.15	18.1006
2890.63	18.1474
2891.27	18.208
2891.76	18.247
2892.24	18.2913
2892.71	18.3808
2893.2	18.8398
2893.68	19.1768
2894.32	19.4587
2894.79	107.941
2895.27	150.657
2895.76	2.35524
2896.24	-118.536
2896.88	-79.3179
2897.35	6.27042
2897.83	15.4713
2898.32	18.3726
2898.8	18.1546
2899.27	17.9841
2899.91	18.0119
2900.4	18.0951
2900.88	18.1556
2901.35	18.2184
2901.99	18.3008
2902.47	18.3507
2902.96	18.3974
2903.44	18.4503
2903.91	18.4991
2904.55	18.5518
2905.04	18.5834
2905.52	18.6163
2905.99	18.6546
2906.63	18.6748
2907.11	18.6799
2907.6	18.6895
2908.08	18.6978
2908.55	18.7079
2909.03	18.7279
2909.52	18.7489
2910.16	18.7759
2910.63	18.7868
2911.11	18.7993
2911.6	18.8195
2912.08	18.8339
2912.72	18.8432
2913.19	18.8408
2913.67	18.8474
2914.16	18.8471
2914.64	18.8412
2915.28	18.8357
2915.75	18.8348
2916.24	18.8282
2916.72	18.8315
2917.19	18.8391
2917.83	18.8418
2918.31	18.8586
2918.8	18.8608
2919.28	18.8751
2919.75	18.8951
2920.39	18.9038
2920.88	18.9046
2921.36	18.9191
2921.83	18.921
2922.31	18.9189
2922.8	18.9113
2923.28	18.8992
2923.92	18.8699
2924.39	18.8628
2924.88	18.844
2925.36	18.8382
2926	18.8384
2926.47	18.8418
2926.95	18.8369
2927.44	18.8263
2927.92	18.8148
2928.39	18.8019
2929.03	18.7778
2929.51	18.7709
2930	18.7658
2930.48	18.7522
2930.95	18.7452
2931.59	18.7518
2932.08	18.7605
2932.56	18.7722
2933.03	18.7831
2933.51	18.781
2934	18.7845
2934.64	18.7781
2935.12	18.7692
2935.59	18.7709
2936.07	18.7584
2936.56	18.7261
2937.04	18.706
2937.67	18.6827
2938.15	18.6638
2938.64	18.6529
2939.12	18.6452
2939.59	18.6576
2940.23	18.6668
2940.72	18.6713
2941.2	18.6779
2941.68	18.6912
2942.15	18.7127
2942.64	18.733
2943.28	18.749
2943.76	18.7528
2944.23	18.7486
2944.71	18.7294
2945.2	18.7132
2945.68	18.688
2946.32	18.6452
2946.79	18.6117
2947.28	18.5728
2947.76	18.5228
2948.24	18.4673
2948.87	18.4108
2949.35	18.3597
2949.84	18.3087
2950.32	18.253
2950.79	18.2141
2951.27	18.1821
2951.92	18.139
2952.4	18.1251
2952.88	18.1113
2953.35	18.0955
2953.84	18.0756
2954.32	18.0579
2954.96	18.0132
2955.43	17.9788
2955.91	17.9495
2956.4	17.9145
2956.88	17.8867
2957.52	17.8516
2957.99	17.8218
2958.48	17.8
2958.96	17.7752
2959.6	17.7517
2960.07	17.7378
2960.55	17.7418
2961.04	17.7359
2961.52	17.7251
2961.99	17.7258
2962.63	17.7438
2963.12	17.7429
2963.6	17.7429
2964.08	17.749
2964.55	17.7495
2965.19	17.7258
2965.68	17.7036
2966.16	17.6805
2966.63	17.6544
2967.11	17.6368
2967.76	17.6116
2968.24	17.5973
2968.72	17.5809
2969.19	17.5657
2969.68	17.5519
2970.16	17.5411
2970.8	17.5193
2971.27	17.5038
2971.75	17.5048
2972.24	17.5013
2972.72	17.5012
2973.19	17.5085
2973.83	17.4958
2974.32	17.489
2974.8	17.4862
2975.27	17.4707
2975.75	17.4515
2976.24	17.4305
2976.88	17.3904
2977.36	17.3585
2977.83	17.3269
2978.31	17.2987
2978.8	17.2848
2979.28	17.2749
2979.92	17.2544
2980.39	17.2358
2980.88	17.2323
2981.36	17.2318
2981.83	17.2371
2982.31	17.2465
2982.96	17.2485
2983.44	17.2478
2983.92	17.253
2984.39	17.2627
2984.88	17.2764
2985.36	17.2945
2986	17.3107
2986.47	17.3148
2986.95	17.3085
2987.44	17.3029
2987.92	17.2836
2988.56	17.2444
2989.03	17.2218
2989.52	17.1886
2990	17.1407
2990.48	17.0952
2990.95	17.0469
2991.59	16.9958
2992.08	16.9685
2992.56	16.9376
2993.03	16.9214
2993.51	16.9057
2994	16.9007
2994.64	16.9025
2995.12	16.9045
2995.59	16.9059
2996.08	16.8983
2996.56	16.8843
2997.2	16.8612
2997.67	16.8368
2998.15	16.8094
2998.64	16.7874
2999.12	16.7703
2999.59	16.7436
3000.23	16.7108
3000.72	16.6955
3001.2	16.6812
3001.69	16.6795
3002.15	16.6834
3002.79	16.6978
3003.28	16.6916
3003.76	16.6928
3004.23	16.6944
3004.72	16.6961
3005.36	16.6907
3005.84	16.6877
3006.32	16.6784
3006.79	16.6597
3007.28	16.6377
3007.76	16.6201
3008.4	16.5942
3008.87	16.5718
3009.35	16.5451
3009.84	16.5082
3010.32	16.4741
3010.96	16.4347
3011.43	16.4108
3011.92	16.3867
3012.4	16.367
3012.89	16.3612
3013.35	16.3544
3013.99	16.3588
3014.48	16.3523
3014.96	16.3489
3015.43	16.342
3015.92	16.3353
3016.56	16.3395
3017.04	16.3365
3017.52	16.3232
3017.99	16.3084
3018.48	16.3075
3018.96	16.3028
3019.6	16.2905
3020.07	16.2798
3020.55	16.2589
3021.04	16.232
3021.68	16.2004
3022.16	16.1714
3022.63	16.1329
3023.12	16.1117
3023.6	16.0969
3024.24	16.0786
3024.71	16.0718
3025.2	16.066
3025.68	16.0526
3026.16	16.0565
3026.8	16.0686
3027.27	16.0718
3027.76	16.0697
3028.24	16.0638
3028.88	16.0595
3029.37	16.0585
3029.83	16.0545
3030.32	16.0506
3030.8	16.035
3031.27	16.0049
3031.91	15.9528
3032.4	15.9152
3032.88	15.8756
3033.36	15.831
3033.83	15.7943
3034.32	15.7717
3034.96	15.7467
3035.44	15.7486
3035.91	15.7542
3036.4	15.7611
3036.88	15.757
3037.36	15.7577
3038	15.7542
3038.47	15.7428
3038.96	15.7294
3039.44	15.7107
3039.93	15.6847
3040.57	15.6452
3041.03	15.6168
3041.52	15.5972
3042	15.5758
3042.47	15.5553
3043.11	15.5348
3043.6	15.5376
3044.08	15.5301
3044.56	15.5328
3045.03	15.529
3045.67	15.5038
3046.16	15.4701
3046.64	15.4307
3047.11	15.3903
3047.6	15.354
3048.08	15.3208
3048.72	15.2764
3049.21	15.2383
3049.67	15.2132
3050.16	15.1873
3050.64	15.1714
3051.28	15.1663
3051.75	15.1668
3052.24	15.1749
3052.72	15.1706
3053.2	15.1589
3053.67	15.154
3054.31	15.1508
3054.8	15.1352
3055.28	15.1321
3055.77	15.128
3056.23	15.1193
3056.88	15.0918
3057.36	15.0805
3057.84	15.0652
3058.31	15.05
3058.8	15.0243
3059.28	15.0012
3059.92	14.9735
3060.41	14.9564
3060.87	14.9387
3061.36	14.9203
3061.84	14.8999
3062.48	14.8954
3062.95	14.8897
3063.44	14.8706
3063.92	14.8599
3064.4	14.8504
3064.87	14.8463
3065.51	14.8378
3066	14.8284
3066.48	14.8208
3066.97	14.8192
3067.44	14.8226
3067.92	14.817
3068.56	14.8094
3069.04	14.8042
3069.51	14.7992
3070	14.797
3070.48	14.7906
3070.97	14.7802
3071.61	14.7522
3072.07	14.7448
3072.56	14.7304
3073.04	14.7154
3073.68	14.6964
3074.15	14.6848
3074.64	14.6814
3075.12	14.6681
3075.6	14.6515
3076.25	14.6244
3076.71	14.5808
3077.2	14.4904
3077.68	14.393
3078.17	14.2909
3078.64	14.1792
3079.28	14.0338
3079.76	13.9356
3080.24	13.8537
3080.71	13.7744
3081.35	13.6938
3081.84	13.6403
3082.32	13.617
3082.81	13.6218
3083.27	13.6069
3083.92	13.6238
3084.4	13.6977
3084.88	13.8672
3085.35	14.1708
3085.84	14.5988
3086.32	14.9593
3086.96	15.2514
3087.45	16.3567
3087.91	18.9082
3088.4	20.9033
3088.88	21.5246
3089.52	20.3221
3089.99	19.9208
3090.48	19.0074
3090.96	17.8863
3091.45	17.1831
3092.08	16.0842
3092.55	15.7518
3093.04	15.257
3093.52	14.137
3094.16	13.195
3094.65	12.8461
3095.12	12.7311
3095.6	12.4574
3096.08	11.89
3096.73	11.4448
3097.19	11.2162
3097.68	11.0569
3098.16	10.7317
3098.65	10.4744
3099.11	10.3055
3099.76	10.0711
3100.24	9.77083
3100.72	9.98809
3101.19	17.8701
3101.68	20.6343
3102.16	15.0769
3102.8	10.4288
3103.29	10.5403
3103.75	10.7816
3104.24	10.9577
3104.72	10.9919
3105.36	10.8918
3105.85	10.842
3106.32	10.8301
3106.8	10.7727
3107.28	10.71
3107.75	10.6624
3108.39	10.5867
3108.88	10.5121
3109.36	10.4629
3109.85	10.4167
3110.31	10.3542
3110.8	10.2756
3111.44	10.1634
3111.92	10.0582
3112.39	9.95134
3112.88	9.85252
3113.36	9.77229
3113.85	9.69131
3114.49	9.59195
3114.96	9.43281
3115.44	9.21867
3115.92	8.98367
3116.56	8.393
3117.03	7.76844
3117.52	7.12623
3118	6.07352
3118.49	4.47111
3119.13	3.80814
3119.59	3.70678
3120.08	3.58459
3120.56	3.77454
3121.05	4.4828
3121.52	5.11134
3122	5.63214
3122.64	6.48933
3123.13	6.84454
3123.59	7.23039
3124.08	7.66487
3124.56	8.11487
3125.05	8.57648
3125.69	9.09553
3126.16	9.4571
3126.64	9.81295
3127.12	10.1626
3127.61	10.4673
3128.23	10.8248
3128.72	11.062
3129.2	11.2919
3129.69	11.5407
3130.15	11.7232
3130.64	11.6391
3131.12	11.4855
3131.76	11.4646
3132.25	10.0134
3132.72	7.02942
3133.2	8.0607
3133.69	12.4804
3134.32	15.6497
3134.79	15.5878
3135.28	15.3512
3135.76	15.3821
3136.25	15.2891
3136.72	15.0618
3137.36	15.0638
3137.84	15.0608
3138.32	15.0574
3138.79	15.0724
3139.28	15.1069
3139.76	15.1358
3140.4	15.162
3140.89	15.1684
3141.35	15.1664
3141.84	15.2037
3142.32	15.2382
3142.81	15.2532
3143.45	15.2818
3143.92	15.2868
3144.4	15.3085
3144.89	15.3448
3145.35	15.3532
3145.84	15.4031
3146.48	15.3587
3146.96	15.014
3147.45	14.6131
3147.92	14.4706
3148.4	14.4907
3148.88	12.1373
3149.52	6.53486
3149.99	4.0992
3150.48	5.75451
3150.96	9.15988
3151.45	13.0161
3152.09	16.1975
3152.55	16.5468
3153.04	16.6635
3153.52	17.254
3154.16	17.6968
3154.65	17.9933
3155.12	17.9447
3155.6	17.7234
3156.09	17.6245
3156.55	17.5715
3157.2	17.4855
3157.68	17.4696
3158.16	17.3504
3158.65	17.1356
3159.12	16.9264
3159.6	16.7104
3160.24	16.4389
3160.73	16.2432
3161.19	16.0879
3161.68	15.9508
3162.32	15.7998
3162.8	15.6893
3163.29	15.6054
3163.76	15.5228
3164.24	15.4436
3164.88	15.358
3165.36	15.2748
3165.85	15.205
3166.32	15.1389
3166.8	15.0734
3167.29	15.0127
3167.93	14.9447
3168.4	14.8919
3168.88	14.8258
3169.36	14.7638
3169.85	14.707
3170.49	14.6387
3170.96	14.5679
3171.44	14.5143
3171.93	14.4656
3172.4	14.4086
3172.88	14.3551
3173.52	14.2965
3174	14.2501
3174.49	14.2185
3174.96	14.1838
3175.44	14.1633
3175.93	14.144
3176.56	14.1148
3177.03	14.0328
3177.52	13.9653
3178	13.8812
3178.49	13.7775
3178.96	13.6533
3179.6	13.4938
3180.08	13.3722
3180.56	13.2563
3181.05	13.1608
3181.52	13.0711
3182.16	13.0008
3182.64	12.9714
3183.13	12.9706
3183.59	12.9866
3184.08	13.0126
3184.56	13.0516
3185.05	13.1059
3185.69	13.1944
3186.16	13.2368
3186.64	13.2938
3187.13	13.3628
3187.77	13.4324
3188.24	13.4582
3188.72	13.4837
3189.2	13.516
3189.69	13.5232
3190.16	13.5228
3190.8	13.5318
3191.28	13.5245
3191.76	13.5087
3192.25	13.5141
3192.72	13.5149
3193.36	13.5098
3193.84	13.5133
3194.33	13.5137
3194.79	13.5001
3195.28	13.4919
3195.92	13.5149
3196.41	13.5146
3196.89	13.5006
3197.36	13.51
3197.84	13.5289
3198.33	13.5448
3198.97	13.5504
3199.44	13.5428
3199.92	13.5352
3200.4	13.5329
3200.89	13.5295
3201.53	13.5303
3202	13.5148
3202.48	13.4942
3202.97	13.4853
3203.45	13.4691
3203.92	13.457
3204.56	13.4678
3205.04	13.4868
3205.53	13.5046
3206	13.5228
3206.48	13.5337
3207.12	13.5079
3207.6	13.4712
3208.09	13.4336
3208.56	13.3903
3209.04	13.3373
3209.68	13.2651
3210.17	13.2263
3210.64	13.1879
3211.12	13.1505
3211.6	13.1167
3212.25	13.0719
3212.73	13.03
3213.2	12.9927
3213.68	12.9279
3214.17	12.8405
3214.81	12.7343
3215.27	12.6808
3215.76	12.6246
3216.24	12.5861
3216.73	12.5544
3217.2	12.5259
3217.84	12.4858
3218.32	12.4519
3218.8	12.4161
3219.29	12.37
3219.76	12.3255
3220.4	12.2578
3220.88	12.1875
3221.37	12.1302
3221.84	12.0791
3222.32	12.0504
3222.96	12.0348
3223.45	12.0165
3223.93	12.0165
3224.4	12.009
3224.88	12.0171
3225.37	12.0375
3226.01	12.0731
3226.48	12.0803
3226.96	12.101
3227.44	12.1207
3227.93	12.1365
3228.57	12.1482
3229.04	12.1479
3229.52	12.1592
3230.01	12.1802
3230.49	12.2039
3230.96	12.2201
3231.44	12.2528
3232.08	12.3155
3232.57	12.3492
3233.04	12.3755
3233.52	12.4236
3234.01	12.4609
3234.49	12.487
3235.13	12.5143
3235.6	12.5238
3236.08	12.5276
3236.57	12.5353
3237.21	12.5361
3237.68	12.5268
3238.16	12.5081
3238.65	12.4969
3239.13	12.4942
3239.6	12.4937
3240.24	12.5078
3240.72	12.5254
3241.21	12.5362
3241.69	12.5405
3242.32	12.5449
3242.8	12.5458
3243.28	12.5535
3243.77	12.552
3244.24	12.5523
3244.72	12.5629
3245.36	12.5707
3245.85	12.5668
3246.33	12.5702
3246.8	12.5627
3247.28	12.552
3247.77	12.5427
3248.41	12.5291
3248.88	12.5079
3249.36	12.4989
3249.84	12.4837
3250.33	12.4693
3250.97	12.4722
3251.44	12.4658
3251.92	12.4454
3252.41	12.4274
3252.89	12.4073
3253.36	12.3788
3254	12.3508
3254.49	12.3329
3254.97	12.3122
3255.44	12.2911
3255.92	12.2744
3256.41	12.2574
3257.05	12.2388
3257.53	12.2296
3258	12.2295
3258.48	12.2364
3258.97	12.2386
3259.61	12.2355
3260.08	12.2368
3260.56	12.2352
3261.05	12.2485
3261.53	12.2654
3262	12.2828
3262.64	12.3098
3263.12	12.3057
3263.61	12.2809
3264.09	12.2312
3264.56	12.1453
3265.04	11.9839
3265.53	11.7694
3266.17	11.5019
3266.64	11.3368
3267.12	11.2473
3267.61	11.2227
3268.09	11.2368
3268.56	11.2517
3269.2	11.3258
3269.68	11.4216
3270.17	11.5463
3270.64	11.6765
3271.12	11.7836
3271.76	11.8953
3272.25	11.9854
3272.73	12.0198
3273.2	12.0328
3273.68	12.0039
3274.17	11.9341
3274.81	11.7803
3275.28	11.6477
3275.76	11.4665
3276.25	11.2349
3276.73	11.0001
3277.2	10.7916
3277.84	10.5058
3278.32	10.2791
3278.81	10.0693
3279.29	9.86006
3279.76	9.68663
3280.4	9.47178
3280.89	9.32468
3281.37	9.19244
3281.84	9.07814
3282.32	8.97086
3282.81	8.88914
3283.45	8.79862
3283.93	8.74234
3284.4	8.70012
3284.88	8.65197
3285.37	8.60981
3286.01	8.55366
3286.48	8.51476
3286.96	8.48131
3287.45	8.44389
3287.93	8.41893
3288.57	8.38575
3289.04	8.36377
3289.52	8.35634
3290.01	8.35169
3290.49	8.3349
3291.13	8.30972
3291.6	8.30077
3292.08	8.28551
3292.57	8.2761
3293.04	8.2728
3293.52	8.27184
3294.16	8.27312
3294.65	8.28205
3295.13	8.29116
3295.6	8.29794
3296.08	8.31536
3296.73	8.34565
3297.21	8.37458
3297.68	8.39273
3298.16	8.41575
3298.65	8.44069
3299.13	8.4692
3299.77	8.48575
3300.24	8.49978
3300.72	8.51124
3301.21	8.51798
3301.69	8.5144
3302.32	8.50379
3302.8	8.49278
3303.29	8.48047
3303.77	8.4651
3304.24	8.46808
3304.72	8.47578
3305.36	8.48158
3305.85	8.4855
3306.33	8.49941
3306.8	8.50736
3307.28	8.51164
3307.93	8.52562
3308.41	8.53067
3308.88	8.537
3309.36	8.54882
3309.85	8.55028
3310.33	8.55065
3310.97	8.55272
3311.44	8.55278
3311.92	8.55073
3312.41	8.54419
3313.05	8.51312
3313.52	8.49474
3314	8.47389
3314.49	8.45989
3314.97	8.45386
3315.44	8.44897
3316.08	8.44478
3316.56	8.45538
3317.05	8.46328
3317.53	8.47001
3318	8.47433
3318.49	8.47907
3319.13	8.47735
3319.61	8.47956
3320.08	8.49497
3320.56	8.49936
3321.05	8.49979
3321.53	8.48628
3322.17	8.46539
3322.64	8.44574
3323.13	8.42138
3323.61	8.3999
3324.25	8.37347
3324.72	8.36678
3325.2	8.36093
3325.69	8.35505
3326.17	8.35386
3326.64	8.35922
3327.28	8.37178
3327.76	8.3705
3328.25	8.36942
3328.73	8.36858
3329.2	8.37078
3329.84	8.363
3330.33	8.32296
3330.81	8.6122
3331.28	50.0677
3331.76	54.3229
3332.4	19.6237
3332.89	-30.7862
3333.37	-18.003
3333.84	-8.5554
3334.32	-1.34272
3334.81	3.28975
3335.45	6.37581
3335.92	8.37493
3336.4	8.50942
3336.89	8.39342
3337.37	8.28221
3338.01	8.39732
3338.48	8.49079
3338.97	8.57642
3339.45	8.66166
3339.93	8.74368
3340.4	8.81956
3341.04	8.93579
3341.53	9.01661
3342.01	9.08255
3342.48	9.14201
3342.96	9.18887
3343.45	9.23302
3344.09	9.29491
3344.57	9.33794
3345.04	9.36962
3345.53	9.40625
3346.01	9.45051
3346.65	9.50505
3347.12	9.53978
3347.6	9.57714
3348.09	9.62696
3348.57	9.67533
3349.04	9.71837
3349.68	9.78778
3350.17	9.85568
3350.65	9.91751
3351.13	9.96925
3351.6	10.0177
3352.09	10.0727
3352.73	10.148
3353.21	10.1967
3353.68	10.2406
3354.16	10.2871
3354.65	10.3419
3355.13	10.402
3355.77	10.4633
3356.24	10.5028
3356.73	10.5397
3357.21	10.5741
3357.68	10.6143
3358.16	10.6621
3358.8	10.7254
3359.29	10.7803
3359.77	10.8378
3360.24	10.8976
3360.73	10.9523
3361.21	11.0023
3361.85	11.0759
