Column B vs. Column A_X	Column B vs. Column A_Y
1194.91	9.97078
1195.39	10.0188
1195.88	10.0577
1196.36	10.1002
1196.83	10.143
1197.31	10.1765
1197.95	10.2264
1198.44	10.2752
1198.92	10.318
1199.39	10.381
1199.87	10.4289
1200.36	10.4709
1201	10.5241
1201.47	10.5618
1201.95	10.6054
1202.44	10.6467
1202.92	10.6887
1203.56	10.7559
1204.03	10.7938
1204.51	10.8265
1205	10.8664
1205.47	10.9069
1205.95	10.9529
1206.59	11.0112
1207.08	11.0553
1207.56	11.1082
1208.03	11.1627
1208.51	11.2153
1209	11.2703
1209.64	11.3374
1210.12	11.3914
1210.59	11.4524
1211.07	11.514
1211.56	11.573
1212.2	11.6343
1212.67	11.6878
1213.15	11.7482
1213.64	11.8067
1214.12	11.87
1214.59	11.929
1215.23	12.0018
1215.71	12.0584
1216.2	12.1016
1216.67	12.1416
1217.15	12.1834
1217.79	12.2483
1218.28	12.2923
1218.76	12.3406
1219.23	12.3749
1219.71	12.3978
1220.35	12.4548
1220.84	12.5165
1221.32	12.5678
1221.79	12.6341
1222.28	12.7111
1222.92	12.8096
1223.4	12.8894
1223.87	12.9535
1224.35	13.0163
1224.84	13.0706
1225.32	13.1095
1225.96	13.1581
1226.43	13.2018
1226.92	13.2625
1227.4	13.5923
1227.87	14.0705
1228.35	14.0908
1228.99	29.6243
1229.48	125.632
1229.96	98.1438
1230.43	-47.8962
1230.91	-97.2922
1231.55	-18.3904
1232.04	10.7178
1232.51	11.1803
1232.99	11.1414
1233.48	10.9807
1234.12	10.9868
1234.6	11.0824
1235.07	11.1538
1235.55	11.2359
1236.19	11.3288
1236.68	11.3912
1237.16	11.4514
1237.63	11.5074
1238.11	11.5733
1238.76	11.6477
1239.24	11.7013
1239.71	11.7574
1240.19	11.8069
1240.68	11.8297
1241.16	11.8539
1241.8	11.8918
1242.27	11.9088
1242.76	11.9158
1243.24	11.9301
1243.88	11.9597
1244.35	11.9768
1244.83	12.0026
1245.32	12.026
1245.8	12.0453
1246.44	12.0773
1246.91	12.0998
1247.39	12.1332
1247.88	12.1595
1248.36	12.1777
1248.99	12.1988
1249.47	12.2068
1249.96	12.2182
1250.44	12.2147
1250.91	12.1876
1251.55	12.1647
1252.03	12.1553
1252.52	12.1435
1253	12.1302
1253.47	12.1337
1253.95	12.1449
1254.6	12.1502
1255.08	12.1735
1255.55	12.1977
1256.03	12.2143
1256.52	12.239
1257	12.2538
1257.64	12.2695
1258.11	12.2857
1258.59	12.2989
1259.08	12.3106
1259.56	12.3169
1260.19	12.3038
1260.67	12.2908
1261.16	12.2769
1261.64	12.2479
1262.11	12.2277
1262.59	12.2095
1263.23	12.1863
1263.72	12.1762
1264.2	12.1663
1264.67	12.1503
1265.16	12.1425
1265.64	12.1396
1266.28	12.1373
1266.75	12.1498
1267.23	12.1604
1267.72	12.1639
1268.2	12.1744
1268.67	12.1941
1269.31	12.2148
1269.8	12.2278
1270.28	12.2398
1270.75	12.2484
1271.23	12.2564
1271.87	12.2469
1272.36	12.2269
1272.84	12.2125
1273.31	12.1951
1273.79	12.1705
1274.44	12.1501
1274.92	12.1481
1275.4	12.1465
1275.87	12.1402
1276.36	12.1422
1277	12.1398
1277.48	12.1369
1277.95	12.137
1278.43	12.1321
1278.92	12.1295
1279.4	12.1175
1280.04	12.1024
1280.51	12.1058
1281	12.1024
1281.48	12.0919
1282.12	12.0655
1282.59	12.0358
1283.07	11.9922
1283.56	11.9338
1284.04	11.88
1284.51	11.836
1284.99	11.7942
1285.64	11.7303
1286.12	11.6866
1286.6	11.6515
1287.07	11.6258
1287.71	11.5828
1288.2	11.5563
1288.68	11.5394
1289.15	11.5343
1289.63	11.535
1290.12	11.5392
1290.76	11.5389
1291.24	11.5438
1291.71	11.5445
1292.2	11.5438
1292.68	11.5413
1293.15	11.5385
1293.79	11.5278
1294.27	11.5088
1294.76	11.4886
1295.24	11.4687
1295.71	11.4461
1296.35	11.4088
1296.84	11.3745
1297.32	11.3404
1297.8	11.3068
1298.27	11.2831
1298.76	11.2721
1299.4	11.2509
1299.88	11.254
1300.35	11.2646
1300.83	11.2825
1301.32	11.2918
1301.96	11.3019
1302.44	11.3089
1302.91	11.312
1303.4	11.3118
1303.88	11.3247
1304.52	11.3305
1304.99	11.3208
1305.47	11.3212
1305.96	11.3169
1306.44	11.305
1306.91	11.2886
1307.4	11.2666
1308.04	11.2383
1308.52	11.2142
1308.99	11.1876
1309.47	11.158
1309.96	11.1312
1310.44	11.1108
1311.08	11.0996
1311.55	11.0878
1312.04	11.0857
1312.52	11.0901
1313	11.1002
1313.64	11.1219
1314.11	11.1458
1314.6	11.1718
1315.08	11.1984
1315.55	11.2117
1316.03	11.2057
1316.68	11.2013
1317.16	11.1923
1317.64	11.172
1318.11	11.1529
1318.6	11.1366
1319.24	11.1095
1319.72	11.1056
1320.19	11.1045
1320.67	11.1007
1321.16	11.0869
1321.64	11.0757
1322.28	11.0719
1322.75	11.0738
1323.24	11.0851
1323.72	11.0994
1324.2	11.1173
1324.84	11.1186
1325.31	11.1158
1325.8	11.1173
1326.28	11.1065
1326.75	11.1077
1327.23	11.1117
1327.88	11.0972
1328.36	11.0723
1328.84	11.0534
1329.31	11.0356
1329.8	11.0053
1330.44	10.9634
1330.92	10.9415
1331.39	10.9247
1331.87	10.906
1332.36	10.896
1332.84	10.8994
1333.48	10.9013
1333.95	10.8938
1334.44	10.8894
1334.92	10.8829
1335.41	10.8661
1336.03	10.8508
1336.51	10.8438
1337	10.8427
1337.48	10.8421
1338.12	10.8354
1338.59	10.8278
1339.08	10.8144
1339.56	10.8077
1340.04	10.7889
1340.69	10.7573
1341.15	10.7378
1341.64	10.7129
1342.12	10.6847
1342.59	10.659
1343.07	10.6423
1343.71	10.6164
1344.2	10.6056
1344.68	10.6071
1345.15	10.6198
1345.64	10.6492
1346.28	10.6848
1346.76	10.6975
1347.23	10.7012
1347.71	10.7034
1348.2	10.6882
1348.68	10.6674
1349.32	10.6424
1349.79	10.6178
1350.28	10.6027
1350.76	10.5922
1351.24	10.579
1351.89	10.5714
1352.35	10.5748
1352.84	10.5715
1353.32	10.5554
1353.79	10.556
1354.43	10.5578
1354.92	10.5605
1355.4	10.5642
1355.88	10.5604
1356.35	10.5539
1356.84	10.543
1357.48	10.5274
1357.96	10.5064
1358.43	10.4942
1358.92	10.4764
1359.4	10.4539
1359.88	10.4384
1360.52	10.4202
1360.99	10.3977
1361.48	10.3896
1361.96	10.3803
1362.44	10.3633
1363.09	10.3444
1363.55	10.3368
1364.04	10.3352
1364.52	10.3495
1365.16	10.3637
1365.63	10.3638
1366.12	10.3611
1366.6	10.3559
1367.08	10.3578
1367.72	10.3485
1368.19	10.3258
1368.68	10.308
1369.16	10.2875
1369.63	10.266
1370.11	10.2437
1370.76	10.2232
1371.24	10.1884
1371.72	10.1643
1372.19	10.1444
1372.68	10.133
1373.32	10.1354
1373.8	10.1432
1374.27	10.1454
1374.76	10.15
1375.24	10.1608
1375.72	10.1736
1376.36	10.1926
1376.83	10.2068
1377.32	10.2091
1377.8	10.2091
1378.29	10.2053
1378.75	10.1956
1379.39	10.1908
1379.88	10.1812
1380.36	10.155
1380.83	10.1269
1381.32	10.0897
1381.8	10.0498
1382.44	10.0055
1382.93	9.98146
1383.39	9.96595
1383.88	9.93388
1384.36	9.90859
1384.85	9.88374
1385.47	9.85479
1385.95	9.84378
1386.44	9.82835
1386.92	9.82065
1387.39	9.81671
1387.88	9.81507
1388.52	9.81669
1389	9.83268
1389.49	9.84766
1389.95	9.85099
1390.44	9.8523
1390.92	9.84137
1391.56	9.82838
1392.03	9.82978
1392.52	9.82368
1393	9.81096
1393.48	9.79028
1393.95	9.76822
1394.59	9.73978
1395.08	9.71522
1395.56	9.70503
1396.03	9.68562
1396.52	9.66958
1397	9.65067
1397.64	9.63936
1398.12	9.6295
1398.59	9.62371
1399.08	9.61236
1399.56	9.60217
1400.2	9.58155
1400.69	9.57334
1401.16	9.55942
1401.64	9.54391
1402.12	9.5192
1402.59	9.50291
1403.23	9.48175
1403.72	9.46519
1404.2	9.45506
1404.69	9.45157
1405.15	9.45333
1405.64	9.45204
1406.28	9.46185
1406.76	9.47931
1407.23	9.47141
1407.72	9.45901
1408.2	9.45229
1408.68	9.43666
1409.32	9.43195
1409.79	9.43077
1410.28	9.42149
1410.76	9.40669
1411.25	9.37695
1411.89	9.30895
1412.35	9.24178
1412.84	9.17613
1413.32	9.09639
1413.79	9.02525
1414.28	8.95934
1414.76	8.89358
1415.4	8.81868
1415.89	8.79153
1416.35	8.76748
1416.84	8.78163
1417.32	8.77467
1417.96	8.73906
1418.43	8.72779
1418.92	8.83423
1419.4	9.11998
1419.89	9.56835
1420.53	10.0908
1420.99	10.4978
1421.48	11.9626
1421.96	14.6669
1422.45	16.7329
1423.09	16.8755
1423.56	16.2208
1424.04	15.8046
1424.52	14.8388
1424.99	14.0884
1425.48	13.2793
1425.96	12.5765
1426.6	11.3407
1427.09	11.0745
1427.56	10.5263
1428.04	9.85438
1428.52	9.25863
1429.16	8.67452
1429.63	8.39278
1430.12	8.22538
1430.6	7.95679
1431.08	7.59362
1431.73	7.22746
1432.19	7.13761
1432.68	6.95587
1433.16	6.72505
1433.65	6.5914
1434.12	6.45675
1434.76	6.45078
1435.24	6.45437
1435.72	13.7628
1436.19	17.0407
1436.68	12.3706
1437.16	8.45024
1437.8	7.95615
1438.29	8.16241
1438.76	8.47624
1439.24	8.56108
1439.72	8.54362
1440.36	8.52687
1440.83	8.55678
1441.32	8.55225
1441.8	8.52603
1442.29	8.50286
1442.93	8.46073
1443.4	8.45078
1443.88	8.44553
1444.36	8.42039
1444.85	8.39076
1445.47	8.35178
1445.96	8.32079
1446.44	8.29316
1446.93	8.2717
1447.39	8.25185
1447.88	8.22799
1448.52	8.19408
1449	8.16836
1449.49	8.01793
1449.96	7.83083
1450.44	7.59055
1450.93	7.12965
1451.57	6.33125
1452.03	5.64778
1452.52	4.71803
1453	3.51644
1453.49	2.79639
1454.13	2.66496
1454.6	2.50303
1455.08	2.71619
1455.56	3.4409
1456.03	4.23664
1456.67	5.03678
1457.16	5.74553
1457.64	6.27439
1458.13	6.83454
1458.77	7.55844
1459.23	7.98378
1459.72	8.38866
1460.2	8.87571
1460.69	9.31672
1461.16	9.66187
1461.64	9.97363
1462.28	10.4088
1462.77	10.7063
1463.23	10.9514
1463.72	11.2258
1464.2	11.4935
1464.84	11.7051
1465.33	11.5293
1465.8	11.3887
1466.28	11.3792
1466.77	9.53089
1467.23	6.41963
1467.87	8.44378
1468.36	12.6043
1468.84	13.4071
1469.33	13.7613
1469.8	13.8351
1470.28	13.7771
1470.92	13.6959
1471.4	13.662
1471.89	13.7426
1472.36	13.7427
1472.84	13.8055
1473.33	13.8686
1473.97	13.9499
1474.44	13.9698
1474.92	13.9929
1475.4	14.0404
1475.89	14.0609
1476.53	14.1115
1477	14.1285
1477.48	14.1491
1477.96	14.1989
1478.43	14.2468
1479.07	14.3268
1479.56	14.3707
1480.04	14.4237
1480.53	14.5148
1481.17	14.4165
1481.64	14.0388
1482.12	13.8518
1482.6	13.9512
1483.07	12.7254
1483.71	5.68279
1484.2	1.49482
1484.68	3.14836
1485.17	6.46566
1485.64	10.1877
1486.12	12.8821
1486.76	14.1747
1487.24	14.3724
1487.73	14.6979
1488.2	15.2328
1488.68	15.5366
1489.17	15.7026
1489.81	15.698
1490.28	15.5418
1490.76	15.5377
1491.24	15.4756
1491.73	15.4786
1492.2	15.464
1492.84	15.2508
1493.32	15.0505
1493.81	14.8744
1494.27	14.6791
1494.76	14.5047
1495.24	14.3489
1495.88	14.1598
1496.37	14.0193
1496.84	13.9048
1497.32	13.8031
1497.8	13.7199
1498.44	13.6094
1498.93	13.5013
1499.4	13.3939
1499.88	13.2929
1500.37	13.1912
1500.83	13.0865
1501.47	12.9528
1501.96	12.8519
1502.44	12.7435
1502.93	12.6424
1503.4	12.545
1503.88	12.437
1504.52	12.321
1505.01	12.215
1505.47	12.1083
1505.96	12.0127
1506.44	11.9314
1506.93	11.853
1507.57	11.759
1508.04	11.6788
1508.52	11.6112
1509.01	11.557
1509.49	11.499
1510.13	11.4209
1510.6	11.3148
1511.08	11.2063
1511.57	11.1063
1512.04	10.9812
1512.52	10.85
1513.16	10.6936
1513.64	10.5696
1514.13	10.4661
1514.6	10.3846
1515.08	10.3159
1515.72	10.2563
1516.21	10.2135
1516.68	10.1768
1517.16	10.1526
1517.8	10.1497
1518.28	10.154
1518.77	10.1573
1519.24	10.1701
1519.72	10.1745
1520.36	10.1957
1520.85	10.2057
1521.31	10.1988
1521.8	10.1962
1522.28	10.202
1522.77	10.1894
1523.41	10.1903
1523.88	10.1888
1524.36	10.1814
1524.84	10.1921
1525.33	10.2036
1525.97	10.2199
1526.44	10.2098
1526.92	10.1885
1527.41	10.1729
1527.88	10.1454
1528.36	10.1171
1528.84	10.0759
1529.48	10.0383
1529.97	10.0046
1530.44	9.96005
1530.92	9.93355
1531.56	9.92419
1532.05	9.90225
1532.52	9.88095
1533	9.86336
1533.48	9.84241
1533.97	9.81949
1534.61	9.78419
1535.08	9.74997
1535.56	9.71285
1536.05	9.68102
1536.53	9.64257
1537.17	9.59676
1537.64	9.56178
1538.12	9.55007
1538.61	9.56606
1539.25	9.60206
1539.72	9.62778
1540.2	9.62857
1540.69	9.60649
1541.17	9.56386
1541.81	9.50525
1542.28	9.45078
1542.76	9.37497
1543.25	9.28625
1543.71	9.20212
1544.2	9.12018
1544.84	8.99861
1545.32	8.90969
1545.81	8.82706
1546.28	8.7524
1546.76	8.68747
1547.4	8.59304
1547.89	8.54012
1548.37	8.49132
1548.84	8.45454
1549.32	8.42976
1549.81	8.39744
1550.45	8.35122
1550.92	8.30978
1551.4	8.2665
1551.89	8.22313
1552.37	8.20085
1553.01	8.17878
1553.48	8.14882
1553.96	8.11719
1554.45	8.08406
1554.92	8.05644
1555.4	8.02964
1556.04	8.01748
1556.53	8.00998
1557.01	7.99903
1557.48	7.98079
1557.96	7.98079
1558.6	8.00703
1559.09	8.01668
1559.56	8.04226
1560.04	8.08872
1560.52	8.14594
1561.01	8.17856
1561.65	8.22191
1562.12	8.26478
1562.6	8.30583
1563.09	8.35018
1563.57	8.38057
1564.21	8.41877
1564.68	8.42478
1565.16	8.43603
1565.65	8.46121
1566.12	8.47334
1566.76	8.50178
1567.24	8.52588
1567.72	8.54571
1568.21	8.57166
1568.68	8.59343
1569.16	8.62682
1569.8	8.67868
1570.29	8.7105
1570.76	8.74452
1571.24	8.76668
1571.72	8.78772
1572.21	8.79707
1572.85	8.82092
1573.32	8.82794
1573.8	8.82847
1574.29	8.82434
1574.77	8.82219
1575.24	8.81939
1575.88	8.82878
1576.36	8.82691
1576.85	8.81519
1577.32	8.81188
1577.8	8.81887
1578.29	8.82654
1578.93	8.8339
1579.41	8.83285
1579.88	8.84358
1580.36	8.87254
1580.85	8.89485
1581.32	8.90809
1581.96	8.92578
1582.44	8.9305
1582.93	8.93381
1583.41	8.92903
1583.88	8.92302
1584.36	8.91063
1585	8.89948
1585.49	8.89598
1585.97	8.86828
1586.44	8.83953
1586.92	8.81411
1587.41	8.79096
1588.05	8.76774
1588.52	8.75878
1589	8.75499
1589.49	8.75111
1589.97	8.74913
1590.61	8.76168
1591.08	8.77278
1591.56	8.76423
1592.05	8.75622
1592.52	8.74676
1593.16	8.71678
1593.64	8.69071
1594.13	8.66865
1594.61	8.6445
1595.08	8.61573
1595.56	8.59669
1596.2	8.57354
1596.69	8.55716
1597.17	8.51748
1597.64	8.48485
1598.12	8.41226
1598.77	8.27383
1599.25	8.08796
1599.72	7.86382
1600.2	7.68122
1600.69	7.5638
1601.33	7.52689
1601.81	7.56827
1602.28	7.62451
1602.76	7.72341
1603.25	7.84131
1603.89	7.98882
1604.36	8.13678
1604.84	8.2886
1605.33	8.40286
1605.81	8.48382
1606.45	8.56131
1606.92	8.61786
1607.4	8.61991
1607.89	8.57438
1608.36	8.50516
1608.84	8.37966
1609.32	8.21095
1609.96	7.97413
1610.45	7.78798
1610.92	7.61539
1611.4	7.42175
1611.89	7.22609
1612.37	7.04178
1613.01	6.80632
1613.48	6.65078
1613.96	6.50552
1614.45	6.35505
1614.92	6.23144
1615.56	6.08178
1616.04	5.98584
1616.53	5.90034
1617.01	5.82428
1617.48	5.76285
1617.96	5.70392
1618.6	5.65024
1619.09	5.61756
1619.56	5.59245
1620.04	5.5658
1620.53	5.54082
1621.01	5.51964
1621.48	5.50339
1622.12	5.48978
1622.6	5.48829
1623.09	5.49518
1623.57	5.49228
1624.21	5.47719
1624.68	5.45276
1625.17	5.43244
1625.65	5.41839
1626.12	5.39794
1626.76	5.36378
1627.24	5.33829
1627.73	5.31138
1628.21	5.29139
1628.68	5.27871
1629.16	5.27507
1629.8	5.27375
1630.29	5.28668
1630.76	5.29176
1631.24	5.29778
1631.73	5.31568
1632.21	5.33465
1632.85	5.36491
1633.32	5.39478
1633.8	5.41227
1634.29	5.41228
1634.77	5.40821
1635.41	5.40872
1635.88	5.39378
1636.36	5.38022
1636.85	5.36498
1637.32	5.33936
1637.96	5.30178
1638.44	5.27643
1638.93	5.24986
1639.41	5.22899
1639.88	5.21133
1640.36	5.20201
1641.01	5.18139
1641.49	5.17058
1641.96	5.16873
1642.44	5.15997
1642.93	5.14929
1643.41	5.13386
1644.05	5.12416
1644.52	5.11075
1645	5.10187
1645.49	5.0935
1645.97	5.09007
1646.6	5.08978
1647.08	5.07678
1647.57	5.06385
1648.05	5.06441
1648.52	5.06125
1649.16	5.05078
1649.64	5.04229
1650.13	5.03438
1650.61	5.02457
1651.08	5.01925
1651.72	5.01979
1652.2	5.0072
1652.69	4.99225
1653.16	4.98091
1653.64	4.9727
1654.13	4.97288
1654.77	4.96822
1655.25	4.96143
1655.72	4.95744
1656.2	4.93926
1656.69	4.92746
1657.17	4.92183
1657.8	4.91478
1658.28	4.90078
1658.77	4.89497
1659.25	4.89339
1659.72	4.88126
1660.36	4.87878
1660.84	4.89053
1661.33	4.90098
1661.81	4.89686
1662.28	4.88062
1662.77	4.8484
1663.41	4.59897
1663.89	4.23706
1664.36	4.14804
1664.84	2.2721
1665.33	-87.5268
1665.81	-93.8002
1666.45	-24.4093
1666.92	31.2173
1667.41	33.0346
1667.89	16.8297
1668.53	6.09606
1669	6.49778
1669.48	6.76518
1669.97	6.11835
1670.45	5.85015
1671.09	5.95114
1671.56	6.10778
1672.04	6.22313
1672.53	6.33265
1673.01	6.46997
1673.48	6.60923
1674.12	6.79876
1674.61	6.94414
1675.09	7.0859
1675.56	7.23192
1676.04	7.36597
1676.53	7.4894
1677.01	7.61192
1677.65	7.7579
1678.12	7.85678
1678.6	7.95986
1679.09	8.06342
1679.56	8.15579
1680.2	8.27678
1680.68	8.3576
1681.17	8.43233
1681.65	8.51409
1682.12	8.60034
1682.6	8.68056
1683.24	8.78168
1683.73	8.8554
1684.21	8.91989
1684.68	8.97901
1685.17	9.04823
1685.65	9.10583
1686.29	9.17882
1686.76	9.23478
1687.24	9.29451
1687.73	9.36003
1688.21	9.41761
1688.68	9.46429
1689.32	9.53093
1689.81	9.591
1690.29	9.65221
1690.76	9.70738
1691.24	9.74767
1691.73	9.78146
1692.37	9.80494
1692.85	9.83196
1693.32	9.85535
1693.81	9.89392
1694.29	9.92576
1694.93	9.97097
1695.41	10.0039
1695.88	10.0396
1696.37	10.0896
1696.85	10.1349
1697.49	10.1795
1697.96	10.2118
1698.44	10.2484
1698.93	10.2851
1699.41	10.3144
1699.88	10.3551
1700.52	10.4098
1701.01	10.4668
1701.49	10.5216
1701.96	10.5658
1702.44	10.602
1702.93	10.6342
1703.57	10.6957
1704.05	10.7354
1704.52	10.773
1705.01	10.8204
1705.49	10.8602
1706.13	10.9175
1706.6	10.9608
1707.08	10.9997
1707.57	11.0483
1708.05	11.101
1708.69	11.1614
1709.16	11.2108
1709.65	11.2625
1710.13	11.316
1710.61	11.3759
1711.08	11.4335
1711.72	11.5058
1712.21	11.5483
1712.69	11.5782
1713.16	11.6147
1713.64	11.6452
1714.28	11.6972
1714.77	11.7392
1715.25	11.7685
1715.72	11.7976
1716.21	11.8266
1716.85	11.8865
1717.33	11.9364
1717.8	11.9862
1718.28	12.039
1718.77	12.0845
1719.25	12.1256
1719.89	12.1843
1720.36	12.2338
1720.84	12.2904
1721.33	12.3592
1721.81	12.4263
1722.45	12.5112
1722.92	12.5778
1723.41	12.6399
1723.89	12.6971
1724.36	12.7342
1725	12.7918
1725.48	12.8342
1725.97	12.8773
1726.45	12.9257
1726.92	12.9749
1727.41	13.024
1728.05	13.1002
1728.53	13.1549
1729	13.2011
1729.48	13.2589
1729.97	13.3052
1730.45	13.3598
1731.09	13.4389
1731.56	13.5008
1732.05	13.5568
1732.53	13.6306
1733.01	13.701
1733.64	13.7828
1734.12	13.8428
1734.61	13.9022
1735.09	13.9627
1735.56	14.0236
1736.2	14.0938
1736.69	14.1433
1737.17	14.1922
1737.65	14.2442
1738.12	14.2952
1738.61	14.3435
1739.25	14.415
1739.73	14.4668
1740.2	14.5135
1740.68	14.5619
1741.17	14.6159
1741.65	14.6727
1742.29	14.7371
1742.76	14.7798
1743.25	14.8179
1743.73	14.8647
1744.21	14.9033
1744.84	14.9428
1745.32	14.9888
1745.81	15.0181
1746.29	15.0475
1746.76	15.0762
1747.4	15.1308
1747.89	15.1708
1748.37	15.2116
1748.85	15.2657
1749.32	15.3262
1749.81	15.3875
1750.45	15.4669
1750.93	15.5258
1751.4	15.5765
1751.89	15.6205
1752.37	15.6727
1753.01	15.737
1753.49	15.7821
1753.96	15.8141
1754.45	15.8543
1754.93	15.8953
1755.57	15.9492
1756.04	15.9928
1756.52	16.0451
1757.01	16.0969
1757.49	16.1396
1758.13	16.2104
1758.6	16.2688
1759.09	16.3259
1759.57	16.3914
1760.06	16.459
1760.69	16.5512
1761.16	16.6128
1761.65	16.6747
1762.13	16.7418
1762.6	16.799
1763.08	16.8576
1763.73	16.9386
1764.21	17.0044
1764.69	17.0593
1765.16	17.1237
1765.65	17.1927
1766.13	17.2532
1766.77	17.3301
1767.24	17.3818
1767.72	17.4397
1768.21	17.4899
1768.69	17.5452
1769.33	17.6315
1769.8	17.7008
1770.29	17.7544
1770.77	17.7956
1771.26	17.8512
1771.72	17.8997
1772.36	17.9578
1772.85	18.0092
1773.33	18.0533
1773.8	18.0979
1774.29	18.1352
1774.77	18.1604
1775.41	18.2003
1775.9	18.249
1776.36	18.2808
1776.85	18.3175
1777.33	18.3536
1777.97	18.3979
1778.44	18.4268
1778.93	18.4659
1779.41	18.5054
1779.89	18.5447
1780.53	18.5999
1781	18.6388
1781.49	18.6859
1781.97	18.9092
1782.46	19.3939
1783.08	19.4158
1783.57	42.6828
1784.05	167.403
1784.53	107.598
1785	-64.9178
1785.49	-96.1877
1786.13	2.56607
1786.61	16.0237
1787.09	16.0753
1787.56	15.9178
1788.05	15.7772
1788.53	15.7944
1789.17	15.8938
1789.64	15.9618
1790.13	16.0288
1790.61	16.0941
1791.09	16.1569
1791.56	16.2134
1792.2	16.2788
1792.69	16.3179
1793.17	16.3579
1793.64	16.3991
1794.13	16.437
1794.61	16.4776
1795.25	16.5086
1795.73	16.5116
1796.2	16.5127
1796.69	16.5224
1797.17	16.5312
1797.81	16.5549
1798.3	16.575
1798.77	16.5993
1799.25	16.6221
1799.73	16.651
1800.37	16.6898
1800.84	16.7208
1801.33	16.743
1801.81	16.7656
1802.3	16.7974
1802.94	16.8321
1803.4	16.8488
1803.89	16.8566
1804.37	16.8467
1804.84	16.838
1805.33	16.8237
1805.97	16.8144
1806.45	16.8093
1806.94	16.781
1807.4	16.7676
1807.89	16.7614
1808.37	16.7552
1809.01	16.7503
1809.5	16.7575
1809.96	16.7677
1810.45	16.782
1811.09	16.7953
1811.57	16.8075
1812.04	16.833
1812.53	16.8507
1813.01	16.8631
1813.49	16.8757
1814.14	16.8941
1814.6	16.8917
1815.09	16.8947
1815.57	16.8974
1816.04	16.895
1816.53	16.8886
1817.17	16.8709
1817.65	16.8489
1818.14	16.8263
1818.6	16.7961
1819.09	16.7718
1819.57	16.7487
1820.21	16.7209
1820.7	16.706
1821.17	16.6958
1821.65	16.6932
1822.13	16.691
1822.6	16.6915
1823.24	16.6928
1823.73	16.6945
1824.21	16.7034
1824.7	16.7052
1825.17	16.6979
1825.65	16.6986
1826.29	16.6882
1826.77	16.6743
1827.24	16.6669
1827.73	16.6564
1828.21	16.6419
1828.69	16.6207
1829.34	16.5922
1829.8	16.5768
1830.29	16.557
1830.77	16.5302
1831.26	16.5037
1831.88	16.4818
1832.37	16.4698
1832.85	16.4607
1833.33	16.4536
1833.8	16.4374
1834.29	16.4145
1834.93	16.3797
1835.41	16.3687
1835.9	16.3618
1836.36	16.3427
1836.85	16.31
1837.33	16.281
1837.97	16.2328
1838.44	16.2048
1838.93	16.1673
1839.41	16.1354
1839.9	16.1102
1840.36	16.089
1841.01	16.0448
1841.49	16.012
1841.97	15.993
1842.46	15.9681
1842.93	15.9449
1843.41	15.9179
1844.05	15.8792
1844.54	15.8602
1845	15.8446
1845.49	15.8326
1845.97	15.8203
1846.61	15.8053
1847.1	15.7905
1847.57	15.7749
1848.05	15.758
1848.53	15.7454
1849	15.7197
1849.64	15.6718
1850.13	15.6395
1850.61	15.6124
1851.1	15.5878
1851.57	15.5661
1852.05	15.5557
1852.69	15.5315
1853.17	15.5105
1853.64	15.5012
1854.13	15.4947
1854.61	15.4892
1855.09	15.4858
1855.74	15.4837
1856.2	15.4848
1856.69	15.4747
1857.17	15.4749
1857.66	15.4798
1858.3	15.4778
1858.77	15.4718
1859.25	15.4786
1859.73	15.4868
1860.2	15.4971
1860.84	15.5168
1861.33	15.5128
1861.81	15.503
1862.3	15.4897
1862.94	15.4745
1863.41	15.4568
1863.89	15.4463
1864.37	15.433
1864.84	15.4087
1865.48	15.3698
1865.97	15.3396
1866.45	15.3238
1866.94	15.3109
1867.41	15.3026
1867.89	15.2934
1868.37	15.2869
1869.01	15.2674
1869.5	15.2588
1869.97	15.253
1870.45	15.2451
1870.94	15.2351
1871.58	15.2237
1872.04	15.2138
1872.53	15.206
1873.01	15.2025
1873.5	15.1985
1874.14	15.1824
1874.61	15.1558
1875.09	15.132
1875.57	15.1055
1876.04	15.0891
1876.53	15.0667
1877.17	15.0323
1877.65	15.0032
1878.14	14.9655
1878.6	14.9319
1879.09	14.9143
1879.73	14.8974
1880.21	14.8876
1880.68	14.8832
1881.17	14.8918
1881.65	14.8892
1882.29	14.8836
1882.78	14.8936
1883.24	14.8915
1883.73	14.8877
1884.21	14.888
1884.85	14.8736
1885.34	14.8697
1885.81	14.8633
1886.29	14.8491
1886.78	14.8289
1887.42	14.7943
1887.88	14.7638
1888.37	14.7365
1888.85	14.7078
1889.34	14.684
1889.81	14.6696
1890.29	14.653
1890.77	14.6328
1891.42	14.6031
1891.88	14.5738
1892.37	14.5569
1892.85	14.5496
1893.34	14.5506
1893.98	14.5554
1894.44	14.5478
1894.93	14.5475
1895.41	14.541
1896.05	14.5256
1896.54	14.5146
1897.01	14.5015
1897.49	14.4863
1897.98	14.469
1898.62	14.4443
1899.08	14.4288
1899.57	14.4162
1900.05	14.4042
1900.54	14.4016
1901.01	14.406
1901.65	14.3898
1902.13	14.3786
1902.61	14.3693
1903.08	14.3484
1903.57	14.3267
1904.05	14.312
1904.69	14.2774
1905.18	14.2525
1905.65	14.2337
1906.13	14.2204
1906.61	14.219
1907.1	14.2142
1907.74	14.2116
1908.21	14.2098
1908.69	14.208
1909.18	14.2043
1909.65	14.2071
1910.29	14.2228
1910.77	14.2274
1911.25	14.2157
1911.74	14.2048
1912.21	14.1903
1912.85	14.1568
