Scrubber 2.00 Method File
10:05:57   2021/05/20

RowCount: 1

Rows:	1
Cols:	 1
Grid:
 0u

Analytes: 1
 1	-1.00	39599	1
 1

Input data:
210519 15:10 Fc=12 - 1_X	210519 15:10 Fc=12 - 1_Y	210519 15:10 Fc=16 - 1_X	210519 15:10 Fc=16 - 1_Y
266.094	-6.032	266.094	-9.493
266.562	-6.009	266.562	-9.496
267.047	-5.985	267.047	-9.494
267.687	-5.949	267.687	-9.486
268.171	-5.916	268.171	-9.484
268.640	-5.883	268.640	-9.475
269.124	-5.845	269.124	-9.464
269.608	-5.812	269.608	-9.455
270.249	-5.763	270.249	-9.435
270.733	-5.720	270.733	-9.418
271.202	-5.675	271.202	-9.403
271.686	-5.623	271.686	-9.378
272.170	-5.565	272.170	-9.348
272.811	-5.497	272.811	-9.320
273.295	-5.446	273.295	-9.294
273.764	-5.395	273.764	-9.261
274.248	-5.341	274.248	-9.234
274.732	-5.280	274.732	-9.197
275.373	-5.199	275.373	-9.150
275.841	-5.133	275.841	-9.117
276.326	-5.077	276.326	-9.083
276.810	-5.018	276.810	-9.047
277.450	-4.941	277.450	-9.005
277.935	-4.879	277.935	-8.974
278.403	-4.826	278.403	-8.945
278.888	-4.772	278.888	-8.919
279.372	-4.728	279.372	-8.890
280.012	-4.666	280.012	-8.860
280.481	-4.619	280.481	-8.829
280.965	-4.572	280.965	-8.801
281.449	-4.529	281.449	-8.770
281.934	-4.488	281.934	-8.738
282.574	-4.426	282.574	-8.696
283.043	-4.379	283.043	-8.659
283.527	-4.336	283.527	-8.631
284.011	-4.296	284.011	-8.608
284.496	-4.252	284.496	-8.587
285.120	-4.196	285.120	-8.546
285.605	-4.148	285.605	-8.509
286.089	-4.098	286.089	-8.482
286.573	-4.049	286.573	-8.458
287.042	-4.009	287.042	-8.432
287.526	-3.969	287.526	-8.411
288.167	-3.915	288.167	-8.389
288.651	-3.877	288.651	-8.369
289.135	-3.841	289.135	-8.349
289.604	-3.800	289.604	-8.330
290.088	-3.753	290.088	-8.303
290.572	-3.723	290.572	-8.279
291.213	-3.682	291.213	-8.250
291.681	-3.644	291.681	-8.227
292.166	-3.615	292.166	-8.205
292.650	-3.588	292.650	-8.185
293.134	-3.548	293.134	-8.161
293.775	-3.490	293.775	-8.126
294.243	-3.444	294.243	-8.091
294.728	-3.407	294.728	-8.059
295.212	-3.362	295.212	-8.024
295.696	-3.314	295.696	-7.986
296.321	-3.244	296.321	-7.939
296.805	-3.178	296.805	-7.892
297.289	-3.111	297.289	-7.846
297.774	-3.043	297.774	-7.805
298.242	-2.974	298.242	-7.764
298.883	-2.891	298.883	-7.710
299.367	-2.820	299.367	-7.657
299.851	-2.754	299.851	-7.597
300.336	-2.697	300.336	-7.536
300.804	-2.650	300.804	-7.481
301.445	-2.603	301.445	-7.421
301.929	-2.580	301.929	-7.379
302.413	-2.559	302.413	-7.333
302.882	-2.552	302.882	-7.297
303.366	-2.547	303.366	-7.263
304.007	-2.545	304.007	-7.219
304.491	-2.540	304.491	-7.186
304.975	-2.535	304.975	-7.152
305.444	-2.538	305.444	-7.133
305.928	-2.532	305.928	-7.113
306.412	-2.527	306.412	-7.090
307.053	-2.514	307.053	-7.064
307.521	-2.509	307.521	-7.052
308.006	-2.505	308.006	-7.034
308.490	-2.511	308.490	-7.018
308.974	-2.524	308.974	-7.007
309.615	-2.541	309.615	-6.999
310.083	-2.561	310.083	-6.997
310.568	-2.578	310.568	-6.990
311.052	-2.591	311.052	-6.985
311.692	-2.615	311.692	-6.981
312.177	-2.636	312.177	-6.978
312.645	-2.655	312.645	-6.976
313.129	-2.667	313.129	-6.976
313.614	-2.672	313.614	-6.975
314.082	-2.682	314.082	-6.979
314.723	-2.691	314.723	-6.986
315.207	-2.700	315.207	-6.994
315.691	-2.705	315.691	-6.996
316.176	-2.705	316.176	-6.992
316.644	-2.708	316.644	-6.993
317.129	-2.711	317.129	-6.990
317.769	-2.722	317.769	-6.991
318.253	-2.727	318.253	-6.987
318.722	-2.736	318.722	-6.980
319.206	-2.749	319.206	-6.971
319.690	-2.765	319.690	-6.968
