KRAS_1uMGDP_G12D_GDP_D_4002 - 1_X	KRAS_1uMGDP_G12D_GDP_D_4002 - 1_Y	Fit on KRAS_1uMGDP_G12D_GDP_D_40_X	Fit on KRAS_1uMGDP_G12D_GDP_D_40_Y
2064.37	13.0467		
2064.85	13.0839		
2065.34	13.1162		
2065.98	13.1512		
2066.46	13.1826		
2066.93	13.2105		
2067.42	13.2457		
2067.9	13.2874		
2068.54	13.3311		
2069.01	13.3719		
2069.49	13.4191		
2069.98	13.4703		
2070.46	13.5224		
2070.93	13.5735		
2071.57	13.6264		
2072.06	13.662		
2072.54	13.6917		
2073.01	13.7133		
2073.49	13.7391		
2073.98	13.7714		
2074.62	13.8115		
2075.1	13.8409		
2075.57	13.8734		
2076.06	13.9097		
2076.54	13.9428		
2077.02	13.9807		
2077.65	14.029		
2078.13	14.0676		
2078.62	14.1077		
2079.1	14.1483		
2079.57	14.1933		
2080.06	14.2405		
2080.69	14.2982		
2081.18	14.3501		
2081.66	14.3967		
2082.13	14.4421		
2082.62	14.4847		
2083.26	14.5199		
2083.74	14.5544		
2084.21	14.5965		
2084.69	14.6335		
2085.18	14.664		
2085.66	14.7022		
2086.3	14.7456		
2086.77	14.7785		
2087.26	14.8139		
2087.74	14.859		
2088.38	14.9061		
2088.85	14.9436		
2089.33	14.981		
2089.82	15.0262		
2090.3	15.068		
2090.94	15.1209		
2091.41	15.1609		
2091.9	15.1964		
2092.38	15.2346		
2092.86	15.2709		
2093.33	15.3129		
2093.97	15.3645		
2094.46	15.4022		
2094.94	15.4461		
2095.41	15.4881		
2095.9	15.5302		
2096.53	15.5817		
2097.02	15.6266		
2097.5	15.655		
2097.97	15.6419		
2098.46	15.6381		
2098.94	15.7104		
2099.58	15.8201		
2100.05	15.8658		
2100.53	15.9275		
2101.02	21.1421		
2101.5	18.2427		
2101.97	15.7777		
2102.61	15.7766		
2103.1	15.7766		
2103.58	15.8527		
2104.06	15.8307		
2104.53	15.8171		
2105.02	15.8076		
2105.66	15.7994		
2106.14	15.7911		
2106.61	15.7915		
2107.1	15.7967		
2107.58	15.7982		
2108.22	15.8044		
2108.7	15.8011		
2109.17	15.7889		
2109.66	15.7727		
2110.14	15.7691		
2110.61	15.7649		
2111.25	15.7639		
2111.73	15.7587		
2112.22	15.743		
2112.7	15.7328		
2113.17	15.7295		
2113.66	15.7288		
2114.3	15.7234		
2114.78	15.7078		
2115.27	15.7005		
2115.73	15.6839		
2116.22	15.6705		
2116.7	15.658		
2117.34	15.6485		
2117.81	15.6409		
2118.3	15.6288		
2118.78	15.6318		
2119.26	15.6414		
2119.9	15.654		
2120.37	15.6633		
2120.86	15.6641		
2121.34	15.6657		
2121.81	15.6707		
2122.45	15.6851		
2122.94	15.6766		
2123.42	15.6754		
2123.9	15.6696		
2124.37	15.6528		
2124.86	15.6259		
2125.5	15.6044		
2125.98	15.5932		
2126.45	15.5772		
2126.93	15.5623		
2127.42	15.5558		
2127.9	15.5523		
2128.54	15.5447		
2129.01	15.5355		
2129.5	15.5255		
2129.98	15.5172		
2130.62	15.5062		
2131.1	15.4999		
2131.57	15.5053		
2132.06	15.5066		
2132.54	15.5142		
2133.01	15.5073		
2133.65	15.5147		
2134.14	15.5182		
2134.62	15.5187		
2135.1	15.524		
2135.57	15.5227		
2136.06	15.5201		
2136.7	15.5188		
2137.18	15.5074		
2137.65	15.5026		
2138.14	15.4936		
2138.62	15.4838		
2139.26	15.4715		
2139.74	15.4724		
2140.21	15.4677		
2140.7	15.4551		
2141.34	15.4464		
2141.82	15.432		
2142.31	15.4138		
2142.77	15.4033		
2143.26	15.3958		
2143.74	15.3922		
2144.38	15.3906		
2144.85	15.3938		
2145.34	15.3893		
2145.82	15.3808		
2146.31	15.3742		
2146.94	15.3677		
2147.41	15.3619		
2147.9	15.3457		
2148.38	15.3364		
2148.85	15.3247		
2149.49	15.322		
2149.98	15.3155		
2150.46	15.3147		
2150.94	15.3159		
2151.41	15.3101		
2151.9	15.3049		
2152.54	15.2997		
2153.02	15.2896		
2153.51	15.277		
2153.98	15.2723		
2154.46	15.2636		
2155.1	15.2564		
2155.58	15.2559		
2156.05	15.2506		
2156.54	15.2471		
2157.02	15.2464		
2157.51	15.2458		
2158.15	15.2366		
2158.61	15.2342		
2159.1	15.2336		
2159.58	15.2369		
2160.05	15.2381		
2160.69	15.2406		
2161.18	15.2495		
2161.66	15.2491		
2162.15	15.2464		
2162.78	15.2436		
2163.25	15.244		
2163.74	15.2468		
2164.22	15.2439		
2164.69	15.2398		
2165.33	15.2411		
2165.82	15.246		
2166.3	15.2494		
2166.78	15.2491		
2167.25	15.2453		
2167.74	15.2386		
2168.38	15.2277		
2168.86	15.2228		
2169.35	15.2136		
2169.81	15.2048		
2170.45	15.1935		
2170.94	15.1957		
2171.42	15.199		
2171.89	15.1976		
2172.38	15.1965		
2173.02	15.1875		
2173.5	15.186		
2173.99	15.1736		
2174.45	15.1625		
2174.94	15.1625		
2175.42	15.1596		
2176.06	15.1534		
2176.53	15.1544		
2177.02	15.1552		
2177.5	15.1447		
2177.98	15.1401		
2178.45	15.1333		
2178.94	15.1278		
2179.58	15.1128		
2180.06	15.1063		
2180.55	15.1014		
2181.02	15.1085		
2181.5	15.1088		
2182.14	15.1188		
2182.62	15.1299		
2183.09	15.1406		
2183.58	15.1447		
2184.06	15.138		
2184.7	15.1437		
2185.19	15.1475		
2185.65	15.1443		
2186.14	15.1391		
2186.62	15.1371		
2187.26	15.1284		
2187.73	15.1209		
2188.22	15.112		
2188.7	15.1055		
2189.19	15.0984		
2189.65	15.0899		
2190.29	15.078		
2190.78	15.0707		
2191.26	15.0734		
2191.75	15.0714		
2192.22	15.0755		
2192.7	15.0738		
2193.34	15.0806		
2193.82	15.0881		
2194.29	15.088		
2194.78	15.0815		
2195.42	15.0756		
2195.9	15.0743		
2196.39	15.0687		
2196.85	15.0694		
2197.34	15.0637		
2197.98	15.0606		
2198.46	15.0594		
2198.93	15.0554		
2199.42	15.0535		
2199.9	15.0534		
2200.39	15.0542		
2201.03	15.0586		
2201.49	15.0625		
2201.98	15.0728		
2202.46	15.0757		
2202.93	15.0776		
2203.57	15.0844		
2204.06	15.0808		
2204.54	15.0849		
2205.02	15.0918		
2205.49	15.0977		
2206.13	15.1051		
2206.62	15.1139		
2207.1	15.1226		
2207.59	15.1212		
2208.06	15.1156		
2208.54	15.1174		
2209.18	15.1166		
2209.66	15.1185		
2210.13	15.122		
2210.62	15.113		
2211.1	15.1061		
2211.74	15.0953		
2212.23	15.0905		
2212.69	15.0842		
2213.18	15.075		
2213.66	15.0643		
2214.13	15.0583		
2214.77	15.0553		
2215.26	15.0517		
2215.74	15.0543		
2216.23	15.0483		
2216.69	15.0462		
2217.18	15.0425		
2217.82	15.0409		
2218.3	15.0381		
2218.79	15.0309		
2219.26	15.0227		
2219.74	15.014		
2220.23	15.0086		
2220.86	15.0052		
2221.33	15.0013		
2221.82	14.9901		
2222.3	14.9797		
2222.79	14.9746		
2223.43	14.9755		
2223.9	14.9711		
2224.38	14.9708		
2224.86	14.9698		
2225.33	14.9662		
2225.82	14.9568		
2226.3	14.9415		
2226.94	14.937		
2227.43	14.9316		
2227.9	14.9317		
2228.38	14.9344		
2228.86	14.9314		
2229.5	14.9288		
2229.97	14.9363		
2230.46	14.9415		
2230.94	14.9398		
2231.58	14.9466		
2232.07	14.9479		
2232.53	14.9494		
2233.02	14.953		
2233.5	14.9591		
2234.14	14.9644		
2234.63	14.9655		
2235.1	14.9709		
2235.58	14.9804		
2236.06	14.9941		
2236.53	15.0035		
2237.17	15.0093		
2237.66	15.0049		
2238.14	14.9963		
2238.63	14.9836		
2239.1	14.9715		
2239.74	14.9611		
2240.22	14.9531		
2240.7	14.9452		
2241.17	14.9393		
2241.66	14.9343		
2242.3	14.9351		
2242.78	14.9396		
2243.27	14.9459		
2243.73	14.9578		
2244.22	14.9749		
2244.7	14.9879		
2245.34	14.994		
2245.83	14.9964		
2246.3	15.0011		
2246.78	15.0048		
2247.27	15.0061		
2247.91	15.0176		
2248.37	15.0142		
2248.86	15.0111		
2249.34	15.0086		
2249.83	15.0089		
2250.47	15.0031		
2250.94	14.995		
2251.42	14.9799		
2251.9	14.966		
2252.37	14.9547		
2253.01	14.9426		
2253.5	14.9392		
2253.98	14.9326		
2254.47	14.9331		
2254.94	14.9265		
2255.58	14.9328		
2256.06	14.9343		
2256.55	14.9354		
2257.03	14.9326		
2257.5	14.9308		
2257.98	14.9246		
2258.62	14.9113		
2259.11	14.9029		
2259.57	14.8972		
2260.06	14.8856		
2260.54	14.8828		
2261.18	14.8795		
2261.67	14.8761		
2262.14	14.8731		
2262.62	14.8691		
2263.1	14.8666		
2263.75	14.8735		
2264.22	14.8727		
2264.7	14.8676		
2265.18	14.8623		
2265.67	14.8586		
2266.31	14.8553		
2266.78	14.862		
2267.26	14.8672		
2267.74	14.88		
2268.21	14.8881		
2268.85	14.8868		
2269.34	14.8916		
2269.82	14.8963		
2270.31	14.8945		
2270.78	14.8901		
2271.26	14.8826		
2271.9	14.8862		
2272.39	14.8873		
2272.87	14.8844		
2273.34	14.8833		
2273.82	14.8762		
2274.31	14.8671		
2274.95	14.8618		
2275.41	14.8619		
2275.9	14.8583		
2276.38	14.8553		
2277.02	14.8424		
2277.51	14.84		
2277.98	14.8498		
2278.46	14.8593		
2278.95	14.8625		
2279.59	14.8656		
2280.06	14.8693		
2280.54	14.8774		
2281.02	14.8813		
2281.51	14.8812		
2281.98	14.8801		
2282.62	14.8765		
2283.1	14.8643		
2283.58	14.863		
2284.07	14.8507		
2284.54	14.8382		
2285.18	14.8339		
2285.66	14.8303		
2286.15	14.8261		
2286.62	14.8204		
2287.1	14.8285		
2287.58	14.8365		
2288.23	14.8382		
2288.71	14.8426		
2289.18	14.8497		
2289.66	14.8525		
2290.15	14.8492		
2290.79	14.854		
2291.26	14.859		
2291.74	14.8709		
2292.22	14.8758		
2292.71	14.8767		
2293.35	14.8724		
2293.82	14.8689		
2294.3	14.8663		
2294.79	14.8639		
2295.25	14.8654		
2295.9	14.8707		
2296.38	14.8721		
2296.86	14.8783		
2297.35	14.8765		
2297.82	14.8779		
2298.46	14.8832		
2298.94	14.8883		
2299.43	14.8855		
2299.91	14.8867		
2300.38	14.8871		
2301.02	14.8894		
2301.5	14.89		
2301.99	14.8864		
2302.46	14.8789		
2302.94	14.8751		
2303.42	14.8762		
2304.06	14.8773		
2304.55	14.8694		
2305.02	14.8749		
2305.5	14.8839		
2305.99	14.8845		
2306.63	14.8886		
2307.1	14.891		
2307.58	14.8869		
2308.06	14.8871		
2308.55	14.8873		
2309.02	14.8897		
2309.66	14.8787		
2310.14	14.8746		
2310.63	14.8698		
2311.11	14.8679		
2311.58	14.8717		
2312.06	14.8626		
2312.7	14.8621		
2313.19	14.8608		
2313.66	14.8589		
2314.14	14.8581		
2314.62	14.861		
2315.27	14.8588		
2315.75	14.8536		
2316.22	14.8446		
2316.7	14.8443		
2317.19	14.8456		
2317.65	14.8457		
2318.3	14.845		
2318.78	14.8424		
2319.26	14.8414		
2319.75	14.8428		
2320.39	14.8363		
2320.86	14.8327		
2321.34	14.8343		
2321.83	14.8421		
2322.31	14.8409		
2322.78	14.8448		
2323.42	14.8427		
2323.9	14.8423		
2324.39	14.8396		
2324.86	14.8361		
2325.34	14.8383		
2325.82	14.8374		
2326.47	14.8293		
2326.95	14.8386		
2327.42	14.8432		
2327.9	14.8443		
2328.39	14.8446		
2329.03	14.8487		
2329.5	14.861		
2329.98	14.8672		
2330.47	14.8751		
2330.95	14.8809		
2331.59	14.8927		
2332.06	14.889		
2332.54	14.8917		
2333.03	14.8994		
2333.49	14.8987		
2334.14	14.9034		
2334.62	14.9064		
2335.1	14.9115		
2335.59	14.9156		
2336.06	14.9186		
2336.54	14.9227		
2337.18	14.9163		
2337.67	14.9154		
2338.15	14.9123		
2338.62	14.9125		
2339.1	14.9044		
2339.59	14.9024		
2340.23	14.8933		
2340.7	14.8872		
2341.18	14.8807		
2341.66	14.8808		
2342.15	14.8779		
2342.79	14.8746		
2343.26	14.8712		
2343.74	14.8586		
2344.23	14.8593		
2344.87	14.8514		
2345.34	14.842		
2345.82	14.8388		
2346.31	14.8355		
2346.79	14.8329		
2347.26	14.8314		
2347.9	14.8276		
2348.38	14.8203		
2348.87	14.8122		
2349.35	14.8042		
2349.82	14.7985		
2350.3	14.7933		
2350.94	14.7835		
2351.43	14.7819		
2351.9	14.791		
2352.38	14.7904		
2352.87	14.798		
2353.35	14.7996		
2353.99	14.8131		
2354.46	14.8143		
2354.94	14.8162		
2355.43	14.8182		
2355.9	14.8181		
2356.38	14.8139		
2357.02	14.8114		
2357.51	14.8105		
2357.99	14.8177		
2358.46	14.8262		
2358.94	14.8345		
2359.58	14.8442		
2360.07	14.8468		
2360.55	14.853		
2361.02	14.8447		
2361.5	14.8342		
2361.99	14.8297		
2362.63	14.8183		
2363.1	14.8164		
2363.58	14.8162		
2364.07	14.8183		
2364.55	14.8216		
2365.19	14.8232		
2365.66	14.8284		
2366.14	14.8351		
2366.63	14.8424		
2367.1	14.8523		
2367.58	14.8565		
2368.22	14.8623		
2368.71	14.8586		
2369.19	14.8636		
2369.66	14.8665		
2370.14	14.8687		
2370.63	14.8765		
2371.27	14.874		
2371.74	14.8809		
2372.22	14.8755		
2372.7	14.8762		
2373.19	14.8735		
2373.83	14.8707		
2374.3	14.8685		
2374.78	14.8664		
2375.27	14.8599		
2375.75	14.8482		
2376.39	14.8418		
2376.86	14.8379		
2377.34	14.8316		
2377.83	14.8238		
2378.3	14.8128		
2378.78	14.8063		
2379.42	14.8029		
2379.91	14.7969		
2380.39	14.8023		
2380.86	14.8095		
2381.5	14.8141		
2381.98	14.8153		
2382.47	14.8173		
2382.94	14.8178		
2383.42	14.8135		
2384.06	14.8143		
2384.55	14.8029		
2385.03	14.7913		
2385.5	14.7804		
2385.98	14.7749		
2386.47	14.7787		
2387.11	14.778		
2387.59	14.7783		
2388.06	14.7723		
2388.55	14.7729		
2389.03	14.7714		
2389.67	14.7707		
2390.14	14.7635		
2390.62	14.7565		
2391.11	14.7561		
2391.59	14.7504		
2392.06	14.7511		
2392.7	14.7619		
2393.18	14.7667		
2393.67	14.7733		
2394.14	14.7797		
2394.62	14.7809		
2395.11	14.7761		
2395.75	14.7811		
2396.23	14.7869		
2396.7	14.7875		
2397.18	14.7943		
2397.67	14.7947		
2398.31	14.7931		
2398.79	14.7956		
2399.26	14.7989		
2399.74	14.8077		
2400.23	14.8093		
2400.7	14.8071		
2401.34	14.7971		
2401.82	14.7897		
2402.31	14.7804		
2402.79	14.7738		
2403.26	14.7685		
2403.74	14.7623		
2404.39	14.7563		
2404.87	14.7584		
2405.34	14.7571		
2405.82	14.7593		
2406.46	14.7571		
2406.95	14.7583		
2407.43	14.7661		
2407.9	14.7752		
2408.38	14.7805		
2409.02	14.7895		
2409.51	14.7929		
2409.98	14.7923		
2410.46	14.7933		
2410.95	14.7998		
2411.59	14.7987		
2412.07	14.7931		
2412.54	14.7918		
2413.02	14.7941		
2413.51	14.7943		
2413.99	14.7995		
2414.63	14.8059		
2415.1	14.8069		
2415.58	14.8086		
2416.07	14.8121		
2416.54	14.8152		
2417.02	14.8205		
2417.66	14.8293		
2418.15	14.8288		
2418.63	14.8226		
2419.1	14.8099		
2419.58	14.7992		
2420.07	14.7861		
2420.71	14.7749		
2421.18	14.7602		
2421.66	14.7464		
2422.15	14.7428		
2422.63	14.7396		
2423.27	14.7359		
2423.74	14.7338		
2424.22	14.7334		
2424.71	14.7338		
2425.35	14.7484		
2425.83	14.7579		
2426.3	14.7667		
2426.79	14.7735		
2427.27	14.7736		
2427.91	14.7829		
2428.38	14.7905		
2428.86	14.8001		
2429.35	14.7983		
2429.83	14.7956		
2430.47	14.7973		
2430.94	14.8012		
2431.43	14.7995		
2431.91	14.8048		
2432.38	14.8117		
2432.86	14.8188		
2433.5	14.8263		
2433.99	14.828		
2434.47	14.8234		
2434.94	14.8211		
2435.43	14.8191		
2435.91	14.8141		
2436.55	14.804		
2437.02	14.8031		
2437.5	14.806		
2437.99	14.8067		
2438.47	14.8209		
2438.94	14.8251		
2439.42	14.8266		
2440.06	14.8261		
2440.55	14.8274		
2441.03	14.8272		
2441.5	14.8256		
2441.98	14.8198		
2442.63	14.815		
2443.11	14.8121		
2443.58	14.8112		
2444.06	14.8057		
2444.55	14.7999		
2445.03	14.7961		
2445.5	14.7947		
2446.14	14.788		
2446.62	14.784		
2447.11	14.7805		
2447.59	14.7824		
2448.06	14.7752		
2448.55	14.7694		
2449.19	14.7673		
2449.67	14.7669		
2450.14	14.7593		
2450.62	14.7591		
2451.11	14.7446		
2451.75	14.7519		
2452.23	14.755		
2452.7	14.7587		
2453.19	14.7676		
2453.67	14.7732		
2454.31	14.7776		
2454.78	14.7826		
2455.26	14.7925		
2455.75	14.8035		
2456.23	14.8092		
2456.7	14.8089		
2457.19	14.8101		
2457.67	14.8121		
2458.31	14.8066		
2458.78	14.8021		
2459.26	14.8039		
2459.75	14.8059		
2460.23	14.8039		
2460.87	14.806		
2461.34	14.8111		
2461.82	14.8095		
2462.31	14.8138		
2462.79	14.8189		
2463.43	14.8224		
2463.9	14.8176		
2464.39	14.8195		
2464.87	14.8217		
2465.34	14.8256		
2465.82	14.8399		
2466.46	14.8436		
2466.95	14.8532		
2467.43	14.8532		
2467.9	14.8549		
2468.39	14.8467		
2468.87	14.8384		
2469.51	14.8302		
2469.98	14.8231		
2470.46	14.8222		
2470.95	14.8207		
2471.43	14.814		
2471.9	14.8113		
2472.54	14.8123		
2473.02	14.8241		
2473.51	14.8262		
2473.99	14.8272		
2474.46	14.8303		
2474.95	14.8383		
2475.59	14.8326		
2476.07	14.832		
2476.54	14.8271		
2477.02	14.827		
2477.51	14.8224		
2477.99	14.821		
2478.63	14.8187		
2479.1	14.8115		
2479.59	14.8125		
2480.07	14.8193		
2480.56	14.8172		
2481.18	14.8196		
2481.66	14.8234		
2482.15	14.8206		
2482.63	14.8262		
2483.1	14.8249		
2483.58	14.8157		
2484.23	14.8003		
2484.71	14.7912		
2485.19	14.7913		
2485.66	14.7891		
2486.15	14.7875		
2486.63	14.7904		
2487.27	14.8022		
2487.74	14.8103		
2488.23	14.8119		
2488.71	14.8222		
2489.19	14.8149		
2489.83	14.8088		
2490.3	14.8196		
2490.79	14.8263		
2491.27	14.8292		
2491.74	14.8312		
2492.22	14.8294		
2492.86	14.8277		
2493.35	14.8239		
2493.83	14.8156		
2494.3	14.8073		
2494.79	14.8006		
2495.27	14.7943		
2495.75	14.783		
2496.4	14.7722		
2496.86	14.7634		
2497.35	14.7517		
2497.83	14.7454		
2498.3	14.7332		
2498.94	14.7255		
2499.43	14.7197		
2499.91	14.7139		
2500.39	14.712		
2500.86	14.7145		
2501.5	14.7247		
2501.99	14.7383		
2502.47	14.7522		
2502.94	14.7656		
2503.42	14.7807		
2503.91	14.7885		
2504.55	14.7971		
2505.03	14.7958		
2505.5	14.7945		
2505.99	14.7995		
2506.47	14.8057		
2507.11	14.7993		
2507.6	14.8083		
2508.06	14.8219		
2508.55	14.8274		
2509.03	14.8381		
2509.67	14.8491		
2510.14	14.8484		
2510.63	14.8469		
2511.11	14.8427		
2511.59	14.8379		
2512.23	14.8414		
2512.7	14.8411		
2513.19	14.8515		
2513.67	14.864		
2514.14	14.8741		
2514.62	14.8807		
2515.11	14.8854		
2515.75	14.8924		
2516.23	14.8889		
2516.7	14.883		
2517.19	14.8787		
2517.67	14.876		
2518.31	14.8682		
2518.78	14.8595		
2519.26	14.8593		
2519.75	14.8599		
2520.23	14.8614		
2520.7	14.8613		
2521.34	14.8592		
2521.83	14.8544		
2522.31	14.8484		
2522.8	14.8368		
2523.26	14.8223		
2523.9	14.8095		
2524.39	14.7971		
2524.87	14.7906		
2525.34	14.7959		
2525.82	14.7993		
2526.31	14.8012		
2526.95	14.803		
2527.43	14.8114		
2527.9	14.8156		
2528.39	14.8235		
2528.87	14.8282		
2529.51	14.8331		
2529.98	14.8313		
2530.47	14.8303		
2530.95	14.8306		
2531.43	14.8203		
2531.9	14.8081		
2532.54	14.7975		
2533.03	14.7881		
2533.51	14.7886		
2533.99	14.7861		
2534.46	14.7773		
2535.1	14.7723		
2535.59	14.7681		
2536.07	14.7634		
2536.54	14.7621		
2537.03	14.757		
2537.67	14.7535		
2538.15	14.7489		
2538.64	14.7426		
2539.1	14.7438		
2539.59	14.7434		
2540.23	14.7463		
2540.71	14.7526		
2541.18	14.7499		
2541.66	14.754		
2542.15	14.7531		
2542.63	14.7495		
2543.27	14.7519		
2543.74	14.7498		
2544.23	14.7452		
2544.71	14.7456		
2545.2	14.7444		
2545.84	14.7567		
2546.31	14.7744		
2546.79	14.787		
2547.27	14.7899		
2547.91	14.8009		
2548.38	14.8078		
2548.87	14.8119		
2549.35	14.8145		
2549.83	14.8151		
2550.48	14.8257		
2550.94	14.8262		
2551.43	14.8185		
2551.91	14.8208		
2552.38	14.8191		
2553.02	14.8123		
2553.51	14.8091		
2553.99	14.8118		
2554.48	14.8226		
2555.11	14.8385		
2555.58	14.8513		
2556.07	14.8632		
2556.55	14.8687		
2557.02	14.8736		
2557.51	14.8815		
2558.15	14.8926		
2558.63	14.8958		
2559.11	14.8987		
2559.58	14.8976		
2560.07	14.8986		
2560.55	14.9033		
2561.19	14.9082		
2561.68	14.907		
2562.15	14.911		
2562.63	14.9098		
2563.11	14.9038		
2563.75	14.9015		
2564.22	14.8958		
2564.71	14.893		
2565.19	14.8956		
2565.68	14.8881		
2566.14	14.8821		
2566.78	14.8778		
2567.27	14.8794		
2567.75	14.8809		
2568.22	14.8809		
2568.71	14.8711		
2569.19	14.8693		
2569.83	14.8671		
2570.31	14.8689		
2570.78	14.8805		
2571.27	14.8843		
2571.75	14.8888		
2572.39	14.8888		
2572.88	14.8885		
2573.35	14.8888		
2573.83	14.8904		
2574.31	14.8964		
2574.95	14.8925		
2575.42	14.8869		
2575.91	14.8881		
2576.39	14.891		
2576.88	14.8841		
2577.34	14.8772		
2577.98	14.8765		
2578.47	14.8771		
2578.95	14.8805		
2579.42	14.8824		
2579.91	14.883		
2580.39	14.8863		
2581.03	14.8853		
2581.52	14.8823		
2581.98	14.8839		
2582.47	14.898		
2582.95	14.9045		
2583.59	14.8983		
2584.08	14.8951		
2584.55	14.8897		
2585.03	14.8883		
2585.51	14.8812		
2585.98	14.8798		
2586.62	14.8765		
2587.11	14.8775		
2587.59	14.8763		
2588.08	14.8749		
2588.55	14.8729		
2589.19	14.8603		
2589.67	14.8523		
2590.15	14.8444		
2590.62	14.8319		
2591.26	14.8227		
2591.75	14.8218		
2592.23	14.8221		
2592.72	14.8235		
2593.18	14.8221		
2593.67	14.8213		
2594.31	14.8233		
2594.79	14.8253		
2595.26	14.8305		
2595.75	14.8319		
2596.23	14.836		
2596.87	14.8418		
2597.35	14.8384		
2597.82	14.8362		
2598.31	14.8363		
2598.79	14.8308		
2599.43	14.8326		
2599.92	14.8286		
2600.39	14.8216		
2600.87	14.8161		
2601.35	14.8089		
2601.99	14.8026		
2602.46	14.8044		
2602.95	14.8038		
2603.43	14.7989		
2603.92	14.7941		
2604.56	14.7781		
2605.02	14.7646		
2605.51	14.7556		
2605.99	14.7499		
2606.46	14.7417		
2606.95	14.7336		
2607.43	14.7304		
2608.07	14.7296		
2608.56	14.7256		
2609.02	14.7243		
2609.51	14.7275		
2609.99	14.7194		
2610.63	14.7081		
2611.12	14.7036		
2611.59	14.709		
2612.07	14.7096		
2612.56	14.7131		
2613.02	14.7173		
2613.66	14.7125		
2614.15	14.7101		
2614.63	14.7123		
2615.12	14.7061		
2615.59	14.6971		
2616.07	14.6879		
2616.71	14.6797		
2617.19	14.6776		
2617.66	14.6802		
2618.15	14.6854		
2618.63	14.6966		
2619.27	14.7031		
2619.76	14.7041		
2620.23	14.7148		
2620.71	14.7154		
2621.19	14.7131		
2621.83	14.7158		
2622.3	14.7206		
2622.79	14.7227		
2623.27	14.727		
2623.76	14.7316		
2624.22	14.7284		
2624.71	14.725		
2625.35	14.7305		
2625.83	14.7308		
2626.32	14.7231		
2626.79	14.7226		
2627.27	14.7186		
2627.91	14.7214		
2628.4	14.729		
2628.86	14.7374		
2629.35	14.7438		
2629.83	14.7538		
2630.47	14.7586		
2630.96	14.7642		
2631.43	14.7637		
2631.91	14.7616		
2632.39	14.7641		
2633.03	14.7585		
2633.5	14.7587		
2633.99	14.7479		
2634.47	14.7419		
2634.96	14.7291		
2635.6	14.7271		
2636.06	14.7204		
2636.55	14.7175		
2637.03	14.7222		
2637.52	14.7205		
2637.99	14.7289		
2638.63	14.7379		
2639.11	14.7329		
2639.6	14.7307		
2640.06	14.7289		
2640.55	14.7219		
2641.19	14.7212		
2641.67	14.7309		
2642.16	14.7323		
2642.63	14.7326		
2643.11	14.7392		
2643.6	14.7432		
2644.23	14.7365		
2644.7	14.7446		
2645.19	14.7555		
2645.67	14.7677		
2646.16	14.7716		
2646.8	14.7728		
2647.27	14.762		
2647.75	14.7666		
2648.23	14.7722		
2648.72	14.7698		
2649.19	14.769		
2649.83	14.7622		
2650.31	14.7645		
2650.8	14.7688		
2651.27	14.7746		
2651.75	14.7748		
2652.39	14.7801		
2652.87	14.7762		
2653.36	14.7801		
2653.83	14.7822		
2654.31	14.7903		
2654.8	14.7904		
2655.44	14.7997		
2655.9	14.8079		
2656.39	14.814		
2656.87	14.822		
2657.36	14.8257		
2658	14.826		
2658.47	14.8214		
2658.95	14.8118		
2659.44	14.8019		
2659.92	14.792		
2660.39	14.7851		
2661.03	14.7731		
2661.51	14.7683		
2662	14.7702		
2662.47	14.7706		
2662.95	14.7783		
2663.59	14.7887		
2664.07	14.7917		
2664.56	14.7905		
2665.03	14.7893		
2665.51	14.7876		
2666	14.7969		
2666.64	14.8017		
2667.1	14.7945		
2667.59	14.7878		
2668.07	14.7854		
2668.56	14.7764		
2669.2	14.7832		
2669.67	14.7783		
2670.15	14.7682		
2670.64	14.763		
2671.1	14.7587		
2671.59	14.7512		
2672.23	14.7551		
2672.71	14.761		
2673.2	14.7613		
2673.67	14.7585		
2674.15	14.7644		
2674.63	14.7617		
2675.27	14.7674		
2675.76	14.7677		
2676.23	14.7629		
2676.71	14.7566		
2677.2	14.7435		
2677.84	14.7281		
2678.31	14.7275		
2678.79	14.7233		
2679.27	14.7155		
2679.76	14.7171		
2680.23	14.7211		
2680.87	14.7239		
2681.35	14.7315		
2681.84	14.7358		
2682.3	14.7347		
2682.79	14.7278		
2683.43	14.7201		
2683.91	14.7157		
2684.4	14.7093		
2684.87	14.7051		
2685.35	14.7076		
2685.83	14.7056		
2686.48	14.7081		
2686.96	14.7052		
2687.43	14.7075		
2687.91	14.7017		
2688.4	14.6991		
2689.04	14.6932		
2689.51	14.6843		
2689.99	14.6801		
2690.47	14.6789		
2690.96	14.6749		
2691.6	14.6835		
2692.07	14.6895		
2692.55	14.6943		
2693.04	14.7042		
2693.51	14.7071		
2693.99	14.7083		
2694.63	14.6999		
2695.11	14.6843		
2695.6	14.6731		
2696.07	14.6681		
2696.55	14.6555		
2697.19	14.6496		
2697.68	14.6473		
2698.16	14.6495		
2698.63	14.6605		
2699.27	14.6769		
2699.75	14.692		
2700.24	14.7076		
2700.71	14.7194		
2701.19	14.7347		
2701.68	14.7474		
2702.31	14.7613		
2702.8	14.7669		
2703.27	14.7744		
2703.75	14.7831		
2704.24	14.7863		
2704.88	14.7934		
2705.35	14.8056		
2705.83	14.8056		
2706.31	14.8017		
2706.8	14.8013		
2707.44	14.7946		
2707.91	14.7817		
2708.39	14.7674		
2708.87	14.7441		
2709.36	14.7288		
2710	14.7051		
2710.47	14.6957		
2710.95	14.6983		
