KRAS_1uMGDP_G12D_GDP_D_4002 - 1_X	KRAS_1uMGDP_G12D_GDP_D_4002 - 1_Y	Fit on KRAS_1uMGDP_G12D_GDP_D_40_X	Fit on KRAS_1uMGDP_G12D_GDP_D_40_Y
677.466	3.15019		
677.935	3.14588		
678.419	3.15073		
679.06	3.16116		
679.544	3.169		
680.028	3.18274		
680.497	3.1947		
680.981	3.19841		
681.465	3.20119		
682.106	3.20794		
682.575	3.21074		
683.059	3.2135		
683.543	3.21259		
684.027	3.20376		
684.668	3.20215		
685.137	3.19952		
685.621	3.20051		
686.105	3.20943		
686.574	3.22224		
687.058	3.23541		
687.698	3.24451		
688.183	3.24457		
688.667	3.25436		
689.136	3.25492		
689.776	3.25638		
690.26	3.26168		
690.745	3.26642		
691.213	3.27011		
691.697	3.26948		
692.182	3.26755		
692.822	3.26485		
693.306	3.26492		
693.775	3.26647		
694.259	3.27112		
694.744	3.2763		
695.384	3.28305		
695.868	3.2929		
696.337	3.30722		
696.821	3.31915		
697.306	3.32919		
697.774	3.34023		
698.258	3.3459		
698.899	3.35292		
699.383	3.36189		
699.867	3.36594		
700.336	3.36945		
700.82	3.3749		
701.461	3.36858		
701.945	3.36511		
702.414	3.36365		
702.898	3.3657		
703.382	3.37756		
703.866	3.38385		
704.507	3.38911		
704.976	3.38947		
705.46	3.39797		
705.944	3.39652		
706.428	3.39736		
707.069	3.39811		
707.537	3.4073		
708.022	3.40915		
708.506	3.40642		
708.975	3.40924		
709.615	3.41728		
710.099	3.41658		
710.584	3.41634		
711.068	3.42319		
711.537	3.4285		
712.177	3.42646		
712.661	3.42242		
713.146	3.41488		
713.614	3.40688		
714.098	3.39442		
714.583	3.39083		
715.223	3.39434		
715.707	3.39511		
716.176	3.39874		
716.66	3.40287		
717.145	3.403		
717.785	3.41308		
718.254	3.41317		
718.738	3.42403		
719.222	3.42855		
719.707	3.42923		
720.175	3.4305		
720.816	3.42792		
721.3	3.41931		
721.784	3.41711		
722.268	3.41962		
722.737	3.42794		
723.378	3.4343		
723.862	3.42663		
724.346	3.4261		
724.815	3.42593		
725.299	3.42838		
725.783	3.42618		
726.424	3.41204		
726.908	3.4021		
727.377	3.38162		
727.861	3.36599		
728.345	3.34968		
728.986	3.32858		
729.454	3.31529		
729.938	3.29828		
730.423	3.28475		
730.907	3.27562		
731.376	3.2672		
732.016	3.25839		
732.5	3.2474		
732.985	3.2392		
733.469	3.24182		
734.109	3.23788		
734.578	3.24194		
735.062	3.24029		
735.547	3.23129		
736.015	3.22651		
736.656	3.21946		
737.14	3.2339		
737.624	3.2565		
738.108	3.27523		
738.577	3.32043		
739.061	3.35283		
739.702	3.38626		
740.186	3.4189		
740.655	3.45136		
741.139	3.48899		
741.623	3.5306		
742.108	3.58597		
742.748	3.65421		
743.217	3.71191		
743.701	3.77041		
744.185	3.81586		
744.669	3.86215		
745.294	3.9165		
745.779	3.94576		
746.263	3.97529		
746.747	4.0034		
747.216	4.01525		
747.7	4.03031		
748.34	4.0409		
748.825	4.03512		
749.309	4.0417		
749.778	4.03936		
750.262	4.04295		
750.746	4.0396		
751.387	4.04644		
751.855	4.04653		
752.34	4.0495		
752.824	4.05694		
753.308	4.03922		
753.777	4.029		
754.417	4.05848		
754.901	4.11193		
755.386	4.17691		
755.87	4.23529		
756.339	4.27435		
756.979	4.31135		
757.463	4.32707		
757.948	4.32837		
758.416	4.31237		
758.901	4.29113		
759.385	4.25625		
760.025	4.21385		
760.509	4.18034		
760.978	4.14522		
761.462	4.11837		
761.947	4.08595		
762.415	4.04011		
763.056	4.00217		
763.54	3.97628		
764.024	3.94647		
764.509	3.92898		
764.977	3.91715		
765.461	3.90073		
766.102	3.87973		
766.586	3.86621		
767.055	3.85087		
767.539	3.83919		
768.023	3.83316		
768.508	3.82751		
769.148	3.88915		
769.617	3.99313		
770.101	4.17488		
770.585	4.35013		
771.226	4.49954		
771.71	4.5466		
772.179	4.55326		
772.663	4.52644		
773.147	4.48626		
773.616	4.41073		
774.256	4.29493		
774.741	4.2034		
775.225	4.12801		
775.709	4.06776		
776.178	4.00105		
776.818	3.93062		
777.302	3.88952		
777.787	3.85277		
778.255	3.83036		
778.74	3.81004		
779.38	3.77772		
779.864	3.7591		
780.349	3.74465		
780.817	3.73328		
781.301	3.7337		
781.786	3.73526		
782.426	3.73773		
782.91	3.73435		
783.379	3.729		
783.863	3.74619		
784.348	3.83047		
784.988	4.00185		
785.457	4.11683		
785.941	4.10012		
786.425	4.00864		
786.91	3.89923		
787.55	3.73826		
788.019	3.61428		
788.503	3.51254		
788.987	3.40829		
789.456	3.32612		
790.096	3.25431		
790.581	3.24934		
791.065	3.24926		
791.549	3.26299		
792.018	3.28265		
792.502	3.31119		
793.142	3.33707		
793.627	3.37559		
794.111	3.40984		
794.58	3.44768		
795.064	3.4724		
795.704	3.49788		
796.189	3.52348		
796.657	3.5533		
797.142	3.57506		
797.626	3.59741		
798.266	3.62274		
798.751	3.64456		
799.219	3.67548		
799.703	3.68685		
800.188	3.63662		
800.656	3.5582		
801.297	3.42134		
801.781	3.36484		
802.265	3.3182		
802.75	3.2953		
803.218	3.29573		
803.702	3.26701		
804.343	3.14541		
804.827	3.05272		
805.296	3.00912		
805.78	3.0077		
806.264	3.01428		
806.749	3.02955		
807.389	3.0716		
807.858	3.14751		
808.342	3.2194		
808.826	3.29764		
809.311	3.38413		
809.951	3.47733		
810.42	3.56778		
810.904	3.63594		
811.388	3.67386		
811.857	3.68704		
812.341	3.6681		
812.982	3.61721		
813.466	3.59507		
813.95	3.57244		
814.419	3.55619		
814.903	3.55593		
815.543	3.56426		
816.028	3.58395		
816.496	3.59541		
816.981	3.61434		
817.621	3.64268		
818.105	3.65766		
818.59	3.66928		
819.058	3.68228		
819.543	3.68881		
820.183	3.68672		
820.667	3.68038		
821.152	3.67877		
821.62	3.67487		
822.104	3.68561		
822.745	3.70123		
823.229	3.7211		
823.698	3.73527		
824.182	3.7409		
824.666	3.74451		
825.307	3.7628		
825.791	3.78375		
826.26	3.78825		
826.744	3.79963		
827.228	3.80417		
827.697	3.8141		
828.337	3.82625		
828.822	3.83904		
829.306	3.89598		
829.79	4.01436		
830.259	4.15		
830.743	4.30007		
831.227	4.45873		
831.868	4.65783		
832.352	4.73768		
832.821	4.79059		
833.305	4.81506		
833.789	4.81855		
834.43	4.74934		
834.898	4.61077		
835.383	4.43684		
835.867	4.24093		
836.351	4.04144		
836.992	3.77882		
837.459	3.65563		
837.944	3.55132		
838.429	3.48607		
838.897	3.4609		
839.382	3.4636		
840.022	3.48494		
840.506	3.52245		
840.991	3.56616		
841.458	3.61246		
841.944	3.65203		
842.428	3.68513		
843.068	3.72204		
843.537	3.75965		
844.021	3.78974		
844.505	3.81637		
844.99	3.83607		
845.63	3.85746		
846.099	3.86264		
846.583	3.86474		
847.067	3.86502		
847.552	3.86116		
848.192	3.85832		
848.661	3.86057		
849.145	3.86204		
849.629	3.87446		
850.098	3.88125		
850.582	3.89418		
851.223	3.89877		
851.707	3.90507		
852.191	3.91142		
852.66	3.91649		
853.144	3.91521		
853.628	3.91064		
854.269	3.9118		
854.737	3.91294		
855.222	3.91745		
855.706	3.92167		
856.19	3.93054		
856.831	3.93444		
857.299	3.94763		
857.784	3.95268		
858.268	3.96117		
858.908	3.95793		
859.393	3.95163		
859.861	3.95136		
860.346	3.95244		
860.83	3.95854		
861.298	3.97148		
861.783	3.98411		
862.423	3.99448		
862.907	4.01056		
863.392	4.02154		
863.86	4.02653		
864.345	4.03341		
864.985	4.04719		
865.469	4.04194		
865.938	4.03974		
866.422	4.0445		
866.906	4.03465		
867.547	4.01757		
868.031	4.01532		
868.5	4.01489		
868.984	4.01184		
869.625	4.02532		
870.109	4.05072		
870.593	4.07294		
871.062	4.09192		
871.546	4.11585		
872.186	4.13763		
872.671	4.13836		
873.139	4.12683		
873.624	4.11571		
874.264	4.09443		
874.748	4.08482		
875.233	4.08263		
875.701	4.08021		
876.186	4.07299		
876.826	4.06085		
877.31	4.06159		
877.779	4.0638		
878.263	4.06991		
878.747	4.07855		
879.232	4.07888		
879.872	4.08763		
880.341	4.08879		
880.825	4.08799		
881.309	4.09278		
881.794	4.09213		
882.417	4.0779		
882.903	4.07198		
883.387	4.06479		
883.871	4.06961		
884.34	4.07248		
884.98	4.07479		
885.465	4.08515		
885.949	4.09129		
886.433	4.0939		
886.902	4.10041		
887.386	4.10549		
888.027	4.11205		
888.511	4.10329		
888.979	4.10118		
889.464	4.09817		
889.948	4.08765		
890.588	4.08873		
891.073	4.08711		
891.541	4.09311		
892.026	4.10085		
892.51	4.10086		
892.979	4.10528		
893.619	4.10305		
894.103	4.10576		
894.588	4.09845		
895.072	4.09661		
895.712	4.09585		
896.181	4.08974		
896.665	4.08248		
897.149	4.07895		
897.634	4.07478		
898.259	4.07139		
898.743	4.05891		
899.227	4.05589		
899.711	4.04984		
900.352	4.03744		
900.82	4.03535		
901.305	4.03383		
901.789	4.03019		
902.273	4.02385		
902.914	4.02269		
903.382	4.02473		
903.867	4.02508		
904.351	4.02486		
904.819	4.02316		
905.304	4.02445		
905.944	4.03531		
906.428	4.03952		
906.913	4.04285		
907.381	4.04781		
907.866	4.05511		
908.504	4.06191		
908.988	4.06956		
909.473	4.07427		
909.941	4.07811		
910.426	4.07702		
911.066	4.08049		
911.55	4.08121		
912.019	4.08206		
912.503	4.08591		
912.987	4.09489		
913.628	4.09399		
914.112	4.09611		
914.581	4.09489		
915.065	4.10832		
915.549	4.10234		
916.19	4.11184		
916.674	4.12088		
917.143	4.18971		
917.627	4.31313		
918.111	4.46942		
918.752	4.70809		
919.22	4.89466		
919.705	5.09143		
920.189	5.29768		
920.829	5.57673		
921.314	5.76317		
921.782	5.86313		
922.267	5.93779		
922.75	5.98688		
923.391	6.01715		
923.86	6.01396		
924.344	6.00628		
924.828	5.97943		
925.313	5.94067		
925.953	5.90107		
926.422	5.8617		
926.906	5.83711		
927.39	5.82338		
927.859	5.79917		
928.499	5.7786		
928.984	5.75568		
929.468	5.73366		
929.952	5.70808		
930.593	5.66811		
931.061	5.61726		
931.546	5.5613		
932.03	5.50103		
932.514	5.43489		
933.155	5.35234		
933.623	5.28272		
934.108	5.21884		
934.592	5.16201		
935.06	5.10993		
935.701	5.04571		
936.185	4.99764		
936.669	4.95858		
937.154	4.92568		
937.622	4.90326		
938.263	4.87192		
938.747	4.84426		
939.231	4.81313		
939.7	4.78366		
940.184	4.76513		
940.669	4.73908		
941.309	4.71412		
941.792	4.69867		
942.262	4.68607		
942.746	4.67622		
943.387	4.67534		
943.871	4.67732		
944.339	4.6795		
944.824	4.6764		
945.308	4.683		
945.949	4.68519		
946.433	4.68297		
946.901	4.69111		
947.386	4.68841		
948.026	4.68607		
948.51	4.68658		
948.995	4.68548		
949.463	4.68255		
949.948	4.68345		
950.588	4.68381		
951.072	4.67547		
951.541	4.67098		
952.025	4.67531		
952.509	4.67701		
953.15	4.68085		
953.634	4.68791		
954.103	4.69594		
954.587	4.70486		
955.228	4.71415		
955.712	4.72786		
956.18	4.72942		
956.665	4.72852		
957.149	4.72447		
957.789	4.72692		
958.274	4.73536		
958.742	4.74202		
959.227	4.73826		
959.867	4.73442		
960.351	4.73314		
960.82	4.73378		
961.304	4.74226		
961.789	4.73914		
962.429	4.73927		
962.913	4.74786		
963.382	4.74975		
963.866	4.74996		
964.35	4.76036		
964.991	4.76455		
965.475	4.76591		
965.944	4.76771		
966.428	4.77511		
966.912	4.77411		
967.381	4.77511		
968.021	4.77711		
968.506	4.78085		
968.99	4.78208		
969.474	4.7851		
970.115	4.77876		
970.583	4.77648		
971.068	4.78503		
971.552	4.79192		
972.021	4.79773		
972.661	4.81544		
973.145	4.82991		
973.63	4.83241		
974.114	4.83779		
974.754	4.85874		
975.223	4.87056		
975.707	4.8699		
976.191	4.87057		
976.676	4.86858		
977.301	4.86515		
977.785	4.85862		
978.269	4.8624		
978.753	4.86886		
979.222	4.86675		
979.862	4.86572		
980.347	4.86552		
980.831	4.8717		
981.315	4.87216		
981.956	4.86453		
982.424	4.86769		
982.909	4.87232		
983.393	4.87901		
983.861	4.90099		
984.502	5.00543		
984.986	5.14875		
985.47	5.25775		
985.955	5.3207		
986.595	5.5127		
987.064	5.55318		
987.548	5.462		
988.032	5.33636		
988.5	5.15932		
988.985	4.93286		
989.625	4.80019		
990.11	4.46106		
990.594	-4.0067		
991.063	-1.24536		
991.547	2.26554		
992.031	3.83015		
992.672	5.09322		
993.156	5.24665		
993.625	5.19281		
994.109	5.08476		
994.75	5.12573		
995.234	5.16285		
995.703	5.18866		
996.187	5.21948		
996.671	5.24799		
997.311	5.28018		
997.796	5.30706		
998.264	5.32462		
998.749	5.34373		
999.389	5.37044		
999.873	5.3944		
1000.34	5.41085		
1000.83	5.42478		
1001.31	5.43792		
1001.95	5.46303		
1002.44	5.48911		
1002.9	5.51011		
1003.39	5.53384		
1003.87	5.55087		
1004.51	5.56527		
1004.98	5.58222		
1005.47	5.60285		
1005.95	5.62408		
1006.59	5.63748		
1007.07	5.64111		
1007.54	5.6617		
1008.03	5.67125		
1008.51	5.68517		
1009.15	5.70818		
1009.62	5.728		
1010.1	5.74604		
1010.59	5.76403		
1011.23	5.78029		
1011.71	5.79517		
1012.18	5.80781		
1012.67	5.81584		
1013.15	5.82557		
1013.79	5.84847		
1014.28	5.86227		
1014.74	5.88152		
1015.23	5.89611		
1015.71	5.91079		
1016.35	5.9242		
1016.82	5.93458		
1017.31	5.93588		
1017.79	5.93884		
1018.27	5.94772		
1018.74	5.95115		
1019.38	5.94279		
1019.87	5.94326		
1020.35	5.94698		
1020.82	5.95277		
1021.46	5.95259		
1021.95	5.96371		
1022.43	5.969		
1022.91	5.96927		
1023.38	5.97215		
1024.02	5.98265		
1024.51	5.98706		
1024.99	5.99209		
1025.48	5.997		
1026.1	6.00431		
1026.59	6.01044		
1027.07	6.02237		
1027.55	6.03111		
1028.02	6.03612		
1028.66	6.04329		
1029.15	6.04954		
1029.63	6.05519		
1030.12	6.06459		
1030.58	6.07055		
1031.23	6.07873		
1031.71	6.09015		
1032.19	6.10537		
1032.66	6.12656		
1033.3	6.14975		
1033.79	6.16206		
1034.27	6.1813		
1034.76	6.20011		
1035.23	6.22584		
1035.86	6.24829		
1036.35	6.27153		
1036.83	6.29074		
1037.3	6.30435		
1037.94	6.32071		
1038.43	6.32616		
1038.91	6.32967		
1039.4	6.34344		
1039.86	6.35547		
1040.51	6.36528		
1040.99	6.37683		
1041.47	6.39487		
1041.96	6.41285		
1042.43	6.43358		
1042.91	6.447		
1043.55	6.47073		
1044.03	6.48261		
1044.5	6.49093		
1044.99	6.50697		
1045.47	6.51215		
1046.11	6.50988		
1046.6	6.50525		
1047.06	6.5005		
1047.55	6.4966		
1048.03	6.50154		
1048.67	6.50579		
1049.14	6.509		
1049.63	6.50964		
1050.11	6.51458		
1050.75	6.52783		
1051.24	6.54927		
1051.7	6.57374		
1052.19	6.5971		
1052.67	6.61594		
1053.31	6.63457		
1053.78	6.64516		
1054.27	6.66551		
1054.75	6.67849		
1055.39	6.70499		
1055.88	6.71961		
1056.35	6.72752		
1056.83	6.7415		
1057.31	6.75364		
1057.95	6.76887		
1058.44	6.78484		
1058.91	6.80011		
1059.39	6.81426		
1059.87	6.81714		
1060.52	6.82437		
1060.98	6.83213		
1061.47	6.84323		
1061.95	6.85565		
1062.59	6.86289		
1063.08	6.87085		
1063.55	6.88046		
1064.03	6.89095		
1064.51	6.89837		
1065.15	6.91662		
1065.62	6.92703		
1066.11	6.94184		
1066.59	6.96188		
1067.08	6.97486		
1067.72	6.9935		
1068.19	6.99873		
1068.67	7.00268		
1069.15	7.00938		
1069.62	7.02205		
1070.26	7.02916		
1070.75	7.04511		
1071.23	7.05383		
1071.72	7.06605		
1072.19	7.07874		
1072.82	7.0907		
1073.31	7.10221		
1073.79	7.10798		
1074.28	7.11273		
1074.75	7.11838		
1075.39	7.13025		
1075.87	7.13316		
1076.35	7.13737		
1076.82	7.14958		
1077.47	7.16455		
1077.95	7.17571		
1078.43	7.19903		
1078.92	7.21685		
1079.39	7.2326		
1080.03	7.24629		
1080.51	7.26189		
1080.99	7.27207		
1081.46	7.27481		
1082.1	7.27875		
1082.59	7.27729		
1083.07	7.28265		
1083.56	7.28818		
1084.03	7.29295		
1084.67	7.30474		
1085.15	7.31568		
1085.64	7.32879		
1086.1	7.33916		
1086.59	7.35211		
1087.23	7.37136		
1087.71	7.3937		
1088.2	7.40836		
1088.66	7.42253		
1089.31	7.44246		
1089.79	7.45023		
1090.27	7.4524		
1090.76	7.45989		
1091.23	7.47032		
1091.87	7.46878		
1092.35	7.48488		
1092.84	7.50186		
1093.31	7.51165		
1093.79	7.52821		
1094.43	7.55784		
1094.91	7.56734		
1095.4	7.5761		
1095.87	7.58838		
1096.35	7.60237		
1096.83	7.61352		
1097.48	7.63236		
1097.94	7.65134		
1098.43	7.66518		
1098.91	7.67617		
1099.4	7.67879		
1100.04	7.68386		
1100.51	7.68737		
1100.99	7.69547		
1101.48	7.70262		
1102.11	7.71665		
1102.58	7.72578		
1103.07	7.73087		
1103.55	7.69268		
1104.04	7.62484		
1104.68	7.59874		
1105.15	7.5642		
1105.63	7.22121		
1106.11	7.59442		
1106.76	7.78865		
1107.24	7.76417		
1107.71	7.85761		
1108.19	7.97967		
1108.68	8.03377		
1109.32	8.12269		
1109.78	15.1288		
1110.27	10.7642		
1110.75	7.46822		
1111.24	7.47767		
1111.88	7.49882		
1112.35	7.60562		
1112.83	7.59637		
1113.32	7.59217		
1113.96	7.58897		
1114.43	7.58878		
1114.91	7.5903		
1115.39	7.58224		
1115.88	7.57998		
1116.52	7.57739		
1116.99	7.57583		
1117.47	7.58282		
1117.95	7.58817		
1118.6	7.5829		
1119.08	7.58441		
1119.55	7.58833		
1120.03	7.59064		
1120.52	7.59428		
1120.99	7.60154		
1121.63	7.61086		
1122.11	7.61232		
1122.6	7.60795		
1123.08	7.60382		
1123.55	7.5917		
1124.19	7.56868		
1124.67	7.55508		
1125.16	7.54333		
1125.62	7.54139		
1126.11	7.52929		
1126.75	7.5236		
1127.23	7.52098		
1127.72	7.51562		
1128.19	7.51177		
1128.83	7.51297		
1129.31	7.51213		
1129.8	7.50956		
1130.27	7.50231		
1130.75	7.50419		
1131.39	7.50412		
1131.87	7.50841		
1132.36	7.51642		
1132.83	7.52087		
1133.47	7.53322		
1133.95	7.53037		
1134.44	7.52633		
1134.9	7.5244		
1135.39	7.51483		
1136.03	7.50388		
1136.51	7.49007		
1137	7.47794		
1137.47	7.46655		
1137.95	7.44924		
1138.59	7.42795		
1139.07	7.42164		
1139.56	7.41101		
1140.03	7.40026		
1140.67	7.4013		
1141.15	7.40776		
1141.64	7.42115		
1142.11	7.44269		
1142.59	7.46373		
1143.23	7.48879		
1143.72	7.50507		
1144.2	7.52233		
1144.67	7.53122		
1145.15	7.52703		
1145.79	7.50264		
1146.28	7.47582		
1146.74	7.45178		
1147.23	7.43485		
1147.71	7.41871		
1148.35	7.40438		
1148.84	7.39046		
1149.31	7.3849		
1149.79	7.37772		
1150.28	7.37211		
1150.92	7.35899		
1151.39	7.34562		
1151.87	7.33939		
1152.35	7.33433		
1152.84	7.32845		
1153.48	7.32161		
1153.95	7.31325		
1154.43	7.31172		
1154.91	7.30992		
1155.56	7.29778		
1156.04	7.28775		
1156.51	7.27631		
1156.99	7.26348		
1157.48	7.25777		
1158.12	7.25711		
1158.59	7.24295		
1159.07	7.23791		
1159.56	7.23605		
1160.04	7.23535		
1160.68	7.23084		
1161.15	7.23684		
1161.63	7.23868		
1162.12	7.23745		
1162.76	7.23887		
1163.23	7.23421		
1163.71	7.22678		
1164.19	7.22392		
1164.68	7.22172		
1165.32	7.21784		
1165.79	7.22684		
1166.27	7.23911		
1166.76	7.24585		
1167.4	7.26741		
1167.88	7.28019		
1168.35	7.28691		
1168.83	7.29359		
1169.32	7.30161		
1169.96	7.31619		
1170.43	7.33029		
1170.91	7.33811		
1171.4	7.34011		
1171.88	7.34835		
1172.52	7.35193		
1172.99	7.35592		
1173.47	7.35752		
1173.96	7.36062		
1174.43	7.35776		
1174.91	7.35118		
1175.55	7.34804		
1176.03	7.34811		
1176.52	7.34062		
1176.99	7.34211		
1177.47	7.33611		
1178.11	7.33404		
1178.6	7.33543		
1179.07	7.34028		
1179.55	7.34137		
1180.19	7.34581		
1180.68	7.33934		
1181.16	7.34069		
1181.63	7.34717		
1182.11	7.34276		
1182.75	7.33732		
1183.24	7.33673		
1183.72	7.3352		
1184.19	7.33324		
1184.83	7.32989		
1185.31	7.32773		
1185.8	7.32355		
1186.27	7.31852		
1186.75	7.3156		
1187.39	7.30993		
1187.88	7.31239		
1188.36	7.3139		
1188.83	7.32148		
1189.31	7.33044		
1189.95	7.34314		
1190.44	7.35825		
1190.91	7.36667		
1191.39	7.37091		
1192.03	7.36957		
1192.52	7.36978		
1193	7.36327		
1193.47	7.35809		
1193.95	7.36153		
1194.59	7.36976		
1195.08	7.37185		
1195.55	7.37773		
1196.03	7.38606		
1196.67	7.39224		
1197.15	7.39237		
1197.64	7.3851		
1198.11	7.38774		
1198.59	7.3799		
1199.08	7.37631		
1199.72	7.37811		
1200.2	7.37864		
1200.67	7.37304		
1201.15	7.37632		
1201.64	7.37735		
1202.28	7.37461		
1202.75	7.36891		
1203.23	7.36393		
1203.72	7.35434		
1204.2	7.34036		
1204.84	7.3337		
1205.31	7.3343		
1205.79	7.32937		
1206.28	7.33659		
1206.92	7.33202		
1207.39	7.33528		
1207.87	7.32991		
1208.36	7.32011		
1208.84	7.31611		
1209.48	7.30619		
1209.95	7.29423		
1210.43	7.28732		
1210.92	7.27843		
1211.56	7.2759		
1212.03	7.2715		
1212.51	7.26896		
1212.99	7.27578		
1213.48	7.27505		
1214.12	7.27252		
1214.59	7.27309		
1215.07	7.27062		
1215.56	7.26165		
1216.04	7.25802		
1216.68	7.25537		
1217.15	7.2621		
1217.64	7.26237		
1218.12	7.26204		
1218.76	7.25694		
1219.23	7.25146		
1219.71	7.25372		
1220.2	7.25734		
1220.68	7.25863		
1221.32	7.25663		
1221.79	7.25547		
1222.27	7.25211		
1222.76	7.24618		
1223.23	7.23906		
1223.87	7.23881		
1224.35	7.24536		
1224.84	7.24779		
1225.32	7.25346		
1225.79	7.2575		
1226.43	7.25365		
1226.91	7.2539		
1227.4	7.25567		
1227.87	7.25694		
1228.35	7.2575		
1228.83	7.25832		
1229.48	7.25362		
1229.96	7.25111		
1230.43	7.24684		
1230.91	7.24451		
1231.55	7.24149		
1232.04	7.24256		
1232.52	7.24512		
1232.99	7.24857		
1233.48	7.246		
1234.11	7.24355		
1234.6	7.23911		
1235.07	7.23919		
1235.55	7.237		
1236.19	7.24767		
1236.68	7.253		
1237.16	7.26089		
1237.63	7.26141		
1238.11	7.26602		
1238.76	7.27203		
1239.24	7.27234		
1239.71	7.26928		
1240.19	7.26804		
1240.68	7.26481		
1241.32	7.27226		
1241.8	7.27302		
1242.27	7.26629		
1242.75	7.26632		
1243.4	7.26111		
1243.88	7.25419		
1244.35	7.24905		
1244.83	7.24624		
1245.32	7.24989		
1245.96	7.2435		
1246.44	7.24644		
1246.91	7.24617		
1247.39	7.23739		
1248.03	7.24392		
1248.52	7.24527		
1249	7.24255		
1249.47	7.23923		
1249.95	7.22632		
1250.6	7.21492		
1251.08	7.20577		
1251.55	7.20099		
1252.03	7.19704		
1252.52	7.1905		
1253.16	7.18411		
1253.64	7.1832		
1254.11	7.18111		
1254.6	7.17511		
1255.08	7.17003		
1255.55	7.16322		
1256.19	7.16006		
1256.67	7.15971		
1257.16	7.16133		
1257.64	7.15978		
1258.28	7.15936		
1258.75	7.15771		
1259.23	7.15351		
1259.72	7.14852		
1260.2	7.14411		
1260.83	7.13294		
1261.31	7.13011		
1261.8	7.12452		
1262.28	7.12077		
1262.92	7.11862		
1263.39	7.11256		
1263.87	7.11566		
1264.36	7.11193		
1264.84	7.11395		
1265.48	7.11513		
1265.95	7.11522		
1266.44	7.11659		
1266.92	7.11523		
1267.39	7.11886		
1268.03	7.12673		
1268.51	7.12784		
1269	7.13131		
1269.48	7.14263		
1270.12	7.14837		
1270.59	7.16441		
1271.08	7.17527		
1271.56	7.17785		
1272.03	7.17272		
1272.67	7.17938		
1273.15	7.18191		
1273.64	7.17807		
1274.12	7.17786		
1274.76	7.17402		
1275.23	7.16298		
1275.72	7.15589		
1276.2	7.15487		
1276.84	7.14519		
1277.31	7.141		
1277.79	7.13524		
1278.28	7.13055		
1278.76	7.12717		
1279.23	7.1219		
1279.87	7.11934		
1280.35	7.11761		
1280.84	7.11875		
1281.32	7.12381		
1281.79	7.12442		
1282.43	7.1323		
1282.92	7.1394		
1283.4	7.14111		
1283.87	7.14144		
1284.35	7.15011		
1284.99	7.14412		
1285.48	7.13518		
1285.96	7.1245		
1286.43	7.10379		
1287.07	7.08311		
1287.56	7.07052		
1288.04	7.06535		
1288.51	7.05887		
1288.99	7.06298		
1289.48	7.05926		
1290.12	7.06696		
1290.6	7.07878		
1291.07	7.08369		
1291.56	7.08875		
1292.2	7.09932		
1292.68	7.09611		
1293.15	7.09346		
1293.63	7.09891		
1294.12	7.10073		
1294.76	7.10567		
1295.24	7.10877		
1295.71	7.11189		
1296.19	7.11291		
1296.68	7.11581		
1297.32	7.12257		
1297.8	7.1225		
1298.27	7.12369		
1298.76	7.1247		
1299.4	7.12681		
1299.88	7.13585		
1300.35	7.13756		
1300.83	7.1445		
1301.32	7.15115		
1301.96	7.16034		
1302.44	7.16411		
1302.91	7.16794		
1303.4	7.16816		
1303.88	7.16287		
1304.52	7.15536		
1304.99	7.14633		
1305.47	7.14657		
1305.96	7.13911		
1306.44	7.14148		
1306.91	7.14329		
1307.55	7.13438		
1308.04	7.12706		
1308.52	7.12858		
1309	7.12637		
1309.63	7.11969		
1310.11	7.1083		
1310.6	7.11229		
1311.08	7.1096		
1311.55	7.11164		
1312.19	7.11365		
1312.68	7.11374		
1313.16	7.11878		
1313.64	7.12012		
1314.28	7.13088		
1314.75	7.136		
1315.24	7.15159		
1315.72	7.16857		
1316.19	7.18135		
1316.83	7.18983		
1317.31	7.20266		
1317.8	7.20951		
1318.28	7.21679		
1318.92	7.22306		
1319.39	7.22617		
1319.88	7.2257		
1320.36	7.23014		
1320.83	7.23624		
1321.47	7.23357		
1321.95	7.23644		
1322.44	7.24118		
1322.92	7.23802		
1323.39	7.23693		
1324.03	7.2274		
1324.52	7.22189		
1325	7.2115		
1325.48	7.19684		
1326.11	7.18728		
1326.59	7.18351		
1327.08	7.18141		
1327.56	7.18676		
1328.03	7.19328		
1328.52	7.19224		
1329.16	7.19351		
1329.64	7.19257		
1330.12	7.19579		
1330.59	7.20323		
1331.08	7.20874		
1331.56	7.21511		
1332.2	7.21352		
1332.67	7.21681		
1333.15	7.21791		
1333.64	7.21718		
1334.28	7.20787		
1334.76	7.19874		
1335.23	7.18911		
1335.72	7.18789		
1336.2	7.18649		
1336.84	7.17793		
1337.31	7.17789		
1337.79	7.16871		
1338.28	7.16133		
1338.92	7.16001		
1339.4	7.15886		
1339.87	7.16589		
1340.36	7.16691		
1340.84	7.17217		
1341.48	7.17761		
1341.97	7.17057		
1342.43	7.16891		
1342.92	7.16613		
1343.56	7.17033		
1344.04	7.1681		
1344.51	7.16974		
1345	7.16086		
1345.48	7.15693		
1346.12	7.16058		
1346.6	7.1536		
1347.07	7.15084		
1347.56	7.14611		
1348.04	7.13755		
1348.68	7.1391		
1349.15	7.14501		
1349.64	7.14978		
1350.12	7.15385		
1350.76	7.15534		
1351.24	7.14974		
1351.71	7.15509		
1352.2	7.15606		
1352.68	7.15709		
1353.32	7.15211		
1353.79	7.14722		
