subtracted_X	subtracted_Y	specific_X	specific_Y	blank_X	blank_Y
2596.39	11.894	1961.98	9.5	1961.98	-5.204
2596.86	11.887	1962.6	9.541	1962.6	-5.129
2597.34	11.884	1963.08	9.582	1963.08	-5.071
2597.83	11.877	1963.57	9.631	1963.57	-5.004
2598.47	11.872	1964.05	9.682	1964.05	-4.94
2598.95	11.867	1964.52	9.728	1964.52	-4.874
2599.42	11.848	1965.01	9.77	1965.01	-4.81
2599.9	11.832	1965.65	9.824	1965.65	-4.728
2600.39	11.813	1966.13	9.877	1966.13	-4.66
2601.03	11.786	1966.61	9.932	1966.61	-4.591
2601.5	11.763	1967.08	9.977	1967.08	-4.53
2601.98	11.739	1967.57	10.013	1967.57	-4.469
2602.47	11.708	1968.05	10.049	1968.05	-4.409
2603.11	11.678	1968.69	10.082	1968.69	-4.333
2603.59	11.661	1969.16	10.112	1969.16	-4.281
2604.06	11.646	1969.65	10.132	1969.65	-4.238
2604.54	11.636	1970.13	10.155	1970.13	-4.194
2605.03	11.64	1970.61	10.176	1970.61	-4.151
2605.67	11.639	1971.08	10.197	1971.08	-4.112
2606.14	11.641	1971.72	10.21	1971.72	-4.079
2606.62	11.645	1972.21	10.217	1972.21	-4.054
2607.1	11.644	1972.69	10.223	1972.69	-4.035
2607.59	11.634	1973.18	10.223	1973.18	-4.013
2608.06	11.62	1973.65	10.22	1973.65	-3.992
2608.7	11.596	1974.13	10.214	1974.13	-3.975
2609.18	11.571	1974.77	10.204	1974.77	-3.951
2609.67	11.541	1975.25	10.202	1975.25	-3.936
2610.15	11.514	1975.72	10.204	1975.72	-3.921
2610.78	11.484	1976.21	10.208	1976.21	-3.909
2611.26	11.459	1976.69	10.211	1976.69	-3.895
2611.75	11.427	1977.33	10.213	1977.33	-3.882
2612.23	11.399	1977.82	10.212	1977.82	-3.875
2612.7	11.376	1978.29	10.206	1978.29	-3.873
2613.34	11.361	1978.77	10.197	1978.77	-3.864
2613.82	11.354	1979.25	10.188	1979.25	-3.849
2614.31	11.349	1979.72	10.169	1979.72	-3.836
2614.79	11.348	1980.36	10.139	1980.36	-3.824
2615.26	11.348	1980.85	10.12	1980.85	-3.817
2615.74	11.346	1981.33	10.102	1981.33	-3.816
2616.38	11.345	1981.81	10.085	1981.81	-3.81
2616.87	11.336	1982.28	10.066	1982.28	-3.809
2617.34	11.334	1982.77	10.06	1982.77	-3.801
2617.82	11.33	1983.41	10.039	1983.41	-3.791
2618.31	11.31	1983.89	10.026	1983.89	-3.782
2618.95	11.285	1984.36	10.024	1984.36	-3.774
2619.43	11.267	1984.85	10.026	1984.85	-3.767
2619.9	11.251	1985.33	10.029	1985.33	-3.767
2620.38	11.232	1985.81	10.033	1985.81	-3.764
2620.87	11.22	1986.45	10.033	1986.45	-3.752
2621.51	11.203	1986.92	10.037	1986.92	-3.745
2621.98	11.189	1987.41	10.036	1987.41	-3.745
2622.46	11.18	1987.89	10.044	1987.89	-3.742
2622.95	11.175	1988.38	10.051	1988.38	-3.741
2623.43	11.164	1989.02	10.052	1989.02	-3.746
2623.9	11.149	1989.48	10.047	1989.48	-3.756
2624.54	11.13	1989.97	10.05	1989.97	-3.758
2625.02	11.107	1990.45	10.05	1990.45	-3.768
2625.51	11.086	1990.92	10.056	1990.92	-3.77
2625.99	11.07	1991.56	10.065	1991.56	-3.769
2626.46	11.054	1992.05	10.059	1992.05	-3.766
2627.1	11.029	1992.53	10.05	1992.53	-3.762
2627.58	11.015	1993.02	10.039	1993.02	-3.752
2628.07	11.004	1993.66	10.029	1993.66	-3.75
2628.54	10.998	1994.13	10.021	1994.13	-3.746
2629.18	11.013	1994.61	10.012	1994.61	-3.737
2629.66	11.028	1995.09	10.002	1995.09	-3.725
2630.15	11.042	1995.56	9.985	1995.56	-3.714
2630.63	11.051	1996.2	9.961	1996.2	-3.705
2631.1	11.058	1996.69	9.942	1996.69	-3.701
2631.74	11.057	1997.17	9.933	1997.17	-3.689
2632.23	11.052	1997.66	9.925	1997.66	-3.681
2632.71	11.04	1998.12	9.926	1998.12	-3.664
2633.18	11.02	1998.61	9.926	1998.61	-3.653
2633.66	10.996	1999.09	9.934	1999.09	-3.64
2634.3	10.969	1999.73	9.931	1999.73	-3.639
2634.79	10.937	2000.22	9.935	2000.22	-3.635
2635.27	10.91	2000.69	9.93	2000.69	-3.634
2635.74	10.888	2001.17	9.925	2001.17	-3.633
2636.22	10.864	2001.65	9.917	2001.65	-3.63
2636.71	10.847	2002.3	9.907	2002.3	-3.621
2637.35	10.831	2002.76	9.9	2002.76	-3.612
2637.82	10.818	2003.25	9.899	2003.25	-3.606
2638.3	10.811	2003.73	9.904	2003.73	-3.598
2638.78	10.805	2004.22	9.907	2004.22	-3.584
2639.27	10.803	2004.86	9.901	2004.86	-3.571
2639.91	10.804	2005.32	9.888	2005.32	-3.562
2640.38	10.8	2005.81	9.874	2005.81	-3.558
2640.86	10.787	2006.29	9.857	2006.29	-3.549
2641.35	10.775	2006.76	9.846	2006.76	-3.528
2641.83	10.759	2007.25	9.831	2007.25	-3.513
2642.3	10.735	2007.89	9.821	2007.89	-3.487
2642.94	10.701	2008.37	9.807	2008.37	-3.468
2643.43	10.667	2008.86	9.789	2008.86	-3.457
2643.91	10.628	2009.32	9.774	2009.32	-3.448
2644.38	10.594	2009.81	9.77	2009.81	-3.437
2645.02	10.549	2010.45	9.766	2010.45	-3.431
2645.5	10.512	2010.93	9.767	2010.93	-3.428
2645.99	10.484	2011.4	9.767	2011.4	-3.42
2646.47	10.462	2011.89	9.779	2011.89	-3.413
2646.94	10.44	2012.37	9.783	2012.37	-3.406
2647.58	10.414	2013.01	9.787	2013.01	-3.399
2648.06	10.396	2013.49	9.804	2013.49	-3.39
2648.55	10.381	2013.96	9.807	2013.96	-3.386
2649.02	10.37	2014.45	9.811	2014.45	-3.384
2649.5	10.375	2014.93	9.817	2014.93	-3.379
2650.14	10.374	2015.57	9.806	2015.57	-3.377
2650.63	10.37	2016.06	9.807	2016.06	-3.373
2651.11	10.362	2016.53	9.802	2016.53	-3.366
2651.58	10.336	2017.01	9.791	2017.01	-3.355
2652.06	10.302	2017.49	9.777	2017.49	-3.341
2652.55	10.25	2018.14	9.756	2018.14	-3.326
2653.19	10.176	2018.6	9.739	2018.6	-3.316
2653.67	10.091	2019.09	9.723	2019.09	-3.305
2654.14	10.005	2019.57	9.705	2019.57	-3.293
2654.63	9.919	2020.06	9.692	2020.06	-3.28
2655.11	9.835	2020.53	9.689	2020.53	-3.26
2655.58	9.751	2021.01	9.685	2021.01	-3.24
2656.22	9.658	2021.49	9.683	2021.49	-3.218
2656.7	9.597	2022.13	9.68	2022.13	-3.197
2657.19	9.554	2022.6	9.672	2022.6	-3.191
2657.67	9.518	2023.09	9.671	2023.09	-3.178
2658.14	9.486	2023.57	9.673	2023.57	-3.179
2658.78	9.423	2024.06	9.685	2024.06	-3.166
2659.26	9.411	2024.7	9.693	2024.7	-3.151
2659.75	9.441	2025.16	9.698	2025.16	-3.147
2660.22	9.497	2025.65	9.709	2025.65	-3.136
2660.7	9.59	2026.13	9.709	2026.13	-3.129
2661.19	9.615	2026.77	9.706	2026.77	-3.122
2661.83	9.637	2027.26	9.702	2027.26	-3.111
2662.31	10.177	2027.73	9.694	2027.73	-3.097
2662.78	11.473	2028.21	9.688	2028.21	-3.081
2663.26	11.088	2028.69	9.684	2028.69	-3.065
2663.75	10.811	2029.33	9.68	2029.33	-3.047
2664.39	10.321	2029.8	9.68	2029.8	-3.029
2664.87	9.907	2030.29	9.681	2030.29	-3.016
2665.34	9.4	2030.77	9.686	2030.77	-3.006
2665.83	8.849	2031.26	9.698	2031.26	-3.003
2666.31	8.237	2031.72	9.713	2031.72	-2.993
2666.95	7.969	2032.37	9.703	2032.37	-2.986
2667.42	7.573	2032.85	9.702	2032.85	-2.978
2667.9	7.252	2033.33	9.698	2033.33	-2.966
2668.39	7.076	2033.8	9.684	2033.8	-2.962
2669.03	6.436	2034.29	9.673	2034.29	-2.958
2669.51	6.2	2034.77	9.665	2034.77	-2.945
2669.98	6.016	2035.41	9.636	2035.41	-2.933
2670.47	5.661	2035.9	9.624	2035.9	-2.925
2670.95	5.344	2036.36	9.614	2036.36	-2.921
2671.59	5.267	2036.85	9.609	2036.85	-2.916
2672.06	5.033	2037.33	9.613	2037.33	-2.912
2672.54	4.726	2037.82	9.613	2037.82	-2.906
2673.03	4.544	2038.46	9.616	2038.46	-2.901
2673.51	4.455	2038.93	9.62	2038.93	-2.896
2674.15	4.423	2039.41	9.622	2039.41	-2.892
2674.62	4.191	2039.9	9.623	2039.9	-2.89
2675.1	4.124	2040.36	9.63	2040.36	-2.886
2675.59	4.291	2041	9.649	2041	-2.868
2676.06	4.488	2041.49	9.658	2041.49	-2.854
2676.54	4.24	2041.97	9.66	2041.97	-2.84
2677.18	5.66299	2042.46	9.663	2042.46	-2.82
2677.67	6.751	2042.93	9.662	2042.93	-2.803
2678.15	7.216	2043.57	9.653	2043.57	-2.795
2678.62	7.379	2044.05	9.642	2044.05	-2.781
2679.1	7.574	2044.54	9.628	2044.54	-2.766
2679.59	7.765	2045	9.618	2045	-2.755
2680.23	7.959	2045.49	9.602	2045.49	-2.741
2680.71	8.07401	2045.97	9.591	2045.97	-2.724
2681.18	8.16	2046.61	9.584	2046.61	-2.706
2681.67	8.198	2047.1	9.577	2047.1	-2.691
2682.15	8.203	2047.56	9.571	2047.56	-2.672
2682.79	8.177	2048.05	9.561	2048.05	-2.656
2683.26	8.134	2048.53	9.546	2048.53	-2.642
2683.74	8.06599	2049.17	9.531	2049.17	-2.628
2684.23	7.98901	2049.64	9.514	2049.64	-2.623
2684.71	7.892	2050.13	9.496	2050.13	-2.619
2685.35	7.77399	2050.61	9.477	2050.61	-2.62
2685.82	7.667	2051.1	9.462	2051.1	-2.612
2686.31	7.545	2051.74	9.45	2051.74	-2.595
2686.79	7.429	2052.21	9.439	2052.21	-2.585
2687.26	7.309	2052.69	9.429	2052.69	-2.57
2687.9	7.136	2053.17	9.412	2053.17	-2.557
2688.38	7.008	2053.66	9.392	2053.66	-2.542
2688.87	6.889	2054.3	9.384	2054.3	-2.517
2689.35	6.767	2054.77	9.378	2054.77	-2.494
2689.82	6.66599	2055.25	9.38	2055.25	-2.471
2690.46	6.431	2055.74	9.381	2055.74	-2.446
2690.95	6.045	2056.2	9.383	2056.2	-2.422
2691.43	5.643	2056.84	9.398	2056.84	-2.395
2691.91	5.135	2057.33	9.405	2057.33	-2.376
2692.38	4.603	2057.81	9.418	2057.81	-2.354
2692.87	4.14	2058.3	9.432	2058.3	-2.332
2693.51	3.481	2058.77	9.44	2058.77	-2.316
2693.99	2.519	2059.25	9.438	2059.25	-2.307
2694.46	2.04601	2059.89	9.438	2059.89	-2.288
2694.94	2.12901	2060.38	9.44	2060.38	-2.276
2695.43	2.396	2060.84	9.44	2060.84	-2.27
2696.07	3.334	2061.33	9.438	2061.33	-2.266
2696.55	4.206	2061.81	9.444	2061.81	-2.26
2697.02	4.91	2062.45	9.441	2062.45	-2.263
2697.51	5.262	2062.94	9.439	2062.94	-2.262
2697.99	5.75201	2063.41	9.437	2063.41	-2.253
2698.46	6.096	2063.89	9.427	2063.89	-2.245
2699.1	6.665	2064.37	9.422	2064.37	-2.227
2699.58	7.095	2064.86	9.407	2064.86	-2.211
2700.07	7.585	2065.5	9.397	2065.5	-2.197
2700.55	7.943	2065.97	9.398	2065.97	-2.179
2701.02	8.259	2066.45	9.392	2066.45	-2.165
2701.5	8.539	2066.94	9.379	2066.94	-2.148
2702.15	8.891	2067.4	9.365	2067.4	-2.127
2702.63	9.158	2068.04	9.358	2068.04	-2.105
2703.1	9.405	2068.53	9.366	2068.53	-2.087
2703.58	9.639	2069.01	9.379	2069.01	-2.067
2704.07	9.853	2069.5	9.381	2069.5	-2.052
2704.55	10.063	2070.14	9.382	2070.14	-2.03
2705.19	10.319	2070.61	9.389	2070.61	-2.012
2705.66	10.495	2071.09	9.396	2071.09	-1.995
2706.15	10.481	2071.57	9.413	2071.57	-1.975
2706.63	10.435	2072.04	9.434	2072.04	-1.958
2707.11	10.407	2072.68	9.446	2072.68	-1.942
2707.75	11.547	2073.17	9.461	2073.17	-1.935
2708.22	13.625	2073.65	9.471	2073.65	-1.93
2708.71	14.777	2074.14	9.472	2074.14	-1.926
2709.19	14.759	2074.78	9.483	2074.78	-1.917
2709.66	14.004	2075.25	9.48	2075.25	-1.911
2710.14	13.873	2075.73	9.47	2075.73	-1.906
2710.63	13.527	2076.22	9.464	2076.22	-1.895
2711.27	13.219	2076.68	9.454	2076.68	-1.892
2711.75	13.172	2077.17	9.44	2077.17	-1.879
2712.22	13.064	2077.81	9.423	2077.81	-1.868
2712.71	13.12	2078.29	9.407	2078.29	-1.851
2713.19	13.041	2078.78	9.395	2078.78	-1.833
2713.83	13.001	2079.25	9.375	2079.25	-1.826
2714.3	12.986	2079.73	9.36	2079.73	-1.819
2714.78	12.963	2080.21	9.348	2080.21	-1.809
2715.27	12.946	2080.85	9.334	2080.85	-1.798
2715.75	12.932	2081.34	9.331	2081.34	-1.793
2716.39	12.919	2081.81	9.329	2081.81	-1.78
2716.86	12.908	2082.29	9.325	2082.29	-1.769
2717.34	12.908	2082.78	9.318	2082.78	-1.765
2717.83	12.907	2083.42	9.321	2083.42	-1.746
2718.47	12.904	2083.89	9.313	2083.89	-1.736
2718.95	12.908	2084.37	9.308	2084.37	-1.718
2719.42	12.905	2084.85	9.308	2084.85	-1.698
2719.91	12.895	2085.34	9.304	2085.34	-1.682
2720.39	12.894	2085.98	9.29	2085.98	-1.66
2720.86	12.893	2086.45	9.288	2086.45	-1.634
2721.5	12.953	2086.93	9.279	2086.93	-1.609
2721.99	12.972	2087.42	9.268	2087.42	-1.593
2722.47	13.003	2087.88	9.257	2087.88	-1.57
2722.95	13.081	2088.52	9.232	2088.52	-1.549
2723.42	13.168	2089.01	9.22	2089.01	-1.532
2724.06	12.528	2089.49	9.214	2089.49	-1.513
2724.55	11.249	2089.98	9.219	2089.98	-1.497
2725.03	10.306	2090.45	9.219	2090.45	-1.483
2725.5	9.847	2090.93	9.226	2090.93	-1.466
2726.14	10.396	2091.57	9.23	2091.57	-1.445
2726.62	11.029	2092.05	9.24	2092.05	-1.441
2727.11	11.229	2092.54	9.243	2092.54	-1.434
2727.59	11.329	2093.01	9.254	2093.01	-1.423
2728.06	11.527	2093.49	9.269	2093.49	-1.418
2728.7	11.876	2094.13	9.286	2094.13	-1.406
2729.19	12.237	2094.62	9.305	2094.62	-1.396
2729.67	12.167	2095.08	9.314	2095.08	-1.385
2730.16	12.394	2095.57	9.31	2095.57	-1.377
2730.62	12.459	2096.05	9.282	2096.05	-1.374
2731.26	12.527	2096.54	9.232	2096.54	-1.377
2731.75	12.607	2097.18	9.136	2097.18	-1.388
2732.23	12.689	2097.65	9.045	2097.65	-1.398
2732.7	12.803	2098.13	8.952	2098.13	-1.397
2733.19	12.926	2098.62	8.854	2098.62	-1.401
2733.67	13.056	2099.08	8.75	2099.08	-1.406
2734.31	13.202	2099.73	8.623	2099.73	-1.414
2734.79	13.298	2100.21	8.534	2100.21	-1.43
2735.26	13.378	2100.69	8.452	2100.69	-1.442
2735.75	13.431	2101.18	8.377	2101.18	-1.451
2736.23	13.454	2101.65	8.33	2101.65	-1.452
2736.87	13.43	2102.29	8.324	2102.29	-1.423
2737.34	13.384	2102.77	8.281	2102.77	-1.41
2737.82	13.326	2103.25	8.265	2103.25	-1.423
2738.31	13.257	2103.74	8.298	2103.74	-1.422
2738.79	13.191	2104.21	8.438	2104.21	-1.347
2739.43	13.092	2104.85	8.897	2104.85	-1.015
2739.9	13	2105.33	9.495	2105.33	-0.506
2740.39	12.909	2105.82	10.137	2105.82	0.1
2740.87	12.814	2106.29	10.898	2106.29	0.778
2741.34	12.717	2106.77	12.776	2106.77	1.752
2741.98	12.588	2107.25	16.003	2107.25	4.263
2742.46	12.487	2107.9	19.802	2107.9	8.383
2742.95	12.373	2108.38	22.872	2108.38	11.984
2743.43	12.265	2108.85	25.355	2108.85	14.8
2743.9	12.154	2109.33	27.429	2109.33	17.508
2744.54	12.011	2109.82	29.653	2109.82	20.02
2745.03	11.91	2110.46	31.923	2110.46	22.863
2745.51	11.816	2110.93	33.759	2110.93	25.36
2746	11.718	2111.41	35.577	2111.41	27.332
2746.46	11.622	2111.89	37.382	2111.89	29.595
2747.1	11.514	2112.53	39.099	2112.53	31.782
2747.59	11.426	2113.02	40.634	2113.02	33.508
2748.07	11.345	2113.49	41.876	2113.49	35.007
2748.54	11.269	2113.97	43.121	2113.97	36.504
2749.02	11.19	2114.46	44.153	2114.46	37.93
2749.67	11.106	2114.92	45.205	2114.92	39.216
2750.15	11.053	2115.56	46.607	2115.56	40.7
2750.63	11.007	2116.05	47.801	2116.05	42.173
2751.1	10.97	2116.53	48.832	2116.53	43.243
2751.59	10.941	2117.02	49.822	2117.02	44.415
2752.07	10.852	2117.49	50.774	2117.49	45.396
2752.71	10.724	2117.97	51.694	2117.97	46.415
2753.18	10.605	2118.61	52.85	2118.61	47.749
2753.67	10.486	2119.09	53.758	2119.09	48.741
2754.15	10.368	2119.58	54.666	2119.58	49.625
2754.63	10.255	2120.05	55.622	2120.05	50.476
2755.27	10.105	2120.53	58.032	2120.53	53.2
2755.74	9.998	2121.17	67.094	2121.17	62.071
2756.23	9.904	2121.66	69.761	2121.66	63.598
2756.71	9.827	2122.13	70.719	2122.13	64.076
2757.2	9.795	2122.61	71.509	2122.61	64.507
2757.66	9.801	2123.09	72.259	2123.09	64.97
2758.3	9.811	2123.58	72.917	2123.58	65.535
2758.79	9.845	2124.22	73.795	2124.22	66.23
2759.27	9.886	2124.69	74.4	2124.69	66.662
2759.74	9.938	2125.17	74.922	2125.17	67.026
2760.38	10.012	2125.66	75.38	2125.66	67.35
2760.87	10.067	2126.13	75.784	2126.13	67.645
2761.35	10.114	2126.76	76.231	2126.76	67.971
2761.83	10.149	2127.25	76.515	2127.25	68.187
2762.3	10.185	2127.73	76.758	2127.73	68.363
2762.79	10.217	2128.22	76.966	2128.22	68.52
2763.43	10.25	2128.69	77.135	2128.69	68.651
2763.91	10.275	2129.33	77.303	2129.33	68.784
2764.38	10.286	2129.81	77.39	2129.81	68.872
2764.86	10.289	2130.3	77.44	2130.3	68.927
2765.35	10.279	2130.78	77.462	2130.78	68.957
2765.83	10.272	2131.25	77.468	2131.25	68.98
2766.47	10.247	2131.73	77.447	2131.73	68.976
2766.94	10.225	2132.22	77.41	2132.22	68.955
2767.43	10.2	2132.86	77.332	2132.86	68.916
2767.91	10.173	2133.33	77.247	2133.33	68.863
2768.55	10.133	2133.81	77.173	2133.81	68.808
2769.02	10.116	2134.29	77.08	2134.29	68.751
2769.5	10.102	2134.78	76.83	2134.78	68.816
2769.99	10.089	2135.42	76.484	2135.42	69.102
2770.47	10.084	2135.89	76.124	2135.89	69.344
2770.94	10.093	2136.37	75.724	2136.37	69.501
2771.58	10.103	2136.86	75.283	2136.86	69.544
2772.07	10.118	2137.32	74.783	2137.32	69.441
2772.55	10.126	2137.81	73.544	2137.81	69.234
2773.03	10.131	2138.45	72.078	2138.45	68.913
2773.5	10.134	2138.93	71.495	2138.93	68.417
2774.14	10.134	2139.42	71.178	2139.42	67.185
2774.63	10.127	2139.89	70.738	2139.89	66.079
2775.11	10.118	2140.37	70.335	2140.37	64.927
2775.58	10.096	2141.01	69.867	2141.01	63.762
2776.07	10.072	2141.5	69.549	2141.5	62.757
2776.71	10.039	2141.98	69.268	2141.98	62.057
2777.19	10.016	2142.45	69.01	2142.45	61.439
2777.68	9.987	2142.93	68.766	2142.93	60.779
2778.14	9.957	2143.42	68.528	2143.42	60.119
2778.63	9.939	2144.06	68.226	2144.06	59.235
2779.11	9.928	2144.53	67.997	2144.53	58.524
2779.75	9.902	2145.01	67.766	2145.01	57.917
2780.22	9.87	2145.5	67.536	2145.5	57.36
2780.71	9.819	2145.98	67.3	2145.98	56.832
2781.19	9.742	2146.62	66.991	2146.62	56.176
2781.67	9.651	2147.09	66.755	2147.09	55.673
2782.14	9.556	2147.57	66.525	2147.57	55.208
2782.78	9.423	2148.06	66.286	2148.06	54.743
2783.27	9.314	2148.53	66.049	2148.53	54.296
2783.75	9.221	2149.17	65.733	2149.17	53.732
2784.24	9.14	2149.65	65.47	2149.65	53.291
2784.7	9.064	2150.14	64.972	2150.14	52.724
2785.34	8.988	2150.62	64.36	2150.62	52.112
2785.83	8.939	2151.09	63.748	2151.09	51.497
2786.31	8.889	2151.57	63.115	2151.57	50.423
2786.78	8.849	2152.21	58.153	2152.21	43.287
2787.27	8.805	2152.7	55.943	2152.7	39.403
2787.75	8.763	2153.17	54.244	2153.17	37.734
2788.39	8.706	2153.65	52.897	2153.65	36.73
2788.88	8.662	2154.13	51.552	2154.13	36.08
2789.34	8.605	2154.62	50.408	2154.62	35.345
2789.83	8.552	2155.26	49.455	2155.26	34.822
2790.31	8.495	2155.73	48.653	2155.73	34.213
2790.95	8.436	2156.21	48.127	2156.21	33.639
2791.42	8.382	2156.7	47.511	2156.7	33.106
2791.91	8.33	2157.18	46.894	2157.18	32.58
2792.39	8.289	2157.82	46.191	2157.82	31.934
2792.87	8.258	2158.29	45.676	2158.29	31.433
2793.34	8.245	2158.77	45.205	2158.77	30.968
2793.98	8.241	2159.26	44.753	2159.26	30.527
2794.47	8.243	2159.73	44.333	2159.73	30.103
2794.95	8.243	2160.37	43.813	2160.37	29.572
2795.44	8.26	2160.85	43.422	2160.85	29.166
2795.91	8.287	2161.33	43.062	2161.33	28.785
2796.54	8.317	2161.82	42.715	2161.82	28.423
2797.03	8.338	2162.29	42.396	2162.29	28.085
2797.51	8.355	2162.93	42.004	2162.93	27.668
2797.98	8.357	2163.41	41.718	2163.41	27.352
2798.47	8.364	2163.9	41.453	2163.9	27.056
2799.11	8.379	2164.37	41.201	2164.37	26.779
2799.59	8.398	2164.85	40.939	2164.85	26.493
2800.08	8.417	2165.49	40.65	2165.49	26.169
2800.54	8.442	2165.98	40.379	2165.98	25.847
2801.03	8.462	2166.46	39.846	2166.46	25.309
2801.51	8.479	2166.93	39.193	2166.93	24.591
2802.15	8.52	2167.41	38.616	2167.41	23.918
2802.62	8.555	2167.9	37.985	2167.9	23.251
2803.11	8.595	2168.54	32.884	2168.54	19.079
2803.59	8.641	2169.02	25.422	2169.02	12.67
2804.07	8.686	2169.49	21.255	2169.49	8.956
2804.72	8.731	2169.97	18.466	2169.97	6.47
2805.18	8.762	2170.61	17.632	2170.61	5.051
2805.67	8.789	2171.1	17.982	2171.1	5.243
2806.15	8.812	2171.57	18.457	2171.57	5.6
2806.79	8.845	2172.05	18.835	2172.05	5.883
2807.26	8.866	2172.54	19.33	2172.54	6.249
2807.75	8.886	2173.18	20.22	2173.18	6.886
2808.23	8.898	2173.66	21.129	2173.66	7.594
2808.71	8.906	2174.13	22.068	2174.13	8.447
2809.18	8.909	2174.61	22.952	2174.61	9.16
2809.82	8.913	2175.1	23.652	2175.1	9.909
2810.31	8.91	2175.57	24.346	2175.57	10.671
2810.79	8.902	2176.05	25.009	2176.05	11.309
2811.28	8.886	2176.69	25.865	2176.69	12.114
2811.75	8.864	2177.18	26.549	2177.18	12.705
2812.23	8.855	2177.66	27.142	2177.66	13.179
2812.71	8.846	2178.13	27.613	2178.13	13.521
2813.35	8.833	2178.61	27.939	2178.61	13.728
2813.82	8.829	2179.1	28.14	2179.1	13.828
2814.31	8.824	2179.74	28.249	2179.74	13.844
2814.79	8.819	2180.21	28.199	2180.21	13.742
2815.27	8.813	2180.69	28.092	2180.69	13.611
2815.92	8.809	2181.17	27.905	2181.17	13.425
2816.38	8.794	2181.66	27.673	2181.66	13.201
2816.87	8.793	2182.3	27.335	2182.3	12.901
2817.35	8.79	2182.77	27.031	2182.77	12.665
2817.82	8.79	2183.25	26.723	2183.25	12.444
2818.46	8.785	2183.74	26.406	2183.74	12.233
2818.95	8.784	2184.22	26.092	2184.22	12.033
2819.43	8.787	2184.86	25.689	2184.86	11.79
2819.92	8.784	2185.33	25.367	2185.33	11.606
2820.38	8.775	2185.81	25.064	2185.81	11.433
2820.87	8.772	2186.3	24.767	2186.3	11.261
2821.51	8.762	2186.77	24.468	2186.77	11.091
2821.99	8.757	2187.25	24.183	2187.25	10.924
2822.48	8.747	2187.89	23.832	2187.89	10.714
2822.95	8.734	2188.38	23.559	2188.38	10.546
2823.43	8.714	2188.86	23.303	2188.86	10.389
2823.91	8.703	2189.33	23.058	2189.33	10.231
2824.55	8.683	2189.81	22.817	2189.81	10.079
2825.02	8.654	2190.3	22.583	2190.3	9.941
2825.51	8.629	2190.94	22.283	2190.94	9.742
2825.99	8.603	2191.41	22.049	2191.41	9.589
2826.48	8.582	2191.89	21.825	2191.89	9.449
2826.94	8.572	2192.38	21.603	2192.38	9.304
2827.58	8.557	2193.01	21.328	2193.01	9.122
2828.07	8.548	2193.5	21.12	2193.5	8.986
2828.55	8.53	2193.97	20.923	2193.97	8.846
2829.02	8.517	2194.45	20.724	2194.45	8.706
2829.51	8.505	2194.94	20.516	2194.94	8.57
2830.15	8.488	2195.58	20.246	2195.58	8.392
2830.63	8.479	2196.06	19.99	2196.06	8.274
2831.11	8.464	2196.53	19.74	2196.53	8.17
2831.58	8.45	2197.01	19.488	2197.01	8.066
2832.07	8.45	2197.5	19.235	2197.5	7.967
2832.55	8.449	2198.14	18.908	2198.14	7.847
2833.19	8.446	2198.61	18.653	2198.61	7.745
2833.68	8.451	2199.09	18.423	2199.09	7.654
2834.15	8.444	2199.58	18.197	2199.58	7.568
2834.63	8.431	2200.06	17.986	2200.06	7.479
2835.11	8.413	2200.53	17.796	2200.53	7.383
2835.75	8.397	2201.17	17.562	2201.17	7.254
2836.22	8.371	2201.65	17.401	2201.65	7.125
2836.71	8.341	2202.14	17.251	2202.14	6.992
2837.19	8.315	2202.61	17.105	2202.61	6.851
2837.68	8.283	2203.25	16.924	2203.25	6.648
2838.15	8.246	2203.73	16.782	2203.73	6.471
2838.78	8.195	2204.22	16.642	2204.22	6.301
2839.27	8.109	2204.7	16.518	2204.7	6.135
2839.75	8.019	2205.17	16.397	2205.17	5.974
2840.22	7.92	2205.81	16.222	2205.81	5.764
2840.86	7.822	2206.29	16.082	2206.29	5.607
2841.35	7.763	2206.78	15.941	2206.78	5.458
2841.83	7.721	2207.26	15.801	2207.26	5.309
2842.32	7.695	2207.73	15.662	2207.73	5.173
2842.78	7.687	2208.37	15.482	2208.37	5.004
2843.43	7.675	2208.85	15.332	2208.85	4.869
2843.91	7.66	2209.34	15.193	2209.34	4.74
2844.39	7.635	2209.81	15.045	2209.81	4.606
2844.86	7.602	2210.29	14.896	2210.29	4.47
2845.35	7.573	2210.93	14.708	2210.93	4.294
2845.83	7.578	2211.42	14.556	2211.42	4.157
2846.47	7.567	2211.9	14.407	2211.9	4.025
2846.96	7.534	2212.37	14.257	2212.37	3.888
2847.42	7.489	2212.85	14.114	2212.85	3.76
2847.91	7.427	2213.5	13.925	2213.5	3.581
2848.39	7.357	2213.98	13.793	2213.98	3.44
2848.88	7.275	2214.45	13.668	2214.45	3.31
2849.52	7.149	2214.93	13.547	2214.93	3.184
2849.99	7.032	2215.42	13.417	2215.42	3.059
2850.47	6.891	2216.06	13.242	2216.06	2.903
2850.95	6.743	2216.54	13.111	2216.54	2.785
2851.42	6.595	2217.01	12.985	2217.01	2.666
2851.91	6.44	2217.49	12.849	2217.49	2.542
2852.55	6.254	2217.98	12.715	2217.98	2.423
2853.03	6.101	2218.62	12.536	2218.62	2.272
2853.52	5.957	2219.09	12.391	2219.09	2.155
2853.99	5.809	2219.57	12.247	2219.57	2.042
