subtracted_X	subtracted_Y	specific_X	specific_Y	blank_X	blank_Y
632.492	-1.202	0	0	0	0
632.976	-1.317	0.484	-0.155	0.484	0.045
633.46	-1.411	0.969	-0.284	0.969	0.085
633.945	-1.491	1	-1	1	1
634.413	-1.562	1.437	-0.4	1.437	0.12
635.054	-1.646	1.921	-0.504	1.921	0.154
635.538	-1.7	2.562	-0.589	2.562	0.212
636.022	-1.746	3.046	-0.64	3.046	0.288
636.491	-1.779	3.515	-0.685	3.515	0.386
636.975	-1.807	3.999	-0.708	3.999	0.512
637.459	-1.829	4.483	-0.718	4.483	0.652
638.1	-1.857	4.968	-0.706	4.968	0.813
638.584	-1.865	5.608	-0.652	5.608	1.034
639.053	-1.872	6.077	-0.562	6.077	1.23
639.537	-1.881	6.561	-0.457	6.561	1.418
640.021	-1.884	7.045	-0.331	7.045	1.597
640.662	-1.877	7.514	-0.187	7.514	1.774
641.13	-1.879	7.998	-0.03	7.998	1.937
641.615	-1.882	8.639	0.178	8.639	2.14
642.099	-1.882	9.123	0.346	9.123	2.293
642.583	-1.89	9.607	0.507	9.607	2.424
643.052	-1.892	10.076	0.662	10.076	2.545
643.692	-1.9	10.56	0.806	10.56	2.664
644.177	-1.908	11.044	0.924	11.044	2.758
644.661	-1.923	11.685	0.964	11.685	2.781
645.129	-1.944	12.169	0.947	12.169	2.759
645.614	-1.962	12.638	0.906	12.638	2.715
646.098	-1.981	13.122	0.851	13.122	2.647
646.738	-1.998	13.606	0.82	13.606	2.591
647.223	-2.008	14.075	0.803	14.075	2.566
647.691	-2.007	14.715	0.76	14.715	2.563
648.176	-2.004	15.2	0.747	15.2	2.595
648.66	-1.998	15.684	0.76	15.684	2.657
649.3	-1.996	16.168	0.782	16.168	2.717
649.769	-1.989	16.637	0.804	16.637	2.759
650.253	-1.972	17.277	0.811	17.277	2.773
650.738	-1.957	17.761	0.794	17.761	2.754
651.222	-1.941	18.246	0.767	18.246	2.718
651.862	-1.919	18.714	0.723	18.714	2.666
652.331	-1.915	19.199	0.662	19.199	2.599
652.815	-1.925	19.683	0.594	19.683	2.524
653.299	-1.927	20.323	0.5	20.323	2.4
653.784	-1.934	20.808	0.417	20.808	2.295
654.424	-1.95	21.276	0.333	21.276	2.19
654.893	-1.962	21.761	0.248	21.761	2.089
655.377	-1.982	22.245	0.161	22.245	1.989
655.861	-2.004	22.885	0.052	22.885	1.86
656.33	-2.022	23.354	-0.036	23.354	1.759
656.814	-2.035	23.838	-0.12	23.838	1.66
657.299	-2.045	24.322	-0.191	24.322	1.571
657.939	-2.048	24.807	-0.269	24.807	1.481
658.423	-2.046	25.447	-0.36	25.447	1.378
658.892	-2.041	25.916	-0.43	25.916	1.304
659.376	-2.04	26.4	-0.496	26.4	1.231
659.86	-2.043	26.884	-0.546	26.884	1.17
660.501	-2.038	27.369	-0.607	27.369	1.108
660.97	-2.036	28.009	-0.675	28.009	1.038
661.454	-2.037	28.478	-0.723	28.478	0.98
661.938	-2.031	28.962	-0.778	28.962	0.922
662.422	-2.025	29.446	-0.833	29.446	0.865
663.063	-2.02	29.915	-0.875	29.915	0.804
663.531	-2.01	30.399	-0.922	30.399	0.745
664.016	-1.999	31.04	-0.979	31.04	0.678
664.5	-2.003	31.524	-1.026	31.524	0.631
664.984	-2.014	32.008	-1.065	32.008	0.589
665.625	-2.026	32.477	-1.104	32.477	0.552
666.093	-2.048	32.961	-1.133	32.961	0.527
666.578	-2.074	33.445	-1.158	33.445	0.502
667.062	-2.089	34.086	-1.193	34.086	0.47
667.53	-2.104	34.554	-1.214	34.554	0.447
668.171	-2.119	35.039	-1.229	35.039	0.426
668.655	-2.132	35.523	-1.252	35.523	0.403
669.139	-2.147	36.007	-1.271	36.007	0.381
669.624	-2.166	36.648	-1.296	36.648	0.354
670.092	-2.177	37.116	-1.313	37.116	0.332
670.733	-2.182	37.601	-1.321	37.601	0.32
671.217	-2.179	38.085	-1.326	38.085	0.314
671.701	-2.169	38.569	-1.326	38.569	0.306
672.17	-2.166	39.038	-1.312	39.038	0.306
672.654	-2.159	39.522	-1.303	39.522	0.307
673.139	-2.145	40.162	-1.285	40.162	0.307
673.779	-2.12	40.647	-1.276	40.647	0.309
674.263	-2.118	41.115	-1.257	41.115	0.312
674.732	-2.118	41.6	-1.244	41.6	0.31
675.216	-2.119	42.084	-1.225	42.084	0.306
675.7	-2.12	42.724	-1.21	42.724	0.301
676.341	-2.139	43.209	-1.2	43.209	0.3
676.825	-2.16	43.677	-1.199	43.677	0.302
677.294	-2.188	44.161	-1.195	44.161	0.312
677.778	-2.224	44.646	-1.198	44.646	0.321
678.262	-2.26	45.286	-1.187	45.286	0.326
678.903	-2.293	45.755	-1.176	45.755	0.326
679.371	-2.317	46.239	-1.161	46.239	0.325
679.856	-2.336	46.723	-1.15	46.723	0.321
680.34	-2.355	47.208	-1.142	47.208	0.317
680.824	-2.365	47.848	-1.128	47.848	0.314
681.465	-2.379	48.317	-1.111	48.317	0.312
681.933	-2.38	48.801	-1.088	48.801	0.313
682.418	-2.366	49.285	-1.07	49.285	0.311
682.902	-2.336	49.926	-1.061	49.926	0.316
683.37	-2.161	50.41	-1.052	50.41	0.324
683.855	-2.044	50.879	-1.06	50.879	0.329
684.495	-2.115	51.363	-1.065	51.363	0.333
684.979	13.565	51.847	-1.062	51.847	0.342
685.464	50.514	52.488	-1.065	52.488	0.348
685.932	-0.879005	52.956	-1.072	52.956	0.352
686.573	-44.058	53.441	-1.073	53.441	0.361
687.057	-72.986	53.925	-1.075	53.925	0.368
687.541	-49.332	54.409	-1.082	54.409	0.371
688.01	-29.261	55.05	-1.081	55.05	0.387
688.494	-17.012	55.518	-1.083	55.518	0.391
689.135	-8.253	56.002	-1.07	56.002	0.404
689.619	-4	56.487	-1.07	56.487	0.419
690.103	-2.559	56.955	-1.06	56.955	0.433
690.572	-2.158	57.44	-1.047	57.44	0.441
691.056	-2.177	58.08	-1.026	58.08	0.469
691.697	-2.11	58.564	-1.011	58.564	0.479
692.181	-1.878	59.049	-0.994	59.049	0.492
692.665	-1.653	59.517	-0.982	59.517	0.505
693.134	-1.432	60.002	-0.975	60.002	0.518
693.618	-1.221	60.642	-0.971	60.642	0.526
694.259	-0.958	61.126	-0.968	61.126	0.53
694.743	-0.767	61.595	-0.959	61.595	0.537
695.211	-0.586	62.079	-0.99	62.079	0.559
695.696	-0.415	62.563	-1.012	62.563	0.623
696.18	-0.257	63.204	-1.048	63.204	0.719
696.82	-0.0699999	63.688	-1.095	63.688	0.796
697.305	0.0640001	64.157	-1.132	64.157	0.86
697.773	0.187	64.641	-1.149	64.641	0.929
698.258	0.29	65.125	-1.155	65.125	1.013
698.742	0.385	65.766	-1.104	65.766	1.162
699.382	0.512	66.25	-1.006	66.25	1.311
699.851	0.604	66.719	-0.87	66.719	1.49
700.335	0.686	67.203	-0.688	67.203	1.704
700.82	0.758	67.687	-0.466	67.687	1.963
701.304	0.812	68.328	-0.122	68.328	2.358
701.944	0.868	68.796	0.243	68.796	2.734
702.413	0.905	69.281	0.648	69.281	3.104
702.897	0.932	69.765	1.068	69.765	3.515
703.381	0.956	70.249	1.514	70.249	3.949
704.022	0.997	70.718	1.97	70.718	4.406
704.491	1.022	71.202	2.449	71.202	4.9
704.975	1.038	71.842	3.075	71.842	5.561
705.459	1.056	72.327	3.548	72.327	6.072
705.943	1.071	72.795	3.952	72.795	6.541
706.584	1.093	73.28	4.288	73.28	6.975
707.052	1.104	73.764	4.561	73.764	7.36
707.537	1.121	74.248	4.773	74.248	7.707
708.021	1.143	74.889	4.962	74.889	8.084
708.661	1.167	75.357	5.036	75.357	8.317
709.146	1.186	75.842	5.074	75.842	8.503
709.614	1.203	76.326	5.079	76.326	8.66
710.099	1.223	76.81	5.05	76.81	8.777
710.583	1.24	77.451	4.989	77.451	8.911
711.051	1.258	77.919	4.917	77.919	8.987
711.692	1.273	78.403	4.834	78.403	9.042
712.176	1.279	78.888	4.756	78.888	9.084
712.66	1.286	79.356	4.676	79.356	9.11
713.145	1.286	79.997	4.553	79.997	9.132
713.613	1.286	80.481	4.458	80.481	9.144
714.254	1.273	80.965	4.367	80.965	9.149
714.738	1.269	81.45	4.28	81.45	9.15
715.222	1.275	81.918	4.194	81.918	9.154
715.691	1.266	82.402	4.112	82.402	9.153
716.175	1.262	83.043	4.008	83.043	9.142
716.66	1.266	83.527	3.93	83.527	9.134
717.3	1.263	83.996	3.857	83.996	9.124
717.784	1.255	84.48	3.792	84.48	9.117
718.253	1.257	84.964	3.737	84.964	9.1
718.737	1.262	85.605	3.679	85.605	9.082
719.221	1.266	86.089	3.641	86.089	9.064
719.862	1.268	86.558	3.612	86.558	9.051
720.346	1.272	87.042	3.584	87.042	9.031
720.815	1.267	87.526	3.561	87.526	9.01
721.299	1.255	88.167	3.533	88.167	8.969
721.783	1.249	88.635	3.516	88.635	8.932
722.424	1.232	89.12	3.495	89.12	8.881
722.892	1.224	89.604	3.471	89.604	8.813
723.377	1.217	90.088	3.453	90.088	8.742
723.861	1.199	90.557	3.441	90.557	8.666
724.345	1.186	91.197	3.415	91.197	8.562
724.814	1.18	91.682	3.399	91.682	8.481
725.454	1.169	92.166	3.391	92.166	8.411
725.939	1.172	92.65	3.38	92.65	8.339
726.423	1.175	93.119	3.369	93.119	8.279
726.891	1.185	93.603	3.358	93.603	8.23
727.376	1.189	94.243	3.333	94.243	8.16
728.016	1.202	94.728	3.317	94.728	8.11
728.5	1.218	95.196	3.307	95.196	8.061
728.985	1.233	95.681	3.298	95.681	8.01
729.453	1.242	96.165	3.295	96.165	7.961
729.938	1.257	96.649	3.301	96.649	7.917
730.422	1.273	97.29	3.306	97.29	7.859
730.578	1.274	97.758	3.317	97.758	7.818
731.062	1.273	98.243	3.331	98.243	7.781
731.531	1.274	98.727	3.341	98.727	7.744
732.015	1.28	99.211	3.341	99.211	7.715
732.5	1.28	99.836	3.333	99.836	7.675
732.984	1.279	100.32	3.328	100.32	7.652
733.624	1.264	100.804	3.32	100.804	7.633
734.093	1.243	101.289	3.307	101.289	7.616
734.577	1.215	101.757	3.297	101.757	7.595
735.061	1.193	102.242	3.283	102.242	7.576
735.702	1.155	102.882	3.272	102.882	7.554
736.186	1.13	103.366	3.268	103.366	7.531
736.655	1.112	103.851	3.267	103.851	7.513
737.139	1.101	104.319	3.259	104.319	7.488
737.623	1.095	104.803	3.247	104.803	7.464
738.264	1.105	105.288	3.238	105.288	7.435
738.732	1.118	105.928	3.225	105.928	7.391
739.217	1.141	106.397	3.218	106.397	7.358
739.701	1.164	106.881	3.201	106.881	7.317
740.185	1.195	107.365	3.186	107.365	7.279
740.654	1.229	107.85	3.173	107.85	7.249
741.294	1.261	108.318	3.149	108.318	7.221
741.779	1.279	108.959	3.125	108.959	7.186
742.263	1.301	109.443	3.101	109.443	7.168
742.732	1.319	109.927	3.079	109.927	7.158
743.216	1.337	110.412	3.062	110.412	7.15
743.7	1.353	110.88	3.044	110.88	7.143
744.341	1.37	111.364	3.035	111.364	7.139
744.825	1.375	112.005	3.017	112.005	7.133
745.293	1.377	112.489	3.016	112.489	7.13
745.778	1.372	112.958	3.016	112.958	7.132
746.262	1.371	113.442	3.015	113.442	7.131
746.902	1.351	113.926	3.01	113.926	7.13
747.387	1.337	114.411	3.012	114.411	7.133
747.855	1.327	115.051	3.014	115.051	7.131
748.34	1.324	115.52	3.015	115.52	7.133
748.824	1.336	116.004	3.023	116.004	7.143
749.464	1.358	116.488	3.022	116.488	7.149
749.933	1.39	116.957	3.025	116.957	7.157
750.417	1.41	117.441	3.029	117.441	7.159
750.901	1.436	117.925	3.042	117.925	7.162
751.386	1.462	118.566	3.045	118.566	7.156
752.026	1.497	119.05	3.047	119.05	7.159
752.495	1.526	119.519	3.045	119.519	7.163
752.979	1.539	120.003	3.038	120.003	7.168
753.463	1.554	120.487	3.034	120.487	7.174
753.932	1.579	121.128	3.027	121.128	7.166
754.416	1.595	121.596	3.027	121.596	7.165
755.057	1.612	122.081	3.026	122.081	7.165
755.541	1.625	122.565	3.02	122.565	7.165
756.025	1.63	123.049	3.013	123.049	7.167
756.494	1.631	123.518	3.006	123.518	7.16
756.978	1.629	124.158	3.001	124.158	7.154
757.619	1.643	124.643	3.002	124.643	7.155
758.103	1.648	125.127	3.007	125.127	7.156
758.587	1.648	125.611	3.005	125.611	7.154
759.056	1.656	126.08	3.008	126.08	7.148
759.54	1.654	126.564	3.004	126.564	7.119
760.024	1.655	127.204	2.986	127.204	6.939
760.665	1.663	127.689	2.866	127.689	6.475
761.133	1.677	128.157	2.456	128.157	6.076
761.618	1.69	128.642	1.989	128.642	5.713
762.102	1.714	129.126	1.623	129.126	-60.438
762.742	1.731	129.61	-40.274	129.61	-105.313
763.227	1.746	130.251	-107.267	130.251	-82.074
763.695	1.758	130.719	-118.184	130.719	-25.309
764.18	1.776	131.204	-91.701	131.204	-7.955
764.664	1.787	131.688	-55.806	131.688	-0.369
765.132	1.786	132.172	-33.236	132.172	3.418
765.773	1.783	132.641	-20.971	132.641	4.841
766.257	1.778	133.281	-13.826	133.281	4.935
766.741	1.771	133.765	-8.591	133.765	4.952
767.226	1.77	134.25	-7.891	134.25	5.03
767.694	1.76	134.718	-7.916	134.718	5.189
768.335	1.748	135.203	-7.938	135.203	5.301
768.819	1.74	135.687	-7.814	135.687	5.376
769.303	1.734	136.327	-7.57	136.327	5.432
769.772	1.729	136.812	-7.456	136.812	5.438
770.256	1.714	137.28	-7.324	137.28	5.429
770.897	1.708	137.764	-7.184	137.764	5.404
771.381	1.699	138.249	-7.033	138.249	5.367
771.865	1.687	138.889	-6.943	138.889	5.303
772.334	1.694	139.358	-6.928	139.358	5.238
772.818	1.686	139.842	-6.904	139.842	5.164
773.459	1.676	140.326	-6.874	140.326	5.088
773.943	1.674	140.811	-6.806	140.811	5.006
774.427	1.671	141.451	-6.676	141.451	4.902
774.896	1.669	141.92	-6.589	141.92	4.823
775.38	1.669	142.404	-6.462	142.404	4.746
775.864	1.674	142.888	-6.288	142.888	4.667
776.505	1.67	143.357	-6.059	143.357	4.582
776.973	1.673	143.997	-5.729	143.997	4.474
777.458	1.664	144.482	-5.497	144.482	4.385
777.942	1.653	144.966	-5.272	144.966	4.296
778.426	1.634	145.45	-5.032	145.45	4.199
779.067	1.62	145.919	-4.776	145.919	4.103
779.535	1.603	146.559	-4.449	146.559	3.976
780.02	1.598	147.044	-4.253	147.044	3.877
780.504	1.605	147.528	-4.057	147.528	3.784
780.973	1.609	148.012	-3.84	148.012	3.7
781.613	1.618	148.481	-3.606	148.481	3.616
782.097	1.629	149.121	-3.289	149.121	3.509
782.582	1.649	149.605	-3.061	149.605	3.424
783.066	1.658	150.09	-2.847	150.09	3.348
783.534	1.668	150.558	-2.63	150.558	3.268
784.175	1.683	151.043	-2.422	151.043	3.194
784.659	1.687	151.683	-2.15	151.683	3.095
785.143	1.683	152.167	-1.961	152.167	3.021
785.628	1.679	152.652	-1.788	152.652	2.952
786.096	1.678	153.12	-1.623	153.12	2.878
786.737	1.663	153.605	-1.467	153.605	2.811
787.221	1.647	154.089	-1.309	154.089	2.744
787.705	1.627	154.729	-1.148	154.729	2.654
788.174	1.605	155.198	-1.049	155.198	2.583
788.658	1.586	155.682	-0.963	155.682	2.506
789.142	1.567	156.166	-0.878	156.166	2.435
789.783	1.548	156.651	-0.798	156.651	2.366
790.267	1.532	157.119	-0.717	157.119	2.302
790.736	1.528	157.76	-0.63	157.76	2.216
791.22	1.525	158.244	-0.568	158.244	2.143
791.704	1.518	158.728	-0.509	158.728	2.083
792.345	1.508	159.213	-0.452	159.213	2.023
792.813	1.506	159.681	-0.394	159.681	1.959
793.298	1.509	160.322	-0.346	160.322	1.87
793.782	1.507	160.806	-0.309	160.806	1.807
794.266	1.503	161.29	-0.271	161.29	1.75
794.735	1.502	161.759	-0.243	161.759	1.699
795.375	1.493	162.399	-0.22	162.399	1.629
795.86	1.489	162.884	-0.219	162.884	1.572
796.344	1.49	163.368	-0.223	163.368	1.515
796.828	1.491	163.852	-0.222	163.852	1.467
797.297	1.495	164.321	-0.22	164.321	1.419
797.937	1.507	164.805	-0.213	164.805	1.367
798.422	1.514	165.289	-0.224	165.289	1.312
798.906	1.525	165.93	-0.242	165.93	1.243
799.374	1.535	166.398	-0.264	166.398	1.184
799.859	1.551	166.883	-0.282	166.883	1.132
800.343	1.562	167.367	-0.293	167.367	1.083
800.983	1.577	167.851	-0.304	167.851	1.037
801.468	1.583	168.492	-0.328	168.492	0.982
801.936	1.601	168.96	-0.329	168.96	0.948
802.421	1.623	169.445	-0.344	169.445	0.908
802.905	1.55	169.929	-0.349	169.929	0.867
803.545	1.499	170.413	-0.349	170.413	0.823
804.014	17.001	171.038	-0.367	171.038	0.763
804.498	16.445	171.522	-0.388	171.522	0.714
804.982	-30.894	172.006	-0.411	172.006	0.667
805.467	-8.145	172.491	-0.436	172.491	0.622
806.107	-1.569	172.959	-0.458	172.959	0.584
806.576	-1.569	173.6	-0.506	173.6	0.529
807.06	-1.568	174.084	-0.548	174.084	0.487
807.544	-1.621	174.568	-0.591	174.568	0.439
808.013	-1.605	175.053	-0.627	175.053	0.401
808.654	-1.582	175.521	-0.661	175.521	0.361
809.138	-1.557	176.005	-0.692	176.005	0.327
809.622	-1.538	176.646	-0.735	176.646	0.281
810.106	-1.516	177.13	-0.775	177.13	0.245
810.575	-1.497	177.599	-0.818	177.599	0.205
811.059	-1.489	178.083	-0.867	178.083	0.161
811.7	-1.473	178.567	-0.912	178.567	0.113
812.184	-1.479	179.208	-0.97	179.208	0.048
812.668	-1.482	179.692	-1.015	179.692	-6.00E-03
813.137	-1.487	180.161	-1.058	180.161	-0.058
813.777	-1.491	180.645	-1.099	180.645	-0.111
814.262	-1.492	181.129	-1.138	181.129	-0.162
814.746	-1.484	181.598	-1.18	181.598	-0.217
815.214	-1.491	182.238	-1.228	182.238	-0.28
815.699	-1.497	182.723	-1.266	182.723	-0.327
816.339	-1.485	183.207	-1.303	183.207	-0.375
816.823	-1.479	183.691	-1.343	183.691	-0.418
817.308	-1.466	184.16	-1.388	184.16	-0.46
817.776	-1.452	184.644	-1.431	184.644	-0.5
818.261	-1.421	185.285	-1.48	185.285	-0.541
818.745	-1.395	185.769	-1.52	185.769	-0.575
819.385	-1.377	186.253	-1.557	186.253	-0.61
819.854	-1.365	186.722	-1.6	186.722	-0.648
820.338	-1.352	187.206	-1.643	187.206	-0.688
820.823	-1.341	187.69	-1.692	187.69	-0.737
821.307	-1.33	188.331	-1.747	188.331	-0.795
821.947	-1.313	188.799	-1.79	188.799	-0.843
822.416	-1.321	189.284	-1.83	189.284	-0.885
822.9	-1.34	189.768	-1.878	189.768	-0.93
823.384	-1.348	190.252	-1.922	190.252	-0.967
824.025	-1.365	190.893	-1.979	190.893	-1.016
824.494	-1.383	191.361	-2.023	191.361	-1.058
824.978	-1.401	191.845	-2.073	191.845	-1.096
825.462	-1.419	192.33	-2.123	192.33	-1.123
825.946	-1.437	192.798	-2.171	192.798	-1.161
826.587	-1.444	193.283	-2.215	193.283	-1.202
827.055	-1.447	193.923	-2.275	193.923	-1.25
827.54	-1.442	194.407	-2.319	194.407	-1.293
828.024	-1.435	194.892	-2.367	194.892	-1.339
828.508	-1.434	195.36	-2.422	195.36	-1.38
829.149	-1.419	195.845	-2.467	195.845	-1.423
829.617	-1.406	196.329	-2.509	196.329	-1.47
830.102	-1.396	196.969	-2.562	196.969	-1.534
830.586	-1.38	197.454	-2.601	197.454	-1.585
831.054	-1.373	197.922	-2.639	197.922	-1.64
831.695	-1.364	198.406	-2.683	198.406	-1.696
832.179	-1.37	198.891	-2.723	198.891	-1.752
832.664	-1.381	199.359	-2.768	199.359	-1.802
833.148	-1.383	200	-2.824	200	-1.867
833.616	-1.397	200.484	-2.869	200.484	-1.925
834.101	-1.409	200.968	-2.908	200.968	-1.978
834.585	-1.413	201.453	-2.951	201.453	-2.024
835.225	-1.425	201.921	-2.988	201.921	-2.065
835.694	-1.432	202.562	-3.041	202.562	-2.125
836.178	-1.434	203.046	-3.091	203.046	-2.171
836.663	-1.433	203.53	-3.132	203.53	-2.208
837.303	-1.432	203.999	-3.173	203.999	-2.254
837.787	-1.423	204.483	-3.216	204.483	-2.294
838.256	-1.417	204.967	-3.26	204.967	-2.334
838.74	-1.409	205.608	-3.323	205.608	-2.388
839.224	-1.396	206.092	-3.37	206.092	-2.438
839.865	-1.374	206.561	-3.412	206.561	-2.481
840.349	-1.353	207.045	-3.456	207.045	-2.528
840.818	-1.334	207.529	-3.501	207.529	-2.587
841.302	-1.321	208.17	-3.56	208.17	-2.647
841.786	-1.319	208.638	-3.603	208.638	-2.69
842.255	-1.31	209.123	-3.651	209.123	-2.731
842.895	-1.297	209.607	-3.691	209.607	-2.772
843.38	-1.292	210.091	-3.732	210.091	-2.809
843.864	-1.291	210.732	-3.783	210.732	-2.859
844.348	-1.295	211.2	-3.815	211.2	-2.9
844.817	-1.296	211.685	-3.85	211.685	-2.934
845.301	-1.299	212.169	-3.881	212.169	-2.97
845.942	-1.292	212.653	-3.91	212.653	-3.006
846.426	-1.294	213.122	-3.944	213.122	-3.045
846.895	-1.289	213.762	-4.002	213.762	-3.095
847.379	-1.277	214.246	-4.048	214.246	-3.139
847.863	-1.265	214.731	-4.087	214.731	-3.183
848.347	-1.252	215.199	-4.126	215.199	-3.219
848.988	-1.233	215.684	-4.161	215.684	-3.25
849.456	-1.223	216.168	-4.199	216.168	-3.282
849.941	-1.214	216.808	-4.252	216.808	-3.324
850.425	-1.194	217.293	-4.285	217.293	-3.348
851.065	-1.17	217.761	-4.314	217.761	-3.37
851.534	-1.151	218.246	-4.337	218.246	-3.394
852.018	-1.127	218.73	-4.365	218.73	-3.418
852.503	-1.113	219.214	-4.399	219.214	-3.447
852.987	-1.107	219.839	-4.444	219.839	-3.491
853.627	-1.113	220.323	-4.482	220.323	-3.532
854.096	-1.115	220.807	-4.512	220.807	-3.565
854.58	-1.118	221.292	-4.54	221.292	-3.603
855.064	-1.135	221.76	-4.571	221.76	-3.644
855.549	-1.148	222.401	-4.612	222.401	-3.695
856.017	-1.156	222.885	-4.64	222.885	-3.738
856.658	-1.177	223.369	-4.665	223.369	-3.782
857.142	-1.199	223.854	-4.685	223.854	-3.821
857.626	-1.212	224.322	-4.719	224.322	-3.86
858.095	-1.233	224.807	-4.757	224.807	-3.899
858.579	-1.248	225.447	-4.796	225.447	-3.944
859.064	-1.252	225.931	-4.834	225.931	-3.978
859.704	-1.252	226.4	-4.869	226.4	-4.011
860.188	-1.248	226.884	-4.9	226.884	-4.043
860.657	-1.245	227.368	-4.94	227.368	-4.081
861.141	-1.249	227.853	-4.989	227.853	-4.118
861.625	-1.259	228.493	-5.051	228.493	-4.17
862.266	-1.263	228.962	-5.096	228.962	-4.214
862.735	-1.26	229.446	-5.135	229.446	-4.257
863.219	-1.265	229.93	-5.179	229.93	-4.308
863.703	-1.274	230.415	-5.22	230.415	-4.365
864.187	-1.284	230.883	-5.25	230.883	-4.415
864.828	-1.292	231.524	-5.288	231.524	-4.472
865.296	-1.299	232.008	-5.317	232.008	-4.517
865.781	-1.306	232.492	-5.35	232.492	-4.558
866.265	-1.315	232.961	-5.376	232.961	-4.598
866.905	-1.335	233.445	-5.403	233.445	-4.643
867.39	-1.351	234.086	-5.443	234.086	-4.693
867.858	-1.365	234.57	-5.485	234.57	-4.733
868.343	-1.381	235.054	-5.536	235.054	-4.769
868.827	-1.393	235.523	-5.59	235.523	-4.808
869.295	-1.399	236.007	-5.647	236.007	-4.848
869.936	-1.392	236.647	-5.714	236.647	-4.901
870.42	-1.378	237.132	-5.763	237.132	-4.941
870.904	-1.365	237.6	-5.807	237.6	-4.987
871.389	-1.335	238.085	-5.854	238.085	-5.02
871.857	-1.303	238.569	-5.902	238.569	-5.06
872.342	-1.273	239.053	-5.942	239.053	-5.094
872.982	-1.236	239.694	-5.98	239.694	-5.137
873.466	-1.207	240.162	-6.018	240.162	-5.175
873.935	-1.194	240.647	-6.061	240.647	-5.211
874.419	-1.182	241.131	-6.107	241.131	-5.25
874.904	-1.168	241.599	-6.16	241.599	-5.292
875.544	-1.149	242.084	-6.21	242.084	-5.338
876.028	-1.142	242.724	-6.266	242.724	-5.408
876.497	-1.148	243.208	-6.315	243.208	-5.469
876.981	-1.151	243.693	-6.359	243.693	-5.516
877.465	-1.146	244.161	-6.405	244.161	-5.562
878.106	-1.143	244.646	-6.44	244.646	-5.601
878.575	-1.128	245.13	-6.471	245.13	-5.635
879.059	-1.114	245.77	-6.521	245.77	-5.669
879.543	-1.102	246.255	-6.558	246.255	-5.692
880.027	-1.097	246.723	-6.437	246.723	-5.568
880.668	-1.087	247.207	-6.05	247.207	-5.136
881.136	-1.072	247.692	-5.961	247.692	-4.865
881.621	-1.058	248.16	-5.334	248.16	-4.74
882.105	-1.053	248.801	69.861	248.801	50.04
882.589	-1.053	249.285	70.364	249.285	102.533
883.058	-1.061	249.769	0.272	249.769	32.16
883.698	-1.076	250.254	-9.631	250.254	-4.62
884.183	-1.08	250.722	-9.735	250.722	-6.334
884.667	-1.076	251.207	-9.736	251.207	-6.354
885.136	-1.073	251.847	-9.636	251.847	-6.246
885.62	-1.082	252.331	-9.793	252.331	-6.344
886.104	-1.09	252.8	-9.909	252.8	-6.506
886.745	-1.116	253.284	-9.998	253.284	-6.637
887.229	-1.138	253.768	-10.075	253.768	-6.745
887.697	-1.141	254.253	-10.144	254.253	-6.843
888.182	-1.141	254.893	-10.219	254.893	-6.94
888.666	-1.144	255.362	-10.263	255.362	-6.996
889.306	-1.142	255.846	-10.292	255.846	-7.039
889.775	-1.136	256.33	-10.308	256.33	-7.065
890.259	-1.125	256.815	-10.32	256.815	-7.082
890.744	-1.11	257.455	-10.336	257.455	-7.099
891.228	-1.088	257.924	-10.333	257.924	-7.096
891.868	-1.074	258.408	-10.321	258.408	-7.086
892.337	-1.072	258.892	-10.296	258.892	-7.068
892.821	-1.075	259.361	-10.272	259.361	-7.051
893.305	-1.082	260.001	-10.244	260.001	-7.032
893.79	-1.087	260.486	-10.215	260.486	-7.016
894.258	-1.095	260.97	-10.189	260.97	-7.009
894.899	-1.108	261.454	-10.161	261.454	-6.999
895.383	-1.117	261.923	-10.131	261.923	-6.992
895.867	-1.117	262.563	-10.09	262.563	-6.987
896.336	-1.124	263.047	-10.073	263.047	-6.989
896.82	-1.129	263.532	-10.055	263.532	-6.98
897.305	-1.123	264	-10.034	264	-6.966
897.945	-1.111	264.485	-10.023	264.485	-6.952
898.429	-1.098	265.125	-10	265.125	-6.927
898.898	-1.09	265.609	-9.98	265.609	-6.908
899.382	-1.073	266.094	-9.963	266.094	-6.89
899.866	-1.047	266.562	-9.946	266.562	-6.867
900.507	-1.028	267.047	-9.927	267.047	-6.841
900.976	-1.015	267.687	-9.908	267.687	-6.799
901.46	-1.007	268.171	-9.886	268.171	-6.767
901.944	-0.999	268.64	-9.864	268.64	-6.737
902.428	-0.993	269.124	-9.835	269.124	-6.706
903.069	-0.991	269.608	-9.81	269.608	-6.671
903.537	-0.993	270.249	-9.76	270.249	-6.623
904.022	-0.997	270.733	-9.721	270.733	-6.591
904.506	-1.001	271.202	-9.685	271.202	-6.556
904.99	-1.008	271.686	-9.632	271.686	-6.514
905.631	-1.012	272.17	-9.582	272.17	-6.477
906.099	-1.016	272.811	-9.519	272.811	-6.423
906.584	-1.017	273.295	-9.462	273.295	-6.386
907.068	-1.014	273.764	-9.405	273.764	-6.344
907.536	-1.005	274.248	-9.357	274.248	-6.3
908.021	-0.988	274.732	-9.3	274.732	-6.254
908.661	-0.972	275.373	-9.226	275.373	-6.191
909.145	-0.945	275.841	-9.177	275.841	-6.144
